Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246),C2H3X(241),CH3OX(61),SX(245),C2H4(52)
9.850438081239685e-20,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599575,0.11866996602996324,0.022821567693053216,1.6086663767301583e-90,8.42080691847519e-53,4.832027468701798e-41,4.065684331507949e-87,1.3357252564843825e-45,7.625386692390815e-52,4.127592060980159e-40,2.601168808480023e-135,8.91447006178323e-43,2.752379261651417e-85,9.603229065551614e-56,1.508538076769439e-89,1.6131734317599612e-99,4.4567530074963154e-52,2.00256351335838e-65,1.0138272860671312e-53,1.85826339268859e-19,3.4844457734897616e-96,7.64412535166934e-66,2.0804296569752247e-15,2.1388022558420202e-15,3.7193218637012114e-28,1.8582633852507522e-19,2.834416748258162e-38,4.832026009008245e-41,4.055669946416699e-49,8.060867813546817e-32,1.3036701891988665e-44,6.947286799331787e-66,4.808431272436354e-72,1.6367038888670957e-75,1.0444533901780583e-110,5.715430582066266e-65,6.480434345374922e-62,3.9174401039071003e-112,6.768279445490513e-92
1.9709434318935704e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385599153,0.11866996602996116,0.022821567693052144,2.0625582078720414e-88,1.3484298123096833e-51,3.868560259237889e-40,1.3240959602027678e-85,1.0696636580525919e-44,1.2214817912973398e-50,1.6503330168213586e-39,3.331397210017619e-133,1.7885286738474855e-42,4.4085907103648365e-84,1.538304866980664e-54,4.8368469491959413e-88,2.068270122345971e-97,3.568112307824316e-51,1.8382417503525033e-64,8.106589981708739e-53,3.7181415234125425e-19,4.4675964792832753e-94,2.4491403840626692e-64,4.162666811453419e-15,4.279462723895563e-15,1.4886981129840401e-27,3.7181414936418063e-19,2.2692569881671233e-37,3.86855937920022e-40,3.2478357909793364e-48,3.2264478532409266e-31,1.043728833482072e-43,2.2258052699186632e-64,3.082301245609939e-70,1.0507446095666348e-73,5.36162750682952e-108,1.8311960978482164e-63,2.076990652812906e-60,2.0109890230314238e-109,2.1684999935492453e-90
3.9427426794327737e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385598308,0.118669966029957,0.022821567693050004,2.642295077976149e-86,2.1583686909105272e-50,3.0960242690492894e-39,4.377415974181172e-84,8.561646779408879e-44,1.955507707820846e-49,6.599923307686666e-39,4.265403978725834e-131,3.5972788356099424e-42,7.05757569716386e-83,2.462719506910077e-53,1.551103494080034e-86,2.649569543399628e-95,2.8555742767573815e-50,2.226799182025492e-63,6.4836582478633196e-52,7.43789856735307e-19,5.7233333724868415e-92,7.842086714297753e-63,8.327141120328822e-15,8.560783660001667e-15,5.956732245263934e-27,7.437898448231338e-19,1.8160954926798075e-36,3.096024027138498e-39,2.599601871101082e-47,1.2909994096268069e-30,8.353002690212787e-43,7.126858016470865e-63,1.9742426029838028e-68,6.74874999486621e-72,2.7487505712078066e-105,5.863445005956997e-62,6.651577561615114e-59,1.030974478950378e-106,6.943457549578779e-89
7.886341174511181e-19,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385596619,0.11866996602994867,0.022821567693045722,3.383560891643019e-84,3.454094830212684e-49,2.47729033304898e-38,1.4893885016595953e-82,6.851055390336061e-43,3.129722618231437e-48,2.639687849342543e-38,5.460496830616335e-129,7.273126489377657e-42,1.129519048507106e-81,3.941497630322824e-52,4.9802735919359896e-85,3.392848316259146e-93,2.284893296303251e-49,4.201930361425505e-62,5.186281340046629e-51,1.4877415785204658e-18,7.328949461102565e-90,2.510242987968016e-61,1.665608973775569e-14,1.7123425532209928e-14,2.3830813166930458e-26,1.4877415308640034e-18,1.4531526884097217e-35,2.477290879620684e-38,2.0802351796513448e-46,5.164838319128423e-30,6.683671133076239e-42,2.281280147255373e-61,1.26401626463825e-66,4.3442397070426896e-70,1.4082825819397448e-102,1.8768823966158683e-60,2.1293386808880376e-57,5.2820369065209544e-104,2.222596524697839e-87
1.5773538164667995e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690038559324,0.11866996602993202,0.02282156769303716,4.3318723115692513e-82,5.527115596098646e-48,1.9820212818833936e-37,5.33128998202312e-81,5.4815436433026945e-42,5.008286182967714e-47,1.055819186916047e-37,6.989941086219444e-127,1.4858211314254585e-41,1.8074773575341717e-80,6.307315632467336e-51,1.6036892216813897e-83,4.3437441097796484e-91,1.8280882215343522e-48,1.1108132866947224e-60,4.1487681680298036e-50,2.9756462740790196e-18,9.38303599366801e-88,8.034024298464642e-60,3.3313986971313673e-14,3.4248709276610667e-14,9.53310539658781e-26,2.9756460834375738e-18,1.162633119345235e-34,1.9820229035858967e-37,1.6644420567115176e-45,2.0661034951276893e-29,5.347444394325703e-41,7.301195880348461e-60,8.091287735064193e-65,2.8105517245985146e-68,7.212775172462181e-100,6.006958122938351e-59,6.815220283456712e-56,2.705279250286558e-101,7.1134685872094e-86
3.1547932144981625e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385586483,0.1186699660298987,0.022821567693020035,5.5453902552433816e-80,8.843835619923911e-47,1.5856936408544738e-36,2.0674689510065137e-79,4.385521159355407e-41,8.01384720275452e-46,4.223167696801115e-37,8.947464018593021e-125,3.096194060433694e-41,2.892165435360549e-79,1.009244745412944e-49,5.194674492895945e-82,5.560573788047853e-89,1.4625400403214393e-47,3.3677251385018816e-59,3.318913855820528e-49,5.951460673149305e-18,1.2011572340673714e-85,2.5710911924655246e-58,6.66297814332466e-14,6.849927676534905e-14,3.8134007800372073e-25,5.951459910551782e-18,9.301515878729933e-34,1.585696833444973e-36,1.3317070784399412e-44,8.264750482473255e-29,4.2781582674870234e-40,2.3365600653328686e-58,5.178905499857988e-63,1.836877644751904e-66,3.6935537725764203e-97,1.9223801524608897e-57,2.181085665896341e-54,1.3853206182207126e-98,2.276530930220874e-84
6.309672010560889e-18,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385572969,0.11866996602983206,0.022821567692985784,7.098501081176938e-78,1.4150496076140316e-45,1.2685871678661657e-35,8.928749393780046e-78,3.5085418213437176e-40,1.2822643846798467e-44,1.6892475643082507e-36,1.1453012645755446e-122,6.690365031351538e-41,4.627639298109226e-78,1.6148531801954444e-48,1.7023493803655428e-80,7.117922817517096e-87,1.1700598591841103e-46,1.0627506110678341e-57,2.6550941788454134e-48,1.1903109503104502e-17,1.5375683136411103e-83,8.227842390943772e-57,1.332613703363803e-13,1.3700041174257343e-13,1.525394108778906e-24,1.1903106452646692e-17,7.441404318756757e-33,1.2685927543584163e-35,1.0655100176133648e-43,3.3059676186240365e-28,3.422607310638716e-39,7.477285396890867e-57,3.31462095849402e-61,1.2242144864626943e-64,1.8912630611270516e-94,6.151887956003315e-56,6.979826827942564e-53,7.093329652904747e-96,7.285479204894786e-83
1.2619429602686341e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690038554594,0.11866996602969879,0.022821567692917284,9.086393591792932e-76,2.2641076322268647e-44,1.014885209709371e-34,4.3373633722070306e-76,2.8069000434811514e-39,2.051667475741031e-43,6.756969606425837e-36,1.4660127964668429e-120,1.537241747895411e-40,7.404405009520409e-77,2.583821366574837e-47,5.703569616831934e-79,9.111231487874998e-85,9.360590837991734e-46,3.3889247131413867e-56,2.1240659723260182e-47,2.3806487290287272e-17,1.9681552603653624e-81,2.6329817180843692e-55,2.665245480597193e-13,2.7400268169601254e-13,6.101660604642102e-24,2.380647508828842e-17,5.953218088623466e-32,1.0148945308214866e-34,8.52598525963262e-43,1.322400631957785e-27,2.738117477523465e-38,2.3927842295410445e-55,2.121354546730072e-59,8.456597945892307e-63,9.683753267617406e-92,1.9686640760330987e-54,2.233606393339589e-51,3.63183894859147e-93,2.3315912364829003e-81
2.5238944786937245e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385491882,0.11866996602943224,0.022821567692780282,1.1630924939597212e-73,3.622593325149552e-43,8.119184750569402e-34,2.3352714828846103e-74,2.2455732747327228e-38,3.2827207895239874e-42,2.702798416011683e-35,1.8765409646304073e-118,3.871144483054965e-40,1.1847329560023155e-75,4.1341816330932e-46,1.9889701524276395e-77,1.1662668885607326e-82,7.488518505546325e-45,1.0835242050959948e-54,1.6992576573898806e-46,4.761356337386009e-17,2.5193131209123158e-79,8.425759727149848e-54,5.330509031746832e-13,5.480072215988524e-13,2.4406943361692798e-23,4.761351456526203e-17,4.762641102767346e-31,8.119336951139414e-34,6.823674595343876e-42,5.289630491469148e-27,2.190505593735733e-37,7.657032524963613e-54,1.3576125859083674e-57,6.207650510633212e-61,4.958275556581499e-89,6.299926497311638e-53,7.147673756578646e-50,1.8594429264710934e-90,7.462400943581529e-80
5.0477975155439054e-17,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385383766,0.11866996602889913,0.02282156769250628,1.4888164056094808e-71,5.796161429928376e-42,6.495454903077775e-33,1.3535959696606936e-72,1.7965224846842192e-37,5.252450757447861e-41,1.0811332440857186e-34,2.4020705809997146e-116,1.0928983282635462e-39,1.8956387218407866e-74,6.614816327765574e-45,7.413148878469045e-76,1.4928676833471298e-80,5.990834818713172e-44,3.4666185625080354e-53,1.359421882502933e-45,9.522899757875614e-17,3.224847720809138e-77,2.6963438119655162e-52,1.0661036120777555e-12,1.0960163013883783e-12,9.76294361609107e-23,9.522880234103287e-17,3.8101855803254435e-30,6.495700877148264e-33,5.463493252355607e-41,2.1158584255847592e-26,1.752407456228385e-36,2.4502946276892035e-52,8.687863247580249e-56,4.99082356871776e-59,2.538757747811301e-86,2.0160762752521994e-51,2.2872989485391566e-48,9.519455672028897e-88,2.388771914908917e-78
1.0095603589244267e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900385167535,0.11866996602783293,0.02282156769195827,1.905814751859097e-69,9.273852685656441e-41,5.196512160799448e-32,8.212257827165252e-71,1.4373116455153232e-36,8.404175947579848e-40,4.324654835631323e-34,3.0748913707224227e-114,3.460530897322065e-39,3.033213851548264e-73,1.0584036332503874e-43,3.0432267431367395e-74,1.910970110580043e-78,4.792678554310441e-43,1.1093154844293469e-51,1.0875658963075826e-44,1.904649941469927e-16,4.128089375395592e-75,8.628882338462285e-51,2.1322090245764768e-12,2.1920344609028153e-12,3.905295566774379e-22,1.9046421317241426e-16,3.0482512165156517e-29,5.196907691142332e-32,4.37805471342202e-40,8.463451260901717e-26,1.4019244975243733e-35,7.841170623547191e-51,5.55908366956733e-54,4.496646262281007e-57,1.2999475889582928e-83,6.452036182656982e-50,7.319566916317517e-47,4.872973395742603e-85,7.649158938957908e-77
2.019121573664499e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900384735072,0.11866996602570053,0.02282156769086225,2.4397630566666794e-67,1.4838110951301676e-39,4.157437659157912e-31,5.112083375573006e-69,1.1499957634501397e-35,1.3447450871883617e-38,1.7299615890479147e-33,3.936471474715948e-112,1.202046709270558e-38,4.853740829337332e-72,1.6935457214159277e-42,1.4033170007806813e-72,2.4462845970055768e-76,3.8341514501724824e-42,3.550121098062173e-50,8.700994133509454e-44,3.8095749997635536e-16,5.2846562151185393e-73,2.7616049612371627e-49,4.264419828344224e-12,4.3840707796732275e-12,1.562209743423069e-21,3.8095437589505047e-16,2.4387599525107357e-28,4.1580721149125655e-31,3.514050497331088e-39,3.385388113331907e-25,1.1215347601824194e-34,2.5093115703913606e-49,3.5563275363325924e-52,4.544027749523979e-55,6.656741694285533e-81,2.0650230970938986e-48,2.3423852603301758e-45,2.493932411696457e-82,2.4509794071857504e-75
4.0382440031446433e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900383870146,0.11866996602143573,0.022821567688670216,3.1237087587519373e-65,2.374078569339736e-38,3.326311114208225e-30,3.226345204742205e-67,9.202295882962343e-35,2.1518346682828608e-37,6.920647925810475e-33,7.262797514448861e-110,4.4442318297086633e-38,7.767888938333868e-71,2.710085036425631e-41,7.239748683777628e-71,3.1321450276817577e-74,3.067331580969434e-41,1.3164593706084193e-48,6.961547531806866e-43,7.620245628829149e-16,6.7661401542030104e-71,8.839440883135301e-48,8.528841350960948e-12,8.768143416180204e-12,6.249565144937471e-21,7.620120651013001e-16,1.951260164149063e-27,3.3273276244244634e-30,2.829809930719052e-38,1.3541600717973324e-24,8.972190878734307e-34,8.030659510798188e-48,2.631610480148572e-50,5.952156780238927e-53,8.430904199487496e-78,6.610866861525419e-47,8.685011438153578e-44,3.154751867620943e-79,7.8703525894839e-74
8.076488862104933e-16,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900382140295,0.11866996601290612,0.022821567684286143,4.000421574997309e-63,3.798461333608691e-37,2.661624984529093e-29,2.0511249350719763e-65,7.365559553997722e-34,3.443708622588652e-36,2.768901286720094e-32,9.325292733628198e-108,1.7052029294124793e-37,1.2434705077906496e-69,4.337305666756458e-40,4.076724274167374e-69,4.0110831546769287e-72,2.4538807742138882e-40,4.232613512344811e-47,5.570443609007542e-42,1.524486897485003e-15,8.665207047697056e-69,2.8300940493985813e-46,1.7057684056519323e-11,1.7536288685058777e-11,2.500405797204978e-20,1.5244368947392153e-15,1.5614108049065603e-26,2.663252810338029e-29,2.2935668257267657e-37,5.416676807815894e-24,7.177609779565706e-33,2.570360772668468e-46,1.6920669091964753e-48,7.001985126269348e-51,4.325122201263724e-75,2.1171313888160175e-45,2.791741997110362e-42,1.6146110972879303e-76,2.5340645260956326e-72
1.615297858002551e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900378680593,0.11866996599584691,0.022821567675517997,5.1258491121304105e-61,6.077332126985983e-36,2.130221126104582e-28,1.3093338711978458e-63,5.898404230941523e-33,5.512405491405762e-35,1.1080743710581027e-31,1.1953750190901154e-105,6.678241918875027e-37,1.99149923584696e-68,6.943416749290147e-39,2.431670526841626e-67,5.139141458420454e-70,1.9631295327782184e-39,1.3558524685845818e-45,4.458284598032933e-41,3.050724432239586e-15,1.1103105326477039e-66,9.065727903250782e-45,3.4115368108935876e-11,3.507257920627439e-11,1.000625862268726e-19,3.050524328359151e-15,1.2497726330750287e-25,2.13282775002081e-28,1.8824327382992045e-36,2.1667002104368283e-23,5.741859451190917e-32,8.228669113371999e-45,1.0796239045272254e-46,8.517567475292015e-49,2.2180302114115825e-72,6.785398222881684e-44,8.938952385402659e-41,8.241395290414324e-74,8.20811700885508e-71
2.422946829794609e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900375220888,0.11866996597878769,0.02282156766674985,3.3934537317825863e-60,2.237432634996439e-35,6.092613960307211e-28,7.337166341852383e-63,1.7520939707587772e-32,2.102032482262904e-34,2.3554128015117785e-31,6.66606847087508e-105,1.4104869060722525e-36,7.53778935514599e-68,2.647638012453718e-38,1.3502538605409743e-66,3.409135251515133e-69,5.613370111639498e-39,5.995444653959051e-45,1.2751077422607945e-40,4.5782748629018225e-15,7.350589657073924e-66,4.2428449051883434e-44,5.1173050802652354e-11,5.260886971094846e-11,2.1270107079491158e-19,4.577849505763974e-15,3.574654053983315e-25,6.102210993196622e-28,5.656651894290353e-36,4.604288411901814e-23,1.6417770956803452e-31,3.862650575861159e-44,5.767630287774783e-46,5.3100323928381254e-48,1.2663053179933443e-71,3.1758178597443175e-43,3.952288321382303e-40,4.698544185090259e-73,3.853164976643873e-70
3.2305958015866667e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386900371761185,0.11866996596172848,0.022821567657981705,1.53272838375307e-59,5.677252455583691e-35,1.2853981911999256e-27,2.67821076115298e-62,3.820045616772748e-32,5.656911571087155e-34,4.019242656216573e-31,3.4517309853622693e-104,2.398719305948792e-36,1.9630223919203543e-67,7.126056861969847e-38,4.773839110283246e-66,1.515359538991122e-68,1.1840319167272158e-38,2.049807027135807e-44,2.6901780274306637e-40,6.107138219900976e-15,3.320064888032004e-65,1.3693426046457528e-43,6.823073213766883e-11,7.014516019908099e-11,3.629499245728153e-19,6.106412396399819e-15,7.5421399720856405e-25,1.2878328488843366e-27,1.245271177126565e-35,7.854460251705398e-23,3.462916791603022e-31,1.2043157349914445e-43,2.179696142482914e-45,2.2203602091863623e-47,1.0536994459172922e-70,1.0253256755050681e-42,1.3509463064579256e-39,3.9095421850207736e-72,1.2491228805830488e-69
4.8458937451707825e-15,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238690036484178,0.11866996592761006,0.022821567640445413,1.7736772075503775e-58,1.987917446609681e-34,3.512137795768652e-27,1.7446552114559932e-61,1.1102386769389582e-31,2.289123412975965e-33,8.325428326628315e-31,4.598547682050461e-103,4.952175270985609e-36,7.211183876541858e-67,2.8846218459060627e-37,2.8051569918876264e-65,1.5722935383943587e-67,3.234007290972866e-38,1.2618605896024482e-43,7.350469499786083e-40,9.167946385958991e-15,3.8419994965328234e-64,7.544417907644082e-43,1.023460916189165e-10,1.052177411365241e-10,7.518112048630135e-19,9.166442920065843e-15,2.0610459921208346e-24,3.5206557138503444e-27,3.669372334960608e-35,1.6262003733036926e-22,9.45801252070628e-31,5.9361068681699304e-43,1.5762950347960092e-44,1.8648576666096114e-46,3.3333352535012077e-69,5.654359930036063e-42,8.311719058459693e-39,1.234795125060707e-70,6.948821845558905e-69
