Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246),C2H3X(241),CH3OX(61)
1.729504890661528e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117987117474532,0.20088371901582505,0.16762344776734725,2.454833118539695e-07,3.4791398085290782e-06,0.00037389935772204574,7.664443154485087e-09,4.4121268501512355e-11,4.037118571517765e-08,2.7552884114195188e-05,1.1679425891032882e-21,8.79412140968492e-05,1.1947583751534283e-15,1.6702328334265786e-10,1.8772922960061824e-11,1.636374106637928e-16,3.106899583637934e-06,2.7394147732566246e-12,1.140276769601834e-09,0.00053566905957611,3.863368195152504e-09,4.609463785437006e-06,1.0337303540797938e-05,0.00013751183567762342,3.5082822402134325e-08,2.2590640618307614e-07,4.9268474624634045e-06,0.00035385198154526165,4.9429890601794844e-05,3.3857583954720943e-07,7.663828938692597e-10,8.18560588773717e-10,3.1422806036502534e-11,1.0228457175998513e-06,1.4494573176133099e-10,3.3175988877570617e-09,3.7292345826629114e-11
1.7331659790112836e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.411797419939996,0.20088286590326093,0.1676232887146154,2.479825315997733e-07,3.4958106287400426e-06,0.00037514829455253287,7.72797355012724e-09,4.4385914909721684e-11,4.05328614595678e-08,2.7612119147275473e-05,1.1803279439224013e-21,8.815402801825152e-05,1.2025510509342687e-15,1.6780733582367774e-10,1.8887405179498726e-11,1.6489693698832508e-16,3.1200647047858923e-06,2.744963422642401e-12,1.1427354654392526e-09,0.0005357098787979309,3.9017375041020026e-09,4.637187773951453e-06,1.0338127870527894e-05,0.00013776224248903174,3.507827431327511e-08,2.2591232490744326e-07,4.937519364155933e-06,0.0003545996824058443,4.963867157045731e-05,3.392331588075706e-07,7.684421171144543e-10,8.225628413095784e-10,3.1550907525364925e-11,1.0270136443808087e-06,1.459636164240128e-10,3.3247116053059714e-09,3.736101993316589e-11
1.7364609585260638e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41179625802064,0.20088209809858146,0.16762314556813823,2.502485823149027e-07,3.5108435542228355e-06,0.00037627251063801964,7.785477116080834e-09,4.4625032305605955e-11,4.067860395064731e-08,2.766543387223724e-05,1.1915665590647412e-21,8.834547276997324e-05,1.2095952213328955e-15,1.685147265599769e-10,1.8990775430454508e-11,1.660363808977788e-16,3.1319341623176734e-06,2.749956163698444e-12,1.1449484207534675e-09,0.0005357458577183141,3.936516901427548e-09,4.6622247136535064e-06,1.0338853317091488e-05,0.00013798743130493768,3.507418016031883e-08,2.259175982430608e-07,4.947117359832983e-06,0.0003552725278616813,4.9826820320714e-05,3.398243493155674e-07,7.702955487737472e-10,8.261733328257477e-10,3.166634230884073e-11,1.030770565457747e-06,1.4688375583221767e-10,3.331111803033183e-09,3.742276842224774e-11
1.739755938040844e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117950967652477,0.20088133029070837,0.16762300242259032,2.525305837220264e-07,3.5259040982306706e-06,0.00037739688756135905,7.84329075980387e-09,4.486503789688389e-11,4.08245681886118e-08,2.771875161963727e-05,1.2028926832762048e-21,8.85368341497504e-05,1.2166686063428747e-15,1.6922377047628453e-10,1.9094464365737223e-11,1.6718140297297463e-16,3.1438233539777096e-06,2.754947916922359e-12,1.1471614981452382e-09,0.0005357811253000361,3.971531396438907e-09,4.68734256689462e-06,1.0339563333404667e-05,0.0001382124519789979,3.5070085227627194e-08,2.2592282131073186e-07,4.956709015311121e-06,0.0003559452921868789,5.001520128109343e-05,3.404151643245487e-07,7.721491065317532e-10,8.297918431794737e-10,3.178191276233534e-11,1.0345329614099144e-06,1.4780773354727286e-10,3.3375108174863217e-09,3.748446187145169e-11
1.743050917555624e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.411793936167933,0.2008805624796424,0.16762285927797121,2.5482861264218354e-07,3.540992229436039e-06,0.0003785214224596372,7.901415481778661e-09,4.510593342960559e-11,4.097075394060934e-08,2.777207238505175e-05,1.2143068440177039e-21,8.872811195351244e-05,1.2237712749252623e-15,1.6993446896577392e-10,1.919847210837467e-11,1.683320195370458e-16,3.1557322633133462e-06,2.7599386829499045e-12,1.1493746974308622e-09,0.0005358156883563191,4.006782031729206e-09,4.7125413868509625e-06,1.0340258066887556e-05,0.00013843730435705992,3.5065989560514746e-08,2.2592799452376294e-07,4.966294351962506e-06,0.000356617975091298,5.020381375209011e-05,3.4100560425732236e-07,7.740027925463804e-10,8.33418372456313e-10,3.189761861196617e-11,1.0383008249850528e-06,1.487355571762763e-10,3.3439086478200592e-09,3.754610038206286e-11
1.7463458970704042e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41179277622286425,0.2008797946653844,0.16762271613428054,2.571427460689223e-07,3.5561079166113715e-06,0.00037964611249716103,7.959852283141213e-09,4.534772065002262e-11,4.1117160973859715e-08,2.7825396164052994e-05,1.2258095709832937e-21,8.891930597964992e-05,1.23090329607554e-15,1.7064682342612202e-10,1.9302798780618002e-11,1.6948824693237382e-16,3.1676608738895926e-06,2.764928462431393e-12,1.1515880184264694e-09,0.0005358495536442056,4.042269851551175e-09,4.7378212262657976e-06,1.0340937663783462e-05,0.00013866198828493232,3.506189320400821e-08,2.259331182925568e-07,4.975873391152952e-06,0.0003572905762862124,5.039265703602633e-05,3.4159566953361233e-07,7.758566089701816e-10,8.370529207242098e-10,3.201345965388458e-11,1.042074148931116e-06,1.4966723431692738e-10,3.350305293206634e-09,3.760768405458921e-11
1.7502144986432065e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41179141516794027,0.20087889317848492,0.16762254807192925,2.598804045362409e-07,3.573890216851801e-06,0.0003809667937185979,8.028861986872059e-09,4.5632740948526865e-11,4.1289338070813075e-08,2.7888006904980424e-05,1.239428558908393e-21,8.914367772688428e-05,1.2393144843365847e-15,1.7148530686408495e-10,1.9425694864003278e-11,1.7085294476287733e-16,3.1816912552222916e-06,2.770785653002405e-12,1.1541868109408774e-09,0.0005358884330228374,4.084239864206628e-09,4.767605500612736e-06,1.0341716448698104e-05,0.00013892557217543,3.5057082894495354e-08,2.2593907150186524e-07,4.987112034022269e-06,0.00035808016576143733,5.061466963849729e-05,3.4228798150086123e-07,7.780333251157739e-10,8.413304410971606e-10,3.2149639691787604e-11,1.0465113289972958e-06,1.5076603531471312e-10,3.3578140153638426e-09,3.767991895600649e-11
1.7540831002160089e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117900549949111,0.20087799168718767,0.16762238001085636,2.6264049442267867e-07,3.5917104095198604e-06,0.00038228768042820486,8.098304891338301e-09,4.591899566102831e-11,4.1461819503736704e-08,2.795062178680922e-05,1.2531712324160318e-21,8.936793339523991e-05,1.2477663416623138e-15,1.7232607724613342e-10,1.954903095026541e-11,1.7222542611918342e-16,3.1957487452816184e-06,2.776641485651055e-12,1.1567857706790455e-09,0.0005359263705208564,4.126539970058953e-09,4.797501615196004e-06,1.0342474800719947e-05,0.0001391889233973021,3.5052271768259464e-08,2.2594495776911828e-07,4.998342059839842e-06,0.00035886964174271625,5.0836998331362456e-05,3.429797782522316e-07,7.802102274632164e-10,8.456190157009695e-10,3.228600539675763e-11,1.0509560143788404e-06,1.518701710787015e-10,3.3653211016880544e-09,3.7752078561545184e-11
1.7579517017888112e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41178869569462245,0.2008770901914941,0.16762221195106117,2.654231412458772e-07,3.609568444599359e-06,0.0003836087681777979,8.16818262023544e-09,4.620648761483177e-11,4.1634604896263e-08,2.801324080235355e-05,1.267038460645884e-21,8.959207267117629e-05,1.2562589799007737e-15,1.731691368580373e-10,1.9672807233189323e-11,1.7360571755244636e-16,3.209833317560001e-06,2.782495961505687e-12,1.1593848973425395e-09,0.0005359633767826246,4.16917186785418e-09,4.827509653096728e-06,1.034321295041902e-05,0.00013945204170080105,3.50474598966863e-08,2.2595077774340968e-07,5.009563503070237e-06,0.0003596590037702061,5.1059641995048235e-05,3.4367106045063957e-07,7.823873194773505e-10,8.499186446000045e-10,3.242255641197929e-11,1.055408193339053e-06,1.52979653883939e-10,3.3728265509277082e-09,3.782416303230845e-11
1.7618203033616135e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117873372580197,0.20087618869140572,0.16762204389254295,2.682284708480637e-07,3.627464272261882e-06,0.0003849300525691914,8.238496798457085e-09,4.649521963761804e-11,4.18076938721613e-08,2.807586394442083e-05,1.2810311170254107e-21,8.981609524566092e-05,1.2647925109650154e-15,1.7401448799405503e-10,1.9797023905104502e-11,1.749938456503747e-16,3.2239449455824767e-06,2.7883490817216004e-12,1.1619841906326348e-09,0.0005359994623492289,4.212137259417281e-09,4.857629696575477e-06,1.0343931126195547e-05,0.00013971492683611435,3.5042647350629204e-08,2.2595653206844017e-07,5.020776398134538e-06,0.00036044825138671784,5.1282599513415875e-05,3.443618287530591e-07,7.845646046139464e-10,8.54229327841219e-10,3.2559292374031014e-11,1.059867854140843e-06,1.5409449599451488e-10,3.38033036186194e-09,3.7896172528128784e-11
1.7656889049344159e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117859796761479,0.20087528718692402,0.167621875835301,2.710566093951667e-07,3.6453978428661914e-06,0.0003862515292537385,8.30924905208307e-09,4.678519455744203e-11,4.198108605533795e-08,2.813849120581182e-05,1.2951500792818392e-21,9.004000081412478e-05,1.27336704683298e-15,1.7486213295691445e-10,1.9921681156890234e-11,1.7638983703722397e-16,3.238083602906429e-06,2.794200847480857e-12,1.164583650250321e-09,0.0005360346376594014,4.255437849631845e-09,4.887861827072838e-06,1.0344629554297658e-05,0.0001399775785533672,3.5037834200407836e-08,2.2596222138254541e-07,5.031980779408088e-06,0.0003612373841377006,5.1505869773750685e-05,3.4505208381045914e-07,7.867420863197208e-10,8.585510654497568e-10,3.269621291953551e-11,1.0643349850464886e-06,1.552147096644176e-10,3.387832533300109e-09,3.796810720809715e-11
1.7695575065072182e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117846229401505,0.20087438567805072,0.1676217077793347,2.739076833759276e-07,3.663369106957618e-06,0.00038757319393187674,8.380441008367558e-09,4.707641520273092e-11,4.21547810698365e-08,2.8201122579320846e-05,1.3093962294541497e-21,9.026378907641827e-05,1.2819826995473896e-15,1.757120740577936e-10,2.0046779177979838e-11,1.7779371837378538e-16,3.2522492631213324e-06,2.8000512599920876e-12,1.1671832758963113e-09,0.0005360689130504301,4.2990753464196606e-09,4.918206125209987e-06,1.0345308458839051e-05,0.00014023999660262487,3.5033020515811076e-08,2.2596784631872892e-07,5.0431766812198735e-06,0.0003620264015712269,5.172945166675137e-05,3.4574182626776726e-07,7.889197680325689e-10,8.628838574312408e-10,3.283331768799742e-11,1.0688095743174138e-06,1.5634030713829142e-10,3.3953330640810396e-09,3.803996723109399e-11
1.7772947096528226e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41178191197084013,0.20087258264713595,0.16762137167122604,2.796791452020502e-07,3.6994245187121886e-06,0.00039021707031339535,8.52415054372923e-09,4.766260498526231e-11,4.25030780896598e-08,2.8326397633838887e-05,1.3382736433330918e-21,9.07110125037301e-05,1.2993378040096651e-15,1.7741885396045554e-10,2.0298298278603326e-11,1.806252577218352e-16,3.28066148674073e-06,2.8117480302367598e-12,1.172383024074706e-09,0.0005361348049223961,4.387367906470005e-09,4.979231542794809e-06,1.0346608583127043e-05,0.00014076413069713284,3.502339182000605e-08,2.2597890556286323e-07,5.065543183524787e-06,0.000363604088691235,5.2177545930546834e-05,3.4711977593150795e-07,7.932757451820822e-10,8.715826044452124e-10,3.310807846002634e-11,1.0777810809949762e-06,1.5860770242663736e-10,3.410329199170294e-09,3.8183463938185336e-11
1.7842581924838666e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41177947490448735,0.20087095990431078,0.16762106917828395,2.849531755412863e-07,3.732002808685527e-06,0.00039259715985068863,8.655009256884963e-09,4.819446455296815e-11,4.281757732183796e-08,2.8439159173934704e-05,1.3647072358163276e-21,9.111310947904738e-05,1.3150991429755375e-15,1.7896283202293193e-10,2.0526174771144374e-11,1.8320089497188138e-16,3.3063245735824526e-06,2.822270508011225e-12,1.1770633622441653e-09,0.0005361911315422325,4.468000626346445e-09,5.03453882398462e-06,1.0347714129633423e-05,0.00014123504972916948,3.5014724855544296e-08,2.2598864495227407e-07,5.085644379185671e-06,0.00036502360823302484,5.258188549267105e-05,3.483581838820273e-07,7.97196842925839e-10,8.794492823897258e-10,3.335598961619995e-11,1.0858808268261878e-06,1.6066689343057947e-10,3.4238200986370002e-09,3.8312357228279035e-11
1.7912216753149106e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41177704044543806,0.20086933714728478,0.16762076668946432,2.9030349849740303e-07,3.7647024648981575e-06,0.00039497779381640185,8.787317966130665e-09,4.8730404275697815e-11,4.313305188690196e-08,2.8551933924951627e-05,1.3915668329574475e-21,9.151482191183845e-05,1.3309954459613465e-15,1.8051428590016515e-10,2.0755482236716887e-11,1.8580251195653878e-16,3.332074740492936e-06,2.8327886212536628e-12,1.1817442336788359e-09,0.0005362446986480294,4.549751621808392e-09,5.090210744758393e-06,1.0348759809506719e-05,0.00014170520778745976,3.5006057221014564e-08,2.2599818536118194e-07,5.105718632890331e-06,0.00036644274723630714,5.298721764763296e-05,3.495949407595996e-07,8.011186416909796e-10,8.873517757130455e-10,3.3604492128462436e-11,1.0940045551368116e-06,1.6274371792869242e-10,3.4373056656034394e-09,3.844101107078474e-11
1.7981851581459546e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117746085454844,0.20086771437606968,0.16762046420476326,2.957308633055974e-07,3.797523205591814e-06,0.00039735894885149667,8.921086202512197e-09,4.9270440662054596e-11,4.344949959724227e-08,2.866472184465327e-05,1.4188577362963272e-21,9.191614820573929e-05,1.3470273687279277e-15,1.8207322937387392e-10,2.0986221728433154e-11,1.88430265481341e-16,3.3579118345712598e-06,2.843302377949254e-12,1.1864256366241134e-09,0.0005362955629766199,4.632630960594567e-09,5.1462477457483644e-06,1.0349746854888674e-05,0.00014217460341256683,3.499738930449713e-08,2.2600753029248488e-07,5.12576614286008e-06,0.0003678615031584521,5.339353604795827e-05,3.508300501037602e-07,8.050411611373019e-10,8.952900837182515e-10,3.385358395743906e-11,1.1021521974035152e-06,1.6483824696011694e-10,3.450785894291219e-09,3.85694263686207e-11
1.8051486409769986e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117721791573832,0.20086609159067767,0.16762016172417712,3.012360225167145e-07,3.830464750914296e-06,0.00039974060207703996,9.056323508458366e-09,4.981459022440218e-11,4.3766918266692537e-08,2.877752289074776e-05,1.4465852935946453e-21,9.231708680738549e-05,1.363195567707289e-15,1.8363967631288124e-10,2.1218394284580206e-11,1.9108431273448062e-16,3.3838357032320664e-06,2.853811786347451e-12,1.1911075693230033e-09,0.0005363437802704069,4.716648740683178e-09,5.202650259032917e-06,1.0350676476887816e-05,0.00014264323514463613,3.498872148866391e-08,2.2601668319557196e-07,5.145787106658524e-06,0.00036927987348325196,5.380083438111468e-05,3.5206351538863543e-07,8.089644207971093e-10,9.032642054847019e-10,3.4103263082163295e-11,1.1103236850743382e-06,1.6695055145396635e-10,3.464260779188297e-09,3.869760401874956e-11
1.8121121238080426e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117697522348389,0.2008644687911218,0.16761985924770226,3.0681973197941606e-07,3.863526822906231e-06,0.0004021227310861637,9.193039437557933e-09,5.036286947883009e-11,4.408530571052902e-08,2.8890337020890504e-05,1.4747548990635432e-21,9.271763620564192e-05,1.3795007000005166e-15,1.852136406727211e-10,2.145200092869076e-11,1.9376481128653544e-16,3.4098461942004313e-06,2.864316854958569e-12,1.1957900300162349e-09,0.0005363894052934934,4.801815089893814e-09,5.2594187081484625e-06,1.0351549865896308e-05,0.0001431111015234463,3.49800541508194e-08,2.2602564746691384e-07,5.165781721154172e-06,0.0003706978557206614,5.4209106369293685e-05,3.532953400225894e-07,8.128884400665309e-10,9.112741398600554e-10,3.435352749901182e-11,1.1185189495642567e-06,1.690807022263441e-10,3.4777303150398974e-09,3.8825544910610743e-11
1.8190756066390866e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41176732773248775,0.20086284597741533,0.16761955677533497,3.124827508221435e-07,3.896709145487553e-06,0.00040450531393614,9.331243554336925e-09,5.091529494511936e-11,4.4404659745469435e-08,2.9003164192686875e-05,1.50337199359152e-21,9.311779493084501e-05,1.3959434233756915e-15,1.867951364952415e-10,2.1687042669610622e-11,1.9647191909017483e-16,3.4359431555067154e-06,2.8748175925504064e-12,1.2004730169423762e-09,0.0005364324918475875,4.888140165486871e-09,5.316553508101488e-06,1.0352368191903405e-05,0.0001435782010884607,3.497138766294491e-08,2.2603442645065454e-07,5.185750182488146e-06,0.00037211544740653577,5.461834576918987e-05,3.5452552734786697e-07,8.168132381984177e-10,9.193198854490462e-10,3.460437521976747e-11,1.1267379222507923e-06,1.7122876997593725e-10,3.491194496839541e-09,3.8953249925963193e-11
1.8260390894701306e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117649056058829,0.20086122314957244,0.16761925430707178,3.1822584143488324e-07,3.930011444443717e-06,0.0004068883291405659,9.47094543403628e-09,5.147188314670825e-11,4.472497818967159e-08,2.911600436369486e-05,1.5324420649725562e-21,9.351756155405757e-05,1.4125243962658008e-15,1.8838417790820233e-10,2.192352050156014e-11,1.9920579447983575e-16,3.462126435481391e-06,2.8853140081448963e-12,1.2051565283379467e-09,0.0005364730927876917,4.975634153760629e-09,5.374055065380819e-06,1.0353132604805534e-05,0.00014404453237887858,3.4962722391741936e-08,2.260430234392143e-07,5.2056926860442184e-06,0.0003735326461023721,5.5028546371777895e-05,3.557540806402345e-07,8.207388342978804e-10,9.274014406076988e-10,3.485580427307899e-11,1.134980534469686e-06,1.7339482528282393e-10,3.5046533198197753e-09,3.908071994022255e-11
1.8330025723011745e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41176248581147856,0.20085960030760772,0.1676189518429093,3.240497694507309e-07,3.963433447411634e-06,0.00040927175566166026,9.61215466238982e-09,5.203265061065812e-11,4.504625886273133e-08,2.9228857491427665e-05,1.5619706481344682e-21,9.391693468633594e-05,1.429244277766661e-15,1.8998077912486908e-10,2.2161435404190515e-11,2.0196659617137165e-16,3.4883958827498482e-06,2.8958061110147897e-12,1.209840562437525e-09,0.0005365112600375742,5.064307269645919e-09,5.4319237779700516e-06,1.0353844234712971e-05,0.00014451009393368717,3.49540586986759e-08,2.2605144167388703e-07,5.225609426415577e-06,0.0003749494493950545,5.543970200208742e-05,3.56981003108699e-07,8.246652473161269e-10,9.355188034405394e-10,3.510781270376711e-11,1.1432467175106241e-06,1.7557893860784602e-10,3.518106779443459e-09,3.9207955821393865e-11
1.8399660551322185e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117600683066152,0.20085797745153622,0.167618649382844,3.299553037272579e-07,3.996974883865387e-06,0.0004116555729026687,9.754880835402525e-09,5.2597613867619524e-11,4.53684995856801e-08,2.9341723533356183e-05,1.5919633253674874e-21,9.43159129780091e-05,1.446103727634839e-15,1.915849544436028e-10,2.2400788342636774e-11,2.0475448326168093e-16,3.5147513462271663e-06,2.9062939106803634e-12,1.214525117473856e-09,0.000536547044605025,5.154169756298472e-09,5.4901600353602045e-06,1.0354504192253111e-05,0.00014497488429171426,3.494539694002351e-08,2.2605968434543422e-07,5.245500597375939e-06,0.00037636585489659956,5.585180651897593e-05,3.582062978952615e-07,8.285924960434939e-10,9.436719717945574e-10,3.536039857010298e-11,1.1515364026130554e-06,1.77781180289764e-10,3.5315548713955818e-09,3.933495842920963e-11
1.8469295379632625e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117576530495043,0.2008563545813737,0.16761834692687264,3.35943216327683e-07,4.030635485101694e-06,0.000414039760700379,9.899133559129172e-09,5.316678945179838e-11,4.569169818098227e-08,2.9454602446911527e-05,1.6224257265530638e-21,9.471449511796998e-05,1.4631034062855796e-15,1.9319671824744598e-10,2.2641580267566804e-11,2.0756961522831292e-16,3.5411926751128895e-06,2.91677741690617e-12,1.219210191677958e-09,0.0005365804965968952,5.245231884688974e-09,5.548764218562534e-06,1.0355113568870294e-05,0.00014543890199168036,3.49367374669189e-08,2.2606775459469057e-07,5.265366391854605e-06,0.00037778186024390074,5.626485381490003e-05,3.594299680746734e-07,8.325205991047289e-10,9.518609432506235e-10,3.5613559945691386e-11,1.1598495209620985e-06,1.80001620542369e-10,3.544997591575019e-09,3.946172861651989e-11
1.8538930207943065e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41175523999921393,0.20085473169713627,0.16761804447499187,3.4201428250185024e-07,4.064414984225186e-06,0.00041642429931774223,1.0044922449453296e-08,5.374019390092237e-11,4.601585247253191e-08,2.95674941894874e-05,1.6533635293928947e-21,9.5112679832978e-05,1.480243974790737e-15,1.9481608500370488e-10,2.2883812115225716e-11,2.1041215192904724e-16,3.5677197188857744e-06,2.9272566396978046e-12,1.2238957832792212e-09,0.0005366116652339298,5.337503953190852e-09,5.6077367001215664e-06,1.035567343712225e-05,0.00014590214557225182,3.4928080625399285e-08,2.2607565551316497e-07,5.285207001907392e-06,0.00037919746309848004,5.66788378156849e-05,3.60652016654238e-07,8.364495749545569e-10,9.600857151177028e-10,3.586729491934938e-11,1.1681860036844918e-06,1.8224032945298846e-10,3.55843493608643e-09,3.9588267228921476e-11
1.8608565036253505e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117528291156543,0.20085310879884077,0.1676177420271985,3.4816928066701294e-07,4.09831311613346e-06,0.00041880916943660084,1.0192257131866485e-08,5.4317843756207387e-11,4.634096028564924e-08,2.968039871844249e-05,1.684782459638172e-21,9.551046588697362e-05,1.4975260948767082e-15,1.9644306926352855e-10,2.3127484807475946e-11,2.1328225360144881e-16,3.594332327298527e-06,2.937731589298722e-12,1.2285818905055094e-09,0.0005366405988653914,5.430996287165829e-09,5.667077844128302e-06,1.0356184850973079e-05,0.00014636461357209378,3.491942675645483e-08,2.2608339014363202e-07,5.305022618690516e-06,0.00038061266114624,5.7093752480292524e-05,3.618724465736507e-07,8.403794418718964e-10,9.683462844292336e-10,3.612160159136064e-11,1.1765457818446077e-06,1.8449737698079541e-10,3.571866901232605e-09,3.971457510339544e-11
1.8678199864563947e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117504203595635,0.20085148588650428,0.16761743958348937,3.544089923884267e-07,4.132329617501966e-06,0.0004211943521505236,1.0341147241248047e-08,5.4899755562324185e-11,4.666701944707685e-08,2.979331599110274e-05,1.7166882913190555e-21,9.590785208040381e-05,1.514950428922374e-15,1.9807768566148507e-10,2.3372599251833987e-11,2.161800808624015e-16,3.6210303503725305e-06,2.94820227618707e-12,1.2332685115832586e-09,0.0005366673449834673,5.5257192385472534e-09,5.726788006233624e-06,1.0356648846082852e-05,0.00014682630452992373,3.491077619607691e-08,2.2609096148073733e-07,5.32481343244028e-06,0.000382027452097213,5.750959180058855e-05,3.6309126070484965e-07,8.443102179549342e-10,9.7664264793705e-10,3.6376478075741475e-11,1.1849287864405428e-06,1.867728329542874e-10,3.585293483507041e-09,3.984065306940042e-11
1.874783469287439e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117480136924934,0.2008498629601446,0.16761713714386137,3.6073420235974985e-07,4.1664642267686946e-06,0.0004235798289577448,1.0491602421644992e-08,5.548594586736525e-11,4.6994027784975365e-08,2.9906245964763654e-05,1.7490868469743635e-21,9.630483724955933e-05,1.5325176399570407e-15,1.9971994891513375e-10,2.3619156341503525e-11,2.1910579470761893e-16,3.647813638392566e-06,2.9586687110725634e-12,1.2379556447375723e-09,0.000536691950237478,5.62168318542126e-09,5.78686753366189e-06,1.0357066440093667e-05,0.000147287216984565,3.490212927530528e-08,2.2609837247159866e-07,5.34457963244825e-06,0.00038344183368531874,5.792634980110795e-05,3.6430846185189744e-07,8.482419211174243e-10,9.849748021042793e-10,3.663192250107883e-11,1.1933349484002756e-06,1.8906676706897358e-10,3.598714679586635e-09,3.996650194925285e-11
1.881746952118483e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.4117456090767956,0.20084824001977988,0.16761683470831143,3.671456983832559e-07,4.200716684118729e-06,0.0004259655817542082,1.0643632326052417e-08,5.607643122281169e-11,4.7321983128919026e-08,3.0019188596692474e-05,1.7819839978814834e-21,9.67014202659225e-05,1.5502283916583878e-15,2.01369873824596e-10,2.3867156955404497e-11,2.2205955651113114e-16,3.674682041901528e-06,2.969130904893392e-12,1.2426432881923135e-09,0.0005367144604478791,5.718898531605753e-09,5.847316765224715e-06,1.0357438632912363e-05,0.00014774734947500064,3.489348632027958e-08,2.261056260163927e-07,5.364321407037343e-06,0.0003848558036681235,5.834402053881975e-05,3.6552405275090094e-07,8.521745690843142e-10,9.933427431005591e-10,3.688793300546739e-11,1.2017641985778931e-06,1.9137924888555697e-10,3.612130486324545e-09,4.009212255658205e-11
1.8887104349495273e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.411743206475608,0.20084661706542872,0.16761653227683662,3.7364427134985773e-07,4.235086731468615e-06,0.0004283515928267133,1.079724661619421e-08,5.667122818350034e-11,4.765088330989087e-08,3.0132143844130365e-05,1.8153856642865015e-21,9.709760003552624e-05,1.5680833483504199e-15,2.030274752721224e-10,2.411660195819857e-11,2.250415280247479e-16,3.7016354116951274e-06,2.9795888688131563e-12,1.2473314401701979e-09,0.0005367349206200559,5.817375706227287e-09,5.908136031334951e-06,1.035776640698976e-05,0.00014820670054042763,3.488484765228954e-08,2.2611272496895626e-07,5.384038943545527e-06,0.0003862693598265949,5.8762598102890935e-05,3.6673803606994585e-07,8.561081793871727e-10,1.0017464667974007e-09,3.714450773897726e-11,1.210216467749887e-06,1.9371034782792683e-10,3.6255409007433667e-09,4.0217515696849174e-11
1.8956739177805715e-09,0.16628943999999998,0.631014654409785,0.0,0.0,0.41174080585284134,0.20084499409711032,0.16761622984943392,3.8023071521894463e-07,4.269574112450623e-06,0.0004307378448461647,1.095245496230416e-08,5.7270353307591075e-11,4.798072616027759e-08,3.0245111664294513e-05,1.8492978156345438e-21,9.749337549832378e-05,1.5860831750014219e-15,2.0469276822165792e-10,2.4367492200311374e-11,2.280518713775001e-16,3.728673598816603e-06,2.9900426142178436e-12,1.2520200988928841e-09,0.0005367533749579183,5.917125163295837e-09,5.9693256540208496e-06,1.0358050727596416e-05,0.00014866526872031106,3.4876213587823e-08,2.2611967213738588e-07,5.403732428305422e-06,0.0003876824999648653,5.9182076614449434e-05,3.679504144090569e-07,8.600427693606987e-10,1.0101859687622996e-09,3.740164486597591e-11,1.2186916866115118e-06,1.960601331808192e-10,3.6389459200286177e-09,4.034268216835123e-11
