Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246),C2H3X(241),CH3OX(61),SX(245)
2.1946061965324192e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199948,0.11866996602996231,0.022821567693054157,8.033116355385509e-80,6.5857004991750665e-52,2.4063812610135268e-29,7.655570111872018e-56,2.5543960560340276e-39,2.343172772596172e-41,1.9369140052411942e-16,1.5203553418924057e-81,1.9369140040745991e-16,6.850012360972331e-54,3.026781383183606e-53,2.6041810307604884e-58,3.581349771121171e-77,9.99396585302966e-41,9.542383586501248e-54,2.6954768025774257e-30,1.9788155300824266e-15,1.4169478824585995e-81,2.597881762981063e-56,8.462398307052923e-16,2.609950775787421e-16,2.82866424383814e-23,1.9788154733925236e-15,1.865514347403646e-30,6.480294764058677e-32,8.885697931714903e-39,5.537650498666757e-31,4.4459512758031034e-44,1.8097574994518976e-55,1.9416537612993744e-65,5.2993760223740444e-67,2.041956802030318e-92,3.5178439761039656e-53,7.836524936072514e-58,2.8334191342971517e-92
4.391119088283372e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951998976,0.11866996602995929,0.022821567693054025,1.0299702770700875e-77,1.0547319954873978e-50,9.657739937666279e-29,1.2259280479556688e-54,2.0455885025298168e-38,1.8760252426900762e-40,3.8755108226056667e-16,9.74531293042717e-80,3.875510817936247e-16,1.097192417364521e-52,4.848487466861389e-52,4.170216617372767e-57,1.147231826044165e-75,8.001251159311591e-40,3.057765228606294e-52,1.0788931808516322e-29,3.959350337377593e-15,1.8167472479155954e-79,8.323493935171179e-55,1.6932148764017747e-15,5.222169102205296e-16,1.1322027790659653e-22,3.959350110470239e-15,1.4935456202160038e-29,5.188181717542252e-31,7.11597151100802e-38,2.216504019836704e-30,3.5594653238003316e-43,2.898063027142692e-54,1.244743255535706e-63,3.397586500663005e-65,5.2388239387846064e-90,1.1271010463195714e-51,2.5116203905938795e-56,7.2693813876858515e-90
8.784144871785277e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199796,0.11866996602995325,0.022821567693053765,1.3194732944985482e-75,1.6883883133529852e-49,3.885115655125434e-28,1.9624093336237383e-53,1.637299811648741e-37,1.5014900347557106e-39,7.752704464501893e-16,6.241816802466496e-78,7.75270444581813e-16,1.7564607016469077e-51,7.762095974735021e-51,6.675491304116833e-56,3.6741943483862655e-74,6.403435420555014e-39,9.792044057211441e-51,4.3169780331911775e-29,7.920420141125074e-15,2.327396750978109e-77,2.665167090998452e-53,3.3871649485617724e-15,1.0446605755040699e-15,4.530285161273529e-22,7.92041923320008e-15,1.19529014260361e-28,4.1521311472310974e-30,5.695992059258257e-37,8.868908547297153e-30,2.8486556129326662e-42,4.639086197414085e-53,7.97302681457874e-62,2.1763888811935326e-63,1.3426603080030976e-87,3.608956220008394e-50,8.043484410562095e-55,1.8630673723293633e-87
1.7570196438789088e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951995934,0.11866996602994116,0.02282156769305324,1.689642819018664e-73,2.7020774714512668e-48,1.5709113031402497e-27,3.1408973614960466e-52,1.3101714406546791e-36,1.201579672032189e-38,1.5507091776963458e-15,3.9963044671112564e-76,1.5507091702216242e-15,2.811099412082327e-50,1.2422978026042396e-49,1.0684332120730583e-54,1.1769551734044908e-72,5.1237256423153e-38,3.1346419337328347e-49,1.7270723070727157e-28,1.5842560505248776e-14,2.980332549073498e-75,8.531201350629315e-52,6.775065015949899e-15,2.08954790607101e-15,1.8124084849414436e-21,1.5842556872957443e-14,9.56413284245736e-28,3.322350140566004e-29,4.558476949924352e-36,3.54814519852115e-29,2.2793597967811508e-41,7.425002064369798e-52,5.104862641249474e-60,1.3935285903479288e-61,3.4394578380766025e-85,1.1552270143138922e-48,2.574924630979251e-53,4.7725437329862264e-85
3.5142299572796715e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951991876,0.11866996602991699,0.022821567693052196,2.163215567426488e-71,4.3238562747806064e-47,6.417063782595313e-27,5.0272384325270654e-51,1.048269655633189e-35,9.616102596393206e-38,3.101586651656302e-15,2.558127973075484e-74,3.1015866217549858e-15,4.498368354145192e-49,1.9879698366163553e-48,1.7101063535391306e-53,3.772836024092695e-71,4.099376759116199e-37,1.0032776788919129e-47,6.908851390322536e-28,3.168684426001223e-14,3.8156595544718154e-73,2.7304286097070814e-50,1.3550864842998696e-14,4.179322567204331e-15,7.250219377956936e-21,3.1686829729663305e-14,7.65202579683129e-27,2.6581554743859767e-28,3.648090265618205e-35,1.4193770066295009e-28,1.8236649744162504e-40,1.1884264333954324e-50,3.2677797227544394e-58,8.920895177198679e-60,8.809419634560478e-83,3.697327443075439e-47,8.241383098589485e-52,1.2223688059884413e-82
7.028650584081197e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951983766,0.11866996602986865,0.022821567693050108,2.7692537539732993e-69,6.918619315287389e-46,2.6732598276565913e-26,8.048123309562173e-50,8.38668489589792e-35,7.697331452076846e-37,6.203341645446783e-15,1.6373592749854268e-72,6.203341525836667e-15,7.197874841579882e-48,3.180997153379315e-47,2.7377151751887192e-52,1.2113312182524642e-69,3.279668364518221e-36,3.2107933438707377e-46,2.7636529400591596e-27,6.337542387561253e-14,4.884640117915109e-71,8.738193878291895e-49,2.710246326618659e-14,8.358871889468738e-15,2.9002020871657514e-20,6.337536575184279e-14,6.121900085263676e-26,2.1266621229786917e-27,2.9200122294445936e-34,5.677766395456908e-28,1.4590076318870002e-39,1.9025558401841128e-49,2.0915764602706766e-56,5.710451646659879e-58,2.256559038722571e-80,1.1832558324008388e-45,2.637507977731299e-50,3.1310624459758346e-80
1.4057491837684248e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951967546,0.11866996602977196,0.022821567693045927,3.544951200022062e-67,1.1070225841295572e-44,1.154391007707977e-25,1.2890549654707372e-48,6.70955515312456e-34,6.16454612075499e-36,1.2406851816509887e-14,1.0479597445828207e-70,1.2406851338059861e-14,1.1516981754272013e-46,5.089825525390791e-46,4.38495445054381e-51,3.901740658920616e-68,2.62381499872909e-35,1.1903879117827925e-44,1.1054836112259836e-26,1.2675263153134043e-13,6.252879794912073e-69,2.796425030199217e-47,5.420565518892457e-14,1.6717970533988605e-14,1.1601014980075857e-19,1.2675239903129854e-13,4.897618448026238e-25,1.701428946008803e-26,2.3382522252330122e-33,2.2711746393710224e-27,1.1672440381039833e-38,3.0472926793387885e-48,1.6605662301799137e-54,4.830085634294712e-56,1.250260124802195e-77,3.786690863996963e-44,9.778576283890081e-49,1.734666009349453e-77
2.8115174344890345e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951935105,0.11866996602957859,0.02282156769303757,4.537964472583067e-65,1.7712949469810872e-43,5.298135667595454e-25,2.06674615413014e-47,5.367720889718549e-33,4.942151143163217e-35,2.481387289256377e-14,6.70709455544661e-69,2.4813870978745608e-14,1.842745598305231e-45,8.144014163943275e-45,7.030412478681902e-50,1.2648580254105772e-66,2.099105763462606e-34,3.8255725660981795e-43,4.421978979836093e-26,2.535072405418092e-13,8.004439201407012e-67,8.949341912557095e-46,1.0841201933985719e-13,3.343616782299253e-14,4.640429682302384e-19,2.5350631053080314e-13,3.91811266707982e-24,1.361253493720954e-25,1.8741010311466513e-32,9.084966006098298e-27,9.338226801467336e-38,4.885733274878196e-47,1.0680077928256873e-52,3.1040407259198885e-54,3.21427392889423e-75,1.2118454620979237e-42,3.142631420735868e-47,4.459118274601757e-75
5.623053935930255e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795187022,0.11866996602919186,0.02282156769302085,5.809458700794066e-63,2.834195923548128e-42,2.6636798218543715e-24,3.3203571083065332e-46,4.2941976131369584e-32,3.970473377202873e-34,4.9627917980375054e-14,4.292580023052931e-67,4.962791032507477e-14,2.9484092322608845e-44,1.3031006539364816e-43,1.1294798778344182e-48,4.152330786944087e-65,1.6793407588696804e-33,1.2243345531594027e-41,1.7688002302625234e-25,5.070172333673168e-13,1.0247206477254298e-64,2.864206994245977e-44,2.1682466886361223e-13,6.687256240085715e-14,1.856162502118508e-18,5.070135132938315e-13,3.134462987602296e-23,1.089159947141241e-24,1.5048441067438433e-31,3.6341449711007906e-26,7.470887757501475e-37,7.849232224081086e-46,6.835733933480443e-51,1.9879660331955045e-52,8.263620217438724e-73,3.8784614735673823e-41,1.0058121764158432e-45,1.146140037567579e-72
8.434590437371475e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795180533,0.11866996602880513,0.02282156769300413,3.8450612708376095e-62,1.0595957250235679e-41,6.459928629218063e-24,1.2248564705422729e-45,1.274840576813061e-31,1.1384979242270181e-33,7.44419660038823e-14,2.4372025952350823e-66,7.444194973636161e-14,1.1154438241898935e-43,4.968173746009959e-43,4.1665722845778165e-48,1.9172102842052655e-64,4.801957679139889e-33,5.412658077830833e-41,3.758705585986898e-25,7.605280009956242e-13,6.782238893952073e-64,1.3400124074283552e-43,3.2523723960932243e-13,1.0030895697857857e-13,3.9443235777872334e-18,7.605200958225202e-13,8.96254360420187e-23,3.1145689798592928e-24,4.476874905743307e-31,7.722806112225476e-26,2.1362588151127735e-36,2.8955260203088974e-45,3.5136424757594503e-50,9.867649841390812e-52,4.457640964165125e-72,1.814527992968294e-40,4.446645848242576e-45,6.182456105882775e-72
1.4057663440253916e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951675557,0.11866996602803166,0.022821567692970696,2.0083101717206976e-60,8.404295456064855e-41,2.3559976313413386e-23,9.503592318446371e-45,5.97160022563321e-31,5.278396275709931e-33,1.240700737936254e-13,6.5518602890604104e-65,1.240700288187692e-13,8.803169587611771e-43,4.0858256847464254e-42,3.2328203940766476e-47,2.645811189638681e-63,2.206920528817607e-32,8.728553603173578e-40,1.0391726510326803e-24,1.267552635593309e-12,3.5424245245626287e-62,1.9576671287072443e-42,5.420620659890672e-13,1.6718174613344848e-13,1.0904713199956979e-17,1.2675307799557392e-12,4.1187549105156924e-22,1.4316863740027306e-23,2.1120396299381308e-30,2.1352916418813826e-25,9.818125103415987e-36,2.246620252078589e-44,1.0376722333122772e-48,3.124157311577489e-50,6.23872211510735e-70,2.650887893235566e-39,7.171517746343087e-44,8.64858720683425e-70
1.911842914284811e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795155876,0.11866996602733554,0.0228215676929406,1.0663920798871878e-59,2.3780580378589885e-40,4.868181313352684e-23,2.62926934294015e-44,1.3780034124499478e-30,1.195143483545755e-32,1.6873538028961433e-13,2.844902257906511e-64,1.6873530020281945e-13,2.470451440877064e-42,1.1916988524814461e-41,8.94394013501841e-47,8.943721516602504e-63,4.967912137895629e-32,3.2369239857865894e-39,1.850459107783173e-24,1.723877310282972e-12,1.880991048631604e-61,7.009919007025994e-42,7.372041551977951e-13,2.2736725637236874e-13,1.9417840789433224e-17,1.7238383917031264e-12,9.27115072564855e-22,3.2231427418131796e-23,4.894922641909839e-30,3.8025293935204183e-25,2.2101388046176202e-35,6.215509971631014e-44,4.595914645945904e-48,1.4330491660948424e-49,4.366436205036306e-69,9.492145915521989e-39,2.659653543967662e-43,6.052040920007168e-69
2.4179194845442306e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951441966,0.11866996602663941,0.022821567692910508,3.6489608731634202e-59,5.397139740171914e-40,8.658997599314052e-23,5.949167059834165e-44,2.653254796635055e-30,2.2710792543847676e-32,2.1340069682546587e-13,8.614369899242897e-64,2.1340057180902852e-13,5.6562336042233764e-42,2.7269386699772054e-41,2.0237180275446088e-46,2.4159674359344126e-62,9.38999053965572e-32,8.467309343198495e-39,2.888592990511839e-24,2.1802046349042497e-12,6.436340691006344e-61,1.85257485117354e-41,9.323459749889561e-13,2.8755276661079916e-13,3.0311166840896e-17,2.180143882298057e-12,1.7522826047729796e-21,6.092803079266305e-23,9.461679980962006e-30,5.936132334243348e-25,4.177484326808143e-35,1.4063637114716082e-43,1.3684206076006917e-47,4.150398571647025e-49,1.4170162008550008e-68,2.5085714774258905e-38,6.957469530327587e-43,1.963875770723619e-68
2.92399605480365e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795132517,0.11866996602594329,0.022821567692880414,1.0670283018305371e-58,1.0518313085855312e-39,1.386128438555554e-22,1.1485506965883677e-43,4.511171830529553e-30,3.8174510370152295e-32,2.580660228449897e-13,2.2363773187059416e-63,2.5806584362509144e-13,1.102997499339049e-41,5.392931708485979e-41,3.907005587220279e-46,5.424458806168919e-62,1.5695511659097544e-31,1.951782068549352e-38,4.1410081766121956e-24,2.636534462797146e-12,1.8821132685465544e-60,4.1973287230188367e-41,1.1274875402870424e-12,3.4773827684876685e-13,4.345277224731533e-17,2.6364473692490686e-12,2.928834306078752e-21,1.0185217591549858e-22,1.6151542678914075e-29,8.510342530673153e-25,6.982790664500539e-35,2.715135274427828e-43,3.5700247214955383e-47,1.1017477064330933e-48,5.037399122370277e-68,5.683589481295816e-38,1.603831681062464e-42,6.980449671018496e-68
3.936149195322489e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951091574,0.11866996602455104,0.02282156769282023,6.259568767098285e-58,2.8289568773596857e-39,2.8072958084224066e-22,2.9949068459191967e-43,9.974188512197735e-30,8.241502154305775e-32,3.473966965112585e-13,9.891909452962924e-63,3.4739638773578934e-13,2.928401653359879e-41,1.5086212684031558e-40,1.0187725225702703e-45,1.7886788573935394e-61,3.3509939190631576e-31,7.14378526249065e-38,7.134502741103412e-24,3.5491998274583082e-12,1.1041148026904362e-59,1.4673347692338746e-40,1.5177700905175447e-12,4.68109297323647e-13,7.486293959481727e-17,3.549049773904977e-12,6.252589368096149e-21,2.174887222279366e-22,3.598012329443593e-29,1.46638346485814e-24,1.4908496493924497e-34,7.079854456800166e-43,1.5977320157516642e-46,5.223113054653142e-48,4.198514188058775e-67,1.986903400780197e-37,5.870934894904217e-42,5.816048120169243e-67
4.948302335841328e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795085798,0.1186699660231588,0.022821567692760045,2.2001926382437015e-57,6.166312153283049e-39,4.921899520891542e-22,6.393774307612527e-43,1.868640364018938e-29,1.514919967168125e-31,4.3672740523269564e-13,2.9765330950291733e-62,4.367269326222038e-13,6.352074048067581e-41,3.3782887089803288e-40,2.174959847932545e-45,4.5655899316134e-61,6.0937427599764685e-31,1.9176413329663017e-37,1.0920067099882414e-23,4.461874445599607e-12,3.880882773326391e-59,3.82210090882651e-40,1.9080517000412588e-12,5.884803177968169e-13,1.1458306932979343e-16,4.461644772356325e-12,1.1369417453740558e-20,3.955584412889997e-22,6.787747616447608e-29,2.2446710554500713e-24,2.7111335808182013e-34,1.5114648464536526e-42,4.911674247602754e-46,1.6267042178178444e-47,1.697884517516527e-66,5.175448365880453e-37,1.5760994444495975e-41,2.3515560863839206e-66
5.960455476360167e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795062438,0.11866996602176655,0.02282156769269986,6.515797239622935e-57,1.1937470424887593e-38,7.917994081196862e-22,1.2197916107117663e-42,3.162478414629377e-29,2.533856883568285e-31,5.260581513867293e-13,7.705050686951176e-62,5.260574783369591e-13,1.2276091113951452e-40,6.6753652826548915e-40,4.14934571457085e-45,1.0266303021794247e-60,1.0080797982425074e-30,4.440618743186757e-37,1.555142461648623e-23,5.374558945222021e-12,1.1493105109549285e-58,8.639592293133441e-40,2.2983323050547606e-12,7.088513382681604e-13,1.6317631999351255e-16,5.374231862322062e-12,1.880683540182846e-20,6.544633511084963e-22,1.1569044432431376e-28,3.1969986491895248e-24,4.485063451002411e-34,2.88354097433165e-42,1.288913738581018e-45,4.3187464757255916e-47,5.870947431621115e-66,1.1698690983484157e-36,3.650062273264305e-41,8.129434190456109e-66
7.984761757397845e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667950157183,0.11866996601898205,0.022821567692579488,5.958479725113113e-56,3.720908207166712e-38,1.750939098920484e-21,3.783684756038354e-42,7.520659728578782e-29,5.996288590441158e-31,7.047197581000594e-13,4.767766325281797e-61,7.047185722982267e-13,3.862867881074549e-40,2.1306064507722242e-39,1.2870903304236676e-44,4.768475138493711e-60,2.325646163563738e-30,1.9339066565591248e-36,2.739917289630145e-23,7.199958147891832e-12,1.0510062103593422e-57,3.725744181134314e-39,3.078890444964338e-12,9.495933792052646e-13,2.874790494764246e-16,7.199381871577064e-12,4.3379093777922856e-20,1.5104027950720024e-21,2.797414700909152e-28,5.633897437421456e-24,1.0347483296220928e-33,8.944471397158955e-42,7.755986981018573e-45,2.5856363822390325e-46,7.0135071524082984e-65,5.04489332046267e-36,1.590047470104024e-40,9.702498896175052e-65
1.0009068038435524e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966794968998,0.11866996601619756,0.022821567692459115,2.5932908995343442e-55,8.874870959960468e-38,3.274888253578296e-21,9.075279196482652e-42,1.4687368238936918e-28,1.1787250626697515e-30,8.833815168764704e-13,1.7252732782169759e-60,8.833796696247025e-13,9.279264719105995e-40,5.1396558076954653e-39,3.087124646858387e-44,1.5057587591069735e-59,4.468193725395284e-30,5.7449789403159426e-36,4.268288166050074e-23,9.02539749827527e-12,4.574262165972056e-57,1.096051826164897e-38,3.859444504160877e-12,1.190335420134948e-12,4.478210538112733e-16,9.024499754128116e-12,8.332780179085247e-20,2.9028861656542346e-21,5.546382134239712e-28,8.778544556154459e-24,1.9881055952011572e-33,2.1453545997460048e-41,2.7968556798278154e-44,9.316838706809218e-46,3.6070853385018674e-64,1.4841096633292434e-35,4.724486602990115e-40,4.987581206942831e-64
