Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246),C2H3X(241),CH3OX(61),SX(245)
4.4866050083059774e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286963918951247,0.11866379506577267,0.02282130092319039,2.910792594827371e-17,3.2474124255742483e-12,1.833929449224925e-07,2.47302859246214e-16,3.468914897827432e-14,2.4421720113420475e-12,4.1799067781134493e-07,7.052386340682816e-29,4.418903977814719e-07,1.5016616140633614e-19,2.6027991681830054e-15,2.0149954616069015e-17,4.8145609127526017e-23,9.649237828300272e-11,2.5962354013992262e-14,2.0496528247566193e-12,2.074995209512471e-05,5.120517555257848e-19,5.842319325464489e-12,3.503915878779506e-07,5.329273155794245e-07,2.2580235756263384e-08,1.2610838178741375e-07,3.746142896904992e-08,5.2163522867943116e-06,4.024859814625861e-09,4.834506068040787e-10,3.6371892542042996e-14,1.476922581281878e-14,7.953214445872729e-16,1.6749831739867042e-11,3.547558533690845e-17,2.6168241874680765e-11,3.321675896459577e-14,2.2849107813591154e-22
4.537428047906912e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128693235212619,0.11866372516838648,0.02282129790151373,3.084171868425767e-17,3.377043043439289e-12,1.8574660842393682e-07,2.5898471089919943e-16,3.511746262933918e-14,2.498183661062861e-12,4.227344192435807e-07,7.385694652415723e-29,4.4746242593917337e-07,1.5365763744080607e-19,2.6764846130389387e-15,2.0764927887453638e-17,4.9631701463254746e-23,9.921697809461583e-11,2.6279637893776694e-14,2.0764643255034447e-12,2.0994331233148476e-05,5.425339128034964e-19,6.0509934004142125e-12,3.5299794358467074e-07,5.389595953517518e-07,2.257983285986779e-08,1.2610996433220363e-07,3.7527402593805074e-08,5.278830961797667e-06,4.121072152690961e-09,4.908368595721588e-10,3.7308014985387713e-14,1.5023926618330173e-14,8.081871427704826e-16,1.7262779861489646e-11,3.655839120729992e-17,2.649522290366565e-11,3.3731967014715554e-14,2.329652317757053e-22
4.588251087507846e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128690078790962,0.118663655271124,0.022821294879842077,3.2657280792647493e-17,3.510161848273611e-12,1.8810631036155235e-07,2.7107679731512586e-16,3.5545972527360675e-14,2.554826008427626e-12,4.2747809936186836e-07,7.730551557960891e-29,4.5304714693200647e-07,1.5718580426779675e-19,2.7512899478538205e-15,2.139016817432201e-17,5.1143276391231974e-23,1.0198289690489221e-10,2.6596910433168426e-14,2.1032766310891305e-12,2.1238683270546064e-05,5.74452404681846e-19,6.264597879267199e-12,3.556040281453822e-07,5.449917940729687e-07,2.257942807718e-08,1.261115363099748e-07,3.759415124009853e-08,5.341309069046662e-06,4.218431885114641e-09,4.982353976441887e-10,3.825641808862802e-14,1.5279541281846874e-14,8.210983798019882e-16,1.7784087558526773e-11,3.7659347899042625e-17,2.6822206513911606e-11,3.424803429821455e-14,2.374777577516298e-22
4.639074127108781e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128686922631718,0.11866358537398518,0.02282129185817544,3.455747644430225e-17,3.646817421079546e-12,1.9047212045002093e-07,2.8358865219979813e-16,3.597468070762875e-14,2.612099018449375e-12,4.3222171820140884e-07,8.087212969389545e-29,4.586445583594875e-07,1.6075054785258657e-19,2.8272170608302287e-15,2.2025704232621257e-17,5.2680425921294504e-23,1.0479020197995562e-10,2.691417158283686e-14,2.1300896466198036e-12,2.1483008050757127e-05,6.0785746782768175e-19,6.483190776839471e-12,3.5820984518323064e-07,5.510239117882788e-07,2.257902164161642e-08,1.261130989721899e-07,3.7661675125920734e-08,5.403786603175002e-06,4.3169394138525145e-09,5.056459919371922e-10,3.921711103215927e-14,1.5536067509098467e-14,8.340551299800427e-16,1.8313765651123573e-11,3.877853223977258e-17,2.714919293444677e-11,3.4764944131950405e-14,2.420290268373964e-22
4.689897166709715e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128683766736428,0.11866351547696996,0.02282128883651381,3.6545236100272165e-17,3.787058384448811e-12,1.9284410839688295e-07,2.9652991964597226e-16,3.640358921326072e-14,2.6700026565266736e-12,4.3696527579987316e-07,8.455937257456751e-29,4.6425465781297825e-07,1.643517548333564e-19,2.9042678069345865e-15,2.2671564700964536e-17,5.424324187729657e-23,1.0763895932983242e-10,2.7231421299681402e-14,2.156903284991909e-12,2.1727305419555614e-05,6.4280049816148e-19,6.7068301129953734e-12,3.6081539785379026e-07,5.570559485346537e-07,2.2578613763343692e-08,1.2611465344568828e-07,3.772997443070819e-08,5.466263559468146e-06,4.416595141758755e-09,5.13068422996865e-10,4.0190103090170485e-14,1.5793503448874955e-14,8.470573837360105e-16,1.8851824775831865e-11,3.9916021929581365e-17,2.747618237756467e-11,3.528268053012162e-14,2.466194184170829e-22
4.7407202063106496e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128680611106611,0.11866344558007824,0.022821285814857185,3.862355727374903e-17,3.930933402372276e-12,1.952223439003684e-07,3.099103541428715e-16,3.6832700094412324e-14,2.7285368884134916e-12,4.417087721971552e-07,8.836985241800992e-29,4.6987744287580513e-07,1.6798931251951856e-19,2.9824440092865318e-15,2.3327778119202372e-17,5.583181593980102e-23,1.1052923376114727e-10,2.7548659546209984e-14,2.183717466253926e-12,2.1971575224823232e-05,6.793340640630536e-19,6.935573912613977e-12,3.634206888912381e-07,5.630879043412086e-07,2.2578204631680076e-08,1.261162007455349e-07,3.7799049299262946e-08,5.528739933798197e-06,4.517399472539896e-09,5.205024805526675e-10,4.117540363069537e-14,1.6051847673161176e-14,8.601051469172979e-16,1.939827540031532e-11,4.107189555909243e-17,2.7803175040208478e-11,3.5801228172596016e-14,2.5124932025302456e-22
4.791543245911584e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286774557437633,0.11866337568331001,0.022821282793205572,4.079550529206474e-17,4.078491180072418e-12,1.976068966474427e-07,3.2373982058565644e-16,3.7262015407572674e-14,2.787701680191828e-12,4.4645220743515025e-07,9.230620181224678e-29,4.755129111233674e-07,1.716631088899621e-19,3.0617474604839797e-15,2.3994372946131454e-17,5.744623968684179e-23,1.1346108892733547e-10,2.7865886289983926e-14,2.210532117021784e-12,2.2215817316347038e-05,7.175119195753607e-19,7.169480205560999e-12,3.66025720649667e-07,5.691197792295633e-07,2.2577794417229894e-08,1.261177417864523e-07,3.786889984523128e-08,5.591215722565745e-06,4.619352810712752e-09,5.279479630945425e-10,4.217302211533639e-14,1.631109915824593e-14,8.731984401085465e-16,1.9953127837008163e-11,4.2246232626201804e-17,2.8130171105240085e-11,3.632057237472997e-14,2.5591912826526875e-22
4.8423662855125184e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286743006493715,0.11866330578666515,0.02282127977155897,4.3064214058738357e-17,4.2297804638557264e-12,1.9999783631203963e-07,3.3802829428485963e-16,3.769153721493169e-14,2.8474969982467237e-12,4.511955815575564e-07,9.637107764053975e-29,4.811610601232352e-07,1.7537303259122664e-19,3.142179923868042e-15,2.4671377576399367e-17,5.90866046328869e-23,1.1643458737653845e-10,2.818310150311972e-14,2.237347169942206e-12,2.2460031545637876e-05,7.573890176064653e-19,7.408607026665694e-12,3.6863049514019e-07,5.751515732141857e-07,2.257738327379376e-08,1.2611927739304745e-07,3.7939526154211495e-08,5.6536909226477046e-06,4.7224555615659045e-09,5.354046774697346e-10,4.3182968098714647e-14,1.6571257266733597e-14,8.863372979838245e-16,2.0516392255815898e-11,4.343911355162697e-17,2.845717074260253e-11,3.6840699058570295e-14,2.606292463223589e-22
4.893189325113453e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128671145824898,0.11866323589014362,0.022821276749917376,4.5432886815572745e-17,4.384850040983038e-12,2.0239523255345813e-07,3.527858609757936e-16,3.812126758381129e-14,2.9079228092434368e-12,4.559388946096963e-07,1.0056716098577454e-28,4.86821887435237e-07,1.7911897293561424e-19,3.2237431347308115e-15,2.535882035664643e-17,6.075300226609299e-23,1.1944979059730126e-10,2.850030516184138e-14,2.264162563199721e-12,2.2704217765767212e-05,7.9902152312966005e-19,7.653012415702267e-12,3.7123501406432855e-07,5.811832863027167e-07,2.257697134008011e-08,1.2612080830897026e-07,3.801092828654003e-08,5.716165531350445e-06,4.826708131124472e-09,5.428724384986421e-10,4.420525122767567e-14,1.6832321730407755e-14,8.9952176868362e-16,2.10880786959229e-11,4.465061969334811e-17,2.8784174110386596e-11,3.7361594725384034e-14,2.653800860455478e-22
4.944012364714387e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286679912717994,0.11866316599374535,0.022821273728280786,4.790479690480116e-17,4.5437487395558185e-12,2.047991550149057e-07,3.680227168279409e-16,3.855120858615376e-14,2.9689790801065927e-12,4.606821466383562e-07,1.0489715703562946e-28,4.924953906115422e-07,1.8290081989924626e-19,3.3064388014688373e-15,2.6056729600923356e-17,6.244552408393738e-23,1.2250675906218252e-10,2.881749724607765e-14,2.2909782400636046e-12,2.2948375831220313e-05,8.4246682638178e-19,7.90275441737538e-12,3.7383927884409014e-07,5.872149184962832e-07,2.257655874123781e-08,1.2612233520512003e-07,3.80831062797893e-08,5.778639546367606e-06,4.9321109261178446e-09,5.503510686086941e-10,4.523988124026236e-14,1.7094292633899268e-14,9.127519132250175e-16,2.1668197076763108e-11,4.5880833359991535e-17,2.91111813558105e-11,3.7883246429451795e-14,2.7017206662278795e-22
4.994835404315322e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286648369915147,0.1186630960974703,0.022821270706649206,5.0483288531285216e-17,4.706525428416774e-12,2.072096733221752e-07,3.837491684543335e-16,3.898136229806171e-14,3.030665778001139e-12,4.654253376916423e-07,1.0936379498852427e-28,4.98181567196731e-07,1.8671846412007137e-19,3.3902686066844894e-15,2.6765133605414652e-17,6.416426162729429e-23,1.2560555226936422e-10,2.9134677739099984e-14,2.3177941484718387e-12,2.3192505597764316e-05,8.877835560597094e-19,8.15789108130948e-12,3.764432906490397e-07,5.932464697897952e-07,2.257614559022645e-08,1.2612385868698844e-07,3.815606015099875e-08,5.8411129657422365e-06,5.03866435395021e-09,5.578403974854872e-10,4.628686796446732e-14,1.7357170399124673e-14,9.260278049405974e-16,2.225675720819841e-11,4.712983782320045e-17,2.9438192616119916e-11,3.840564175306923e-14,2.7500561463150024e-22
5.045658443916256e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286616829854705,0.11866302620131838,0.02282126768502263,5.317177752476469e-17,4.873229017063237e-12,2.096268570824409e-07,3.999756329209255e-16,3.9411730799384723e-14,3.092982870314965e-12,4.701684678188502e-07,1.13969827960346e-28,5.038804147278631e-07,1.905717968958298e-19,3.475234208237479e-15,2.7484060662498732e-17,6.590930651302373e-23,1.2874622878235018e-10,2.945184662719742e-14,2.3446102406492464e-12,2.343660692232975e-05,9.350315925150973e-19,8.418480462041569e-12,3.790470504206517e-07,5.992779401722285e-07,2.2575731989043067e-08,1.2612537930123157e-07,3.822978989866702e-08,5.903585787832758e-06,5.146368822673573e-09,5.653402617403762e-10,4.734622131678801e-14,1.762095577045883e-14,9.393495289362746e-16,2.2853768799951133e-11,4.8397717329060676e-17,2.976520801941351e-11,3.892876878269649e-14,2.7988116387329395e-22
5.0964814835171905e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286585292550865,0.11866295630528953,0.022821264663401064,5.597375210216014e-17,5.043908455571907e-12,2.12050775883162e-07,4.1671263775596716e-16,3.984231617334769e-14,3.1559303246430336e-12,4.7491153707034897e-07,1.1871803289194832e-28,5.095919307345367e-07,1.9446071018197962e-19,3.56133724024884e-15,2.8213539074176e-17,6.768075046514216e-23,1.319288462678436e-10,2.976900389938409e-14,2.371426472756953e-12,2.3680679662904e-05,9.842720809472988e-19,8.684580619017096e-12,3.8165055889422967e-07,6.053093296268958e-07,2.2575318029821215e-08,1.2612689754155763e-07,3.8304295504537135e-08,5.966058011282384e-06,5.255224740963116e-09,5.728505045937097e-10,4.8417951300611314e-14,1.788564980060367e-14,9.527171815780598e-16,2.3459241470338532e-11,4.9684557108655725e-17,3.0092227685399525e-11,3.9452616086202606e-14,2.847991552177513e-22
5.147304523118125e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286553758017686,0.1186628864093837,0.02282126164178451,5.88927736299292e-17,5.2186127345335365e-12,2.1448149929108135e-07,4.339708209593845e-16,4.027312050621629e-14,3.219508108772865e-12,4.79654545497476e-07,1.2361121045741873e-28,5.153161127389426e-07,1.9838509658959036e-19,3.648579314059637e-15,2.895359716489607e-17,6.94786853446443e-23,1.3515346153189385e-10,3.00861495471362e-14,2.3982428045705086e-12,2.392472367843549e-05,1.035567444594552e-18,8.95624961658872e-12,3.842538166186548e-07,6.113406381317039e-07,2.257490379581628e-08,1.261284138540077e-07,3.83795769351989e-08,6.028529634991596e-06,5.36523251809462e-09,5.803709755729136e-10,4.950206800444893e-14,1.8151253837116103e-14,9.661308700063383e-16,2.4073184754355716e-11,5.0990443387814376e-17,3.041925172608906e-11,3.997717269115242e-14,2.8976003645277545e-22
5.1981275627190594e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128652222626918,0.1186628165136008,0.02282125862017296,6.193247738647702e-17,5.397390884996262e-12,2.169190968513091e-07,4.517609310121695e-16,4.070414588699558e-14,3.2837161906712694e-12,4.84397493152442e-07,1.2865218497311007e-28,5.210529582559148e-07,2.023448493832069e-19,3.7369620191465325e-15,2.9704263293812465e-17,7.130320317803917e-23,1.3842013055439424e-10,3.040328356415499e-14,2.425059199184262e-12,2.416873882874731e-05,1.0889813979234139e-18,9.23354552401759e-12,3.868568239741967e-07,6.173718656593997e-07,2.257448936228923e-08,1.261299286416937e-07,3.845563414352539e-08,6.09100065809337e-06,5.4763925639238245e-09,5.879015302246852e-10,5.059858160003823e-14,1.8417769509563247e-14,9.795907116639692e-16,2.469560811114889e-11,5.2315463396101426e-17,3.0746280246431957e-11,4.0502428064087914e-14,2.9476426214528887e-22
5.248950602319994e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286490697319245,0.11866274661794081,0.022821255598566414,6.509657332462177e-17,5.58029197841645e-12,2.1936363808648324e-07,4.700938268857862e-16,4.1135394407158475e-14,3.3485545384722067e-12,4.891403800882464e-07,1.3384380430743243e-28,5.268024647929755e-07,2.0633986247868893e-19,3.8264869239961565e-15,3.04655658664914e-17,7.31543961846589e-23,1.4172890852200817e-10,3.072040594615321e-14,2.4518756227398632e-12,2.441272497445959e-05,1.1445789598164583e-18,9.516526415476886e-12,3.8945958118857644e-07,6.234030121778052e-07,2.2574074797299677e-08,1.2613144226905027e-07,3.8532467069959466e-08,6.153471079930851e-06,5.5887052888675e-09,5.95442029840629e-10,5.1707502340321464e-14,1.8685198717273716e-14,9.930968338485393e-16,2.5326520930916802e-11,5.365970537509663e-17,3.107331334489985e-11,4.102837209075721e-14,2.998122935106067e-22
5.299773641920928e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128645917118172,0.1186626767224036,0.02282125257696487,6.83888468341159e-17,5.767365126615953e-12,2.2181519249599903e-07,4.889804780515937e-16,4.1566868160401097e-14,3.4140231204656897e-12,4.938832063586001e-07,1.3918893979140137e-28,5.325646298503766e-07,2.1037003044102863e-19,3.9171555769401245e-15,3.1237533346099183e-17,7.503235680279568e-23,1.450798498595951e-10,3.103751669066288e-14,2.478692044176992e-12,2.465668197691945e-05,1.2024264667582516e-18,9.805250370057468e-12,3.92062088351455e-07,6.29434077650041e-07,2.257366016241756e-08,1.2613295506565062e-07,3.861007564366784e-08,6.215940900037258e-06,5.702171103886142e-09,6.029923411956989e-10,5.282884055731743e-14,1.8953543617656124e-14,1.0066493732921047e-15,2.5965932541275918e-11,5.5023258586007654e-17,3.140035111402088e-11,4.155499505724722e-14,3.049045982865775e-22
5.3505966815218627e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286427647870394,0.11866260682698918,0.022821249555368333,7.18131595042236e-17,5.9586594817448045e-12,2.2427382955530003e-07,5.084319644902925e-16,4.199856924242235e-14,3.4801219050876214e-12,4.98625972017857e-07,1.4469048612994006e-28,5.383394509211373e-07,2.1443524848214906e-19,4.0089695069525035e-15,3.202019426409224e-17,7.693717771472007e-23,1.4847300826020526e-10,3.1354615796861914e-14,2.5055084350044868e-12,2.4900609698137967e-05,1.2625915860196264e-18,1.0099775471775283e-11,3.9466434542750457e-07,6.354650620347401e-07,2.2573245513362057e-08,1.2613446732963328e-07,3.868845978357783e-08,6.278410118117769e-06,5.81679042046811e-09,6.10552336298835e-10,5.396260665990064e-14,1.9222806615059265e-14,1.0202484757506746e-15,2.6613852213123705e-11,5.640621331666498e-17,3.172739364086973e-11,4.208228763197798e-14,3.100416506164048e-22
5.401419721122797e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286396127398967,0.11866253693169741,0.022821246533776804,7.537344988635559e-17,6.1542242362484245e-12,2.2673961871522506e-07,5.284594767013951e-16,4.2430499750724984e-14,3.5468508609105063e-12,5.033686771209505e-07,1.5035136131392978e-28,5.44126925491079e-07,2.1853541245868727e-19,4.101930224411417e-15,3.281357723043309e-17,7.886895187063223e-23,1.5190843671371175e-10,3.167170326541791e-14,2.5323247690902087e-12,2.5144508000733332e-05,1.3251433288402465e-18,1.0400159809580413e-11,3.972663522682081e-07,6.414959652862509e-07,2.257283090057541e-08,1.2613597933078089e-07,3.876761939930846e-08,6.340878734033199e-06,5.932563650615091e-09,6.181218921552107e-10,5.510881113150183e-14,1.9492990350146403e-14,1.0338942956124564e-15,2.7270289166032913e-11,5.780866088794474e-17,3.205444100751672e-11,4.261024084851886e-14,3.152239309401225e-22
5.4522427607237315e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128636460978111,0.1186624670365283,0.02282124351219027,7.907373425676102e-17,6.354108622838511e-12,2.2921262940140498e-07,5.490743157127237e-16,4.2862661784436286e-14,3.6142099566349273e-12,5.081113217233385e-07,1.5617450653300667e-28,5.499270510388568e-07,2.2267041886976283e-19,4.19603922182649e-15,3.3617710943354023e-17,8.082777251159509e-23,1.553861875341418e-10,3.198877909834712e-14,2.55914102246807e-12,2.5388376747879677e-05,1.3901520636094918e-18,1.07064614773675e-11,3.9986810862251645e-07,6.475267873548325e-07,2.2572416369738814e-08,1.261374913132877e-07,3.884755439200628e-08,6.403346747785269e-06,6.049491206828777e-09,6.257008905395249e-10,5.626746452774152e-14,1.9764097689757584e-14,1.0475869955343875e-15,2.7935252573207745e-11,5.923069365965818e-17,3.238149329143941e-11,4.3138846089188916e-14,3.2045192588947843e-22
5.503065800324666e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128633309503042,0.1186623971414817,0.02282124049060875,8.291810737927799e-17,6.558361914466807e-12,2.3169293101370388e-07,5.702878930899366e-16,4.329505744414611e-14,3.682199161081759e-12,5.128539058809515e-07,1.6216288608909963e-28,5.557398250359882e-07,2.2684016485473626e-19,4.291297974533636e-15,3.443262419868951e-17,8.281373319149592e-23,1.5890631238577017e-10,3.230584329888726e-14,2.5859571731608463e-12,2.563221580326081e-05,1.4576895290456635e-18,1.1018738573987419e-11,4.024696141464763e-07,6.535575281868402e-07,2.2572001962236286e-08,1.2613900349824903e-07,3.8928264655096474e-08,6.465814159503329e-06,6.167573502098637e-09,6.332892177798161e-10,5.74385774740067e-14,2.0036131717238827e-14,1.0613267460856405e-15,2.860875156603056e-11,6.06724050359443e-17,3.270855056589994e-11,4.36680950694049e-14,3.257261281895956e-22
5.5538888399256004e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286301583160456,0.11866232724655763,0.02282123746903223,8.691074326814242e-17,6.767033424301049e-12,2.341805929257007e-07,5.921117309460886e-16,4.3727688831760625e-14,3.750818443185016e-12,5.175964296501473e-07,1.6831948731070683e-28,5.615652449468813e-07,2.310445481909568e-19,4.387707941358708e-15,3.525834589879693e-17,8.482692779808058e-23,1.6246886230802959e-10,3.262289587138268e-14,2.61277320101747e-12,2.587602503102854e-05,1.5278288473735238e-18,1.1337049203259981e-11,4.0507086841193334e-07,6.595881877249023e-07,2.2571587715571766e-08,1.261405160858995e-07,3.90097500749586e-08,6.528280969432352e-06,6.2868109498907026e-09,6.408867645513012e-10,5.862216066298045e-14,2.030909572321541e-14,1.0751137254036323e-15,2.929079523822601e-11,6.213388947020178e-17,3.3035612900290864e-11,4.419797982274197e-14,3.3104703656945943e-22
5.604711879526535e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286270074184733,0.11866225735175598,0.022821234447460714,9.105589595085632e-17,6.980172505702461e-12,2.3667568448420756e-07,6.145574619512211e-16,4.416055805037043e-14,3.820067771985308e-12,5.223388930876691e-07,1.7464732046790664e-28,5.674033082288574e-07,2.3528346729150345e-19,4.485270565251415e-15,3.6094905061084405e-17,8.686745057310184e-23,1.6607388773929456e-10,3.2939936821180563e-14,2.639589087563637e-12,2.6119804295765082e-05,1.6006445375001733e-18,1.1661451473987544e-11,4.0767187091439843e-07,6.656187659080889e-07,2.257117366374438e-08,1.261420292576282e-07,3.9092010531534397e-08,6.590747177922118e-06,6.407203964137243e-09,6.484934256797645e-10,5.981822485213372e-14,2.0582993196786446e-14,1.088948118879572e-15,2.998139264966798e-11,6.361524246959251e-17,3.33626803604522e-11,4.472849268667482e-14,3.3641515567503157e-22
5.655534919127469e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286238568116723,0.11866218745707668,0.0228212314258942,9.535790023111552e-17,7.197828552204167e-12,2.391782750088201e-07,6.376368293419868e-16,4.4593667204131074e-14,3.8899471166238366e-12,5.270812962506088e-07,1.811494186880995e-28,5.732540123321751e-07,2.395568212029199e-19,4.583987273890849e-15,3.694233082616379e-17,8.893539613162262e-23,1.6972143853958933e-10,3.325696615453733e-14,2.666404815864639e-12,2.6363553462449073e-05,1.676212528189285e-18,1.1992003499969344e-11,4.10272621080163e-07,6.716492626720744e-07,2.2570759837586303e-08,1.2614354317779243e-07,3.917504589887446e-08,6.653212785417432e-06,6.528752959227302e-09,6.561090999540412e-10,6.102678086118841e-14,2.0857827817122966e-14,1.1028301188499268e-15,3.068055282985314e-11,6.511656059914808e-17,3.368975300896209e-11,4.5259626288967845e-14,3.4183099598702045e-22
5.7063579587284036e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128620706496988,0.11866211756251968,0.022821228404332688,9.982117245179757e-17,7.420050997489987e-12,2.4168843379149747e-07,6.613616869313126e-16,4.502701839815541e-14,3.960456446336896e-12,5.318236391963721e-07,1.8782883787247782e-28,5.791173547000512e-07,2.438645096029442e-19,4.683859480263922e-15,3.7800652465645975e-17,9.103085948051195e-23,1.7341156401227156e-10,3.357398387853394e-14,2.6932203703994063e-12,2.6607272396424937e-05,1.754610171233691e-18,1.2328763400016488e-11,4.1287311827273545e-07,6.776796779492902e-07,2.257034626506702e-08,1.2614505799535158e-07,3.925885604563031e-08,6.7156777924492805e-06,6.651458349997974e-09,6.637336899471723e-10,6.224783956955955e-14,2.113360344545058e-14,1.1167599242931473e-15,3.1388284781064006e-11,6.66379414855112e-17,3.4016830905403084e-11,4.5791373534684834e-14,3.4729507374761926e-22
5.757180998329338e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286175564757593,0.11866204766808494,0.02282122538277618,1.0445021125801009e-16,7.64688931537315e-12,2.4420623009616923e-07,6.857439991180936e-16,4.5460613738415976e-14,4.0315957304508156e-12,5.365659219826492e-07,1.9468865661321903e-28,5.84993332768679e-07,2.4820643279823584e-19,4.784888583217958e-15,3.866989938959466e-17,9.315393603617076e-23,1.7714431292473693e-10,3.389099000099925e-14,2.720035736944858e-12,2.6850960963375184e-05,1.835916254626336e-18,1.2671789297967362e-11,4.154733617986675e-07,6.837100116690725e-07,2.2569932971567408e-08,1.2614657384533916e-07,3.934344083549777e-08,6.778142199626854e-06,6.775320551726372e-09,6.713671018458139e-10,6.348141191378362e-14,2.14103241173958e-14,1.1307377405571448e-15,3.2104597481242354e-11,6.817948382033794e-17,3.434391410660642e-11,4.632372759378922e-14,3.528079108897503e-22
5.8080040379302725e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41286144067493247,0.11866197777377235,0.022821222361224667,1.0924959836020006e-16,7.878393019774413e-12,2.467317331583653e-07,7.107958408969268e-16,4.589445533165689e-14,4.103364938377329e-12,5.413081446673862e-07,2.0173197611139962e-28,5.908819439672471e-07,2.525824917220998e-19,4.887075967988585e-15,3.9550101153654375e-17,9.530472164152175e-23,1.8091973352819223e-10,3.4207984530440906e-14,2.746850902469713e-12,2.7094619029295395e-05,1.9202110157296072e-18,1.3021139322703474e-11,4.180733509128281e-07,6.897402637578021e-07,2.2569519980126703e-08,1.2614809085018958e-07,3.942880012761644e-08,6.840606007630317e-06,6.900339980122218e-09,6.79009245287518e-10,6.472750888493985e-14,2.1687994035681357e-14,1.1447637790937737e-15,3.282949988659313e-11,6.974128736338489e-17,3.467100266687585e-11,4.685668188930801e-14,3.5837003496871984e-22
5.858827077531207e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128611257319019,0.11866190787958186,0.02282121933967816,1.14223999297324e-16,8.114611664699243e-12,2.4926501218486803e-07,7.365293978678803e-16,4.6328545285314076e-14,4.175764039609323e-12,5.460503073087597e-07,2.0896192009562626e-28,5.967831857179567e-07,2.5699258793221107e-19,4.990423006704086e-15,4.044128746586734e-17,9.748331258229683e-23,1.8473787357653755e-10,3.4524967475982574e-14,2.7736658550369736e-12,2.7338246460471645e-05,2.007576154443034e-18,1.3376871608165504e-11,4.206730848231812e-07,6.957704341390392e-07,2.2569107311665164e-08,1.2614960912093477e-07,3.95149337769295e-08,6.9030692172042735e-06,7.026517051321e-09,6.86660033205513e-10,6.598614152606993e-14,2.1966617563155248e-14,1.158838257190384e-15,3.356300093393738e-11,7.1323452945309e-17,3.4998096638192953e-11,4.739023008603356e-14,3.63981979102714e-22
5.909650117132142e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128608108186175,0.11866183798551344,0.022821216318136647,1.1937816420008e-16,8.355594844213651e-12,2.518061363533836e-07,7.629569662462998e-16,4.676288570744304e-14,4.248793003716927e-12,5.507924099651552e-07,2.1638163474138004e-28,6.026970554360355e-07,2.6143662360833664e-19,5.094931058867244e-15,4.13434881931934e-17,9.968980560265393e-23,1.885987803444003e-10,3.484193884730737e-14,2.800480583714403e-12,2.7581843123460048e-05,2.098094846369383e-18,1.3739044293369574e-11,4.232725626951129e-07,7.018005227336508e-07,2.256869498518494e-08,1.261511287582832e-07,3.96018416345083e-08,6.9655318291518635e-06,7.153852181877655e-09,6.94319381680632e-10,6.72573209296027e-14,2.2246199216134152e-14,1.1729613977325816e-15,3.4305109542831696e-11,7.292608247020153e-17,3.53251960704053e-11,4.79243660797389e-14,3.696442819163597e-22
