Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231)
1.1515387378568639e-20,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199947,0.20128658794568755,0.1676987576445243,8.05712791732408e-80,1.0554122575587386e-51,1.9026017152465633e-29,7.232977393071105e-56,1.0617007726747917e-39,4.219118369624349e-41,1.7238771395289112e-16,1.5484560243047364e-82,1.723877138984034e-16,1.4939195292901912e-54,4.85066421486326e-53,2.460428451701737e-58,3.0112481462849637e-77,1.7995423190205882e-40,1.0922977118407984e-54,9.249918201569562e-30,1.7611699959961597e-15,1.4211832414852137e-81,1.2879153171250096e-56,7.53163794476265e-16,1.006325872801512e-15,1.3209894203090836e-23,1.7611699695219134e-15,4.571287020578964e-31,1.5879411787276338e-32,3.693171199587178e-39,1.9003245263772507e-30,1.3578847373258026e-43,1.7098576481209975e-55,4.3750114293552053e-66,2.338231017128243e-67
2.30407794377442e-20,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951998943,0.20128658794568485,0.1676987576445238,1.0330484118221716e-77,1.6902938838360966e-50,7.621722471138389e-29,1.1582382948182654e-54,8.502216847435131e-39,3.3779189388137555e-40,3.4492520014063447e-16,9.925435364625347e-81,3.4492519992254144e-16,2.392867503462378e-53,7.77009586671958e-52,3.9399576419316747e-57,9.645141617989385e-76,1.4407282162854595e-39,3.499399556158358e-53,3.702377875807265e-29,3.5238701430549204e-15,1.82217671803918e-79,4.126419478493334e-55,1.5069819419933126e-15,2.0135260513134953e-15,5.287400059348399e-23,3.5238700370889398e-15,3.659808935723437e-30,1.2713192004696391e-31,2.9575772383480427e-38,7.606251695165253e-30,1.0871335980754064e-42,2.7380461665621404e-54,2.8049342016254292e-64,1.499104011676643e-65
4.609156355609533e-20,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795199789,0.20128658794567947,0.1676987576445228,1.3234152949349658e-75,2.7057789919160016e-49,3.0547692490971256e-28,1.8539980733430586e-53,6.805219300187161e-38,2.703455946960171e-39,6.900001728508326e-16,6.357184320086688e-79,6.900001719781768e-16,3.830666125526591e-52,1.2439387370644023e-50,6.3067107302208065e-56,3.088408975866999e-74,1.1530206995244938e-38,1.1205704030298968e-51,1.4814334049139068e-28,7.049270525508945e-15,2.33434997926434e-77,1.3212704135484639e-53,3.014618228045571e-15,4.027926408337336e-15,2.1156485636969686e-22,7.049270101506988e-15,2.9289590887761783e-29,1.017442894704627e-30,2.3673325523997713e-37,3.0434923993615973e-29,8.700375305107518e-42,4.382804745748026e-53,1.7967351088482723e-62,9.602733331056879e-64
9.219313179279759e-20,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951995773,0.2012865879456687,0.16769875764452077,1.6946873068406776e-73,4.3302956338992484e-48,1.2261772641581569e-27,2.9672005760409923e-52,5.445553901768876e-37,2.163326219444357e-38,1.3801501196100757e-15,4.070168347974896e-77,1.3801501161188842e-15,6.130728547602782e-51,1.9908817672464427e-49,1.0093470972672979e-54,9.889247329122781e-73,9.225921595062623e-38,3.5871367219615526e-50,5.926698251473184e-28,1.4100071643763036e-14,2.98923043634643e-75,4.229378777792357e-52,6.029890764222743e-15,8.05672712238451e-15,8.463970475821751e-22,1.4100069947479084e-14,2.3436117214813507e-28,8.141107484159643e-30,1.894460967258354e-36,1.2175959091040037e-28,6.961626135384513e-41,7.014387360490546e-52,1.150414214888167e-60,6.148490495437656e-62
1.843962682662021e-19,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951991543,0.2012865879456472,0.16769875764451675,2.169665179619127e-71,6.929318678859989e-47,4.937676073827404e-27,4.748644122684668e-51,4.356994247079959e-36,1.7310664669617903e-37,2.7604500184839467e-15,2.60541019395906e-75,2.7604500045180448e-15,9.81049534943078e-50,3.1858775488519263e-48,1.6153374371509072e-53,3.1676193386187065e-71,7.3814447401944575e-37,1.1481004565573416e-48,2.370872228880694e-27,2.820167529365567e-14,3.8270359170670666e-73,1.353615935261068e-50,1.2060435692867702e-14,1.6114328550476834e-14,3.3858626100856397e-21,2.8201668507967358e-14,1.8750665032672754e-27,6.513533958311588e-29,1.515945172962663e-35,4.870786178368111e-28,5.569836122382262e-40,1.1225674798472217e-50,7.3642477993194405e-59,3.9359499262933776e-60
3.6880254121301113e-19,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951983083,0.20128658794560417,0.1676987576445087,2.7774878790094876e-69,1.108760613270784e-45,2.001206102496392e-26,7.600265863783224e-50,3.4858153392873154e-35,1.3853047958588547e-36,5.5210498376532296e-15,1.6676230903959268e-73,5.521049781787352e-15,1.5697854089787425e-48,5.097786494066522e-47,2.5853683136868073e-52,1.0154377630037059e-69,5.905446776620563e-36,3.674270923337404e-47,9.483874691348362e-27,5.6404888246981036e-14,4.899164152901727e-71,4.331943611607979e-49,2.4121524975320135e-14,3.2229531406653374e-14,1.3543992547323144e-20,5.6404861103121084e-14,1.5001229798711983e-26,5.211121847112008e-28,1.2131281515024865e-34,1.9483986746910088e-27,4.4560906767935864e-39,1.7966835957118216e-49,4.7136097206785126e-57,2.5193505466570568e-58
7.376150871066292e-19,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795196617,0.20128658794551813,0.16769875764449257,3.555434481011292e-67,1.774078976432359e-44,8.213433555015041e-26,1.2167290979414825e-48,2.7887394153971917e-34,1.1088875608352152e-35,1.1042249561677917e-14,1.0673298595453426e-71,1.1042249338209912e-14,2.511740849062616e-47,8.156793164501146e-46,4.138924803663511e-51,3.260670413547644e-68,4.724486592944383e-35,1.1758210565152733e-45,3.793626957480594e-26,1.1281133676780969e-13,6.271371078770179e-69,1.3863001534524844e-47,4.824370124087532e-14,6.445993711897402e-14,5.41770003986493e-20,1.128112281901433e-13,1.2001245725074941e-25,4.169072117773448e-27,9.710056445656988e-34,7.79379264705748e-27,3.564973547105234e-38,2.876316560822409e-48,3.0168418980249414e-55,1.612557263476039e-56
1.4752401788938653e-18,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951932335,0.201286587945346,0.16769875764446035,4.551237625589219e-65,2.8385962768770115e-43,3.4521649431374973e-25,1.9488893576831937e-47,2.2310250538441294e-33,8.881084544456479e-35,2.208464935247158e-14,6.831070781891677e-70,2.208464845859082e-14,4.018850376939769e-46,1.305122768107839e-44,6.6295009202252e-50,1.0505959103745699e-66,3.7796613861863286e-34,4.3591843637665767e-44,1.5174661388395857e-25,2.2562432426663709e-13,8.027851494912553e-67,4.4364044981009645e-46,9.6488044574589e-14,1.289207485434856e-13,2.1670962986856557e-19,2.2562388995109776e-13,9.601073763700927e-25,3.335418375620399e-26,7.775726712384279e-33,3.1175802831294923e-26,2.8520389101160384e-37,4.607124097058761e-47,2.551221906294099e-53,1.3638568193628376e-54
2.950490362468337e-18,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951864667,0.20128658794500182,0.1676987576443959,5.826075321390882e-63,4.54187460280495e-42,1.5142791664829475e-24,3.124956537519724e-46,1.7848313132390897e-32,7.1207158070503845e-34,4.416945030503429e-14,4.371931472570589e-68,4.416944672949583e-14,6.430205135057156e-45,2.0882545186934762e-43,1.063010737002394e-48,3.407926554361561e-65,3.023790669727817e-33,1.4009039396922812e-42,6.069894783363931e-25,4.512506610947431e-13,1.02765162603909e-64,1.419764568204662e-44,1.9297669445244604e-13,2.5784237139198983e-13,8.668383187277625e-19,4.5124892382104847e-13,7.680845772152796e-24,2.6685442904748265e-25,6.232724420064137e-32,1.2470636702708798e-25,2.2816866363763207e-36,7.387314452161953e-46,1.638937602872988e-51,8.763877823103533e-53
5.900990729617282e-18,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951729336,0.20128658794431342,0.16769875764426698,7.458486908686173e-61,7.267302906277888e-41,7.124368219124698e-24,5.021430066136355e-45,1.4278661370053148e-31,5.721878849735848e-33,8.833905769404715e-14,2.7980446285572627e-66,8.83390433918791e-14,1.0288339895439573e-43,3.341347675969921e-42,1.7081308058014724e-47,1.1201375499340592e-63,2.4191095312422238e-32,4.4834188084604065e-41,2.4279635718990926e-24,9.025047820894515e-13,1.3155899592925633e-62,4.543917771852364e-43,3.8595384705001083e-13,5.15685617086923e-13,3.4673252153441144e-18,9.02497832956339e-13,6.144600743038127e-23,2.1351517699448272e-24,5.005549232729824e-31,4.988469168717604e-25,1.8254219044126737e-35,1.1870520944133011e-44,1.0489024700547198e-49,5.611712862562619e-51
8.851491096766226e-18,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951594006,0.20128658794362503,0.16769875764413805,4.9364952373733517e-60,2.71696238648874e-40,1.6706778596489102e-23,1.8525723113704947e-44,4.238974661531832e-31,1.6409217447124347e-32,1.3250867056693314e-13,1.5886469195826457e-65,1.325086401748362e-13,3.892286181659157e-43,1.2739149041316202e-41,6.301862062699536e-47,5.174628899689819e-63,6.917275655133088e-32,1.9820717692971523e-40,5.159425691440451e-24,1.3537603504191769e-12,8.707400906842304e-62,2.1258645824804554e-42,5.789308524895653e-13,7.735288627797803e-13,7.36801744154403e-18,1.3537455834902307e-12,1.7569576544333988e-22,6.1057134413604205e-24,1.4892868756312301e-30,1.0600845587343912e-24,5.219694331109627e-35,4.379428209245526e-44,5.204966064564351e-49,2.7851876428788505e-50
1.180199146391517e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667951458675,0.20128658794293663,0.16769875764400913,2.2290756739603224e-59,7.078690393362057e-40,3.0961854858984297e-23,4.710244628806125e-44,9.236490564070867e-31,3.4723895757615583e-32,1.7667828892367836e-13,6.10961241873896e-65,1.766782370783674e-13,1.0131589577445345e-42,3.427638393249153e-41,1.6022755404379357e-46,1.5675945522026554e-62,1.4590804923282567e-31,6.773218036629626e-40,8.801375498281196e-24,1.8050173661207679e-12,3.931829083014162e-61,6.858592303712702e-42,7.719077107712469e-13,1.0313721084705622e-12,1.2568890786275341e-17,1.8049921754259395e-12,3.70590453035217e-22,1.2879697639544478e-23,3.252621340388012e-30,1.8084369771079464e-24,1.1010104195406667e-34,1.1134881505708146e-43,2.2019058758877965e-48,1.1783954978866545e-49
1.7702992198213058e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795118801,0.20128658794155985,0.16769875764375128,2.5776122014073742e-58,2.654779449711363e-39,7.261091561016017e-23,1.6561859561280981e-43,2.681059291345477e-30,9.552316805020299e-32,2.6501753850740744e-13,4.649887702521016e-64,2.650174311684112e-13,3.718141153866232e-42,1.3864388438107717e-40,5.6338186609097214e-46,7.197943538260819e-62,3.985332325576908e-31,4.1645775619245657e-39,1.8222132919311675e-23,2.7075347944984672e-12,4.54660679990593e-60,3.775774049854511e-41,1.1578610819645434e-12,1.5470585998472548e-12,2.6022007873962308e-17,2.7074826401483068e-12,1.01218444819196e-21,3.5182895642703243e-23,9.486641278833027e-30,3.744358109630248e-24,3.007327615311624e-34,3.915173892795923e-43,1.9833761700032455e-47,1.0617708120542583e-48
2.3603992932510947e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795091734,0.20128658794018306,0.16769875764349343,1.1598400983073215e-57,6.911787382199882e-39,1.3726067700810361e-22,4.158151088631335e-43,5.863156588347221e-30,2.0115992685108265e-31,3.533568082571259e-13,1.755793973776567e-63,3.5335662570185285e-13,9.641396918693435e-42,3.7556262027297344e-40,1.4144710182386825e-45,2.1636643880865737e-61,8.338903614063144e-31,1.398041894535623e-38,3.099107548485743e-23,3.6100575455179932e-12,2.0458224374084853e-59,1.2118397593109122e-40,1.54381391200705e-12,2.062745091216314e-12,4.425615362694292e-17,3.6099688443185903e-12,2.1178040062727057e-21,7.362262966565145e-23,2.0829912821232522e-29,6.368542951377936e-24,6.292582766071339e-34,9.829741053327124e-43,7.823310122404719e-47,4.189024948296382e-48
2.9504993666808836e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667950646675,0.20128658793880627,0.16769875764323558,4.1316374147764496e-57,1.511239147716528e-38,2.312349690583678e-22,8.865619644162789e-43,1.1000044226450442e-29,3.6862544907514854e-31,4.4169609961316725e-13,5.370609821336764e-63,4.416958207103667e-13,2.108064050959998e-41,8.437247111472993e-40,3.015802553083485e-45,5.429499122321651e-61,1.5181138190968785e-30,3.778130784139467e-38,4.7347357012880297e-23,4.512585999479322e-12,7.287725727993039e-59,3.1667637051057504e-40,1.929766162246069e-12,2.5784315825771954e-12,6.76126683452242e-17,4.512450483633121e-12,3.8553357149803234e-21,1.3404243647817407e-22,3.924065718331364e-29,9.730274811698925e-24,1.145587490639589e-33,2.0958044510343978e-42,2.46664314116604e-46,1.3210705303382635e-47
4.1306995135404614e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966795010534,0.20128658793605267,0.16769875764271988,5.929500891993304e-56,5.709940567332196e-38,5.407199438711972e-22,3.2975023536738175e-42,3.009787092888973e-29,9.890819166460245e-31,6.183747485007644e-13,4.752658401248624e-62,6.183742121824724e-13,8.108490507476347e-41,3.2722795366083634e-39,1.1217058719342105e-44,3.11865690758539e-60,4.008615554384097e-30,2.1183356764748743e-37,9.10472574000186e-23,6.317660375219669e-12,1.0458946855647486e-57,1.772073811620204e-39,2.7016688869000294e-12,3.609804565273909e-12,1.300134660119191e-16,6.317399781102807e-12,1.017889250419224e-20,3.5402144457109205e-22,1.0848413018994186e-28,1.8713514817091046e-23,3.0250258744431154e-33,7.795182570982761e-42,2.0325329072320334e-45,1.0898592116144127e-46
6.491099807259616e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966794902266,0.2012865879305455,0.1676987576416885,1.874112778987926e-54,3.650164640425594e-37,1.8237682084615186e-21,2.1596001303884523e-41,1.1953101419243085e-28,3.951608010644582e-30,9.717323093554253e-13,9.007206987293038e-61,9.717310009115156e-13,5.352214844583031e-40,2.1051904148132468e-38,7.346278490209991e-44,4.017579848640523e-59,1.5503711484886234e-29,2.210022313386955e-36,2.2212752041249516e-22,9.927878574893763e-12,3.3057159873320065e-56,1.8838487160953805e-38,4.24546727639204e-12,5.672550530567749e-12,3.1717608979697424e-16,9.927242794276992e-12,3.9357220681237347e-20,1.369917794985934e-21,4.401570908875328e-28,4.566842856424085e-23,1.1700235252483344e-32,5.105207012914532e-41,3.4837213393969947e-44,1.872945049134888e-45
8.851500100978772e-17,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667947939973,0.2012865879250383,0.16769875764065714,1.198209675347628e-53,1.1978744515272638e-36,4.238761974243286e-21,7.188343057677969e-41,2.9925792615583535e-28,1.0067482810548781e-29,1.325090221279352e-12,4.776278482962449e-60,1.3250877973604569e-12,1.764736066796941e-39,6.948693743748557e-38,2.445248182015702e-43,1.8509541369742225e-58,3.8482322864403637e-29,9.526959515905558e-36,4.114983553097634e-22,1.3538189457631539e-11,2.1135018764903606e-55,7.954210432503736e-38,5.789256244751511e-12,7.735296495728683e-12,5.875497490498562e-16,1.3537011635841207e-11,9.766894822202613e-20,3.401728691238432e-21,1.121387501273907e-27,8.462451010920367e-23,2.9042864841914803e-32,1.6992921048815224e-40,1.891024286011212e-43,1.0179219163222996e-44
1.3572300688417082e-16,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667945774566,0.20128658791402393,0.1676987576385944,3.0812297443097855e-52,6.856257308406104e-36,1.4305842291345798e-20,4.349565343526638e-40,1.093886831970496e-27,3.8755710042782875e-29,2.0318070979805205e-12,7.339687459601817e-59,2.0318014134122424e-12,1.0207838517284579e-38,3.974646964448056e-37,1.4795862560990164e-42,2.2490696684538453e-57,1.3982047047049748e-28,8.578448918594522e-35,9.65058149160567e-22,2.0759089232384617e-11,5.434929249167363e-54,7.312380630405098e-37,8.876805926954716e-12,1.1860788425651901e-11,1.377791280408201e-15,2.0756326879656747e-11,3.546831795498684e-19,1.2372110690405003e-20,4.26482553440271e-27,1.9857673350625681e-22,1.0553468303143538e-31,1.0282129413004077e-39,2.7763962478922332e-42,1.5018390459750875e-43
2.3013901863293704e-16,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966794144365,0.2012865878919952,0.1676987576344689,1.6055793337388757e-50,6.0919819749785e-35,6.726061973632356e-20,4.359950197631612e-39,5.4834551201561985e-27,2.1641935645508598e-28,3.4452450624865236e-12,2.1456958163545583e-57,3.4452287381375268e-12,9.219787327421382e-38,3.4960786538288835e-36,1.4831208098040015e-41,5.757484766765689e-56,6.992780077747989e-28,1.3152869964967858e-33,2.7714327746966648e-21,3.520200108335679e-11,2.8320543083283893e-52,1.1566717705018685e-35,1.505179227753964e-11,2.0111772283903428e-11,3.955824182403762e-15,3.519406767947162e-11,1.771848787189494e-18,6.201080280464758e-20,2.3113128049459145e-26,5.709489640710658e-22,5.279289467669386e-31,1.0306585733339725e-38,7.585928167014512e-41,4.1478923393303514e-42
3.2455503038170327e-16,0.16628943999999998,0.631014654409785,0.0,0.0,0.4128966793711258,0.20128658786996645,0.1676987576303434,1.155692010474293e-49,2.2342733424424997e-34,1.7966306908992033e-19,1.6941062565154132e-38,1.5007134130853628e-26,6.420781225253926e-28,4.858688641410897e-12,1.2700836143036871e-56,4.858656186366995e-12,3.3579241606726585e-37,1.2899591984085242e-35,5.762831829303634e-41,3.306627588134324e-55,1.913523289596132e-27,6.490964259652491e-33,5.51012814260704e-21,4.964639635820775e-11,2.0385056371871456e-51,5.516300029812766e-35,2.1226627948026593e-11,2.8362756140027975e-11,7.863364672253544e-15,4.9630622315846203e-11,4.844421976155744e-18,1.6996107343659861e-19,6.709246027877311e-26,1.1363594030506164e-21,1.4448913793676843e-30,4.0047212462446864e-38,4.753219993573495e-40,2.6105161198979515e-41
5.133870538792357e-16,0.16628943999999998,0.631014654409785,0.0,0.0,0.41289667928449997,0.20128658782590897,0.1676987576220924,3.755776050397769e-48,1.4466554226597724e-33,7.005751960408516e-19,1.293093231675047e-37,5.997534657391839e-26,3.0434532177050717e-27,7.68559264001565e-12,2.328452587625966e-55,7.685511453411795e-12,2.1729030664870007e-36,8.347296793251731e-35,4.398715712716051e-40,6.28049201934684e-54,7.656256846643986e-27,6.822186762401589e-32,1.378440320865514e-20,7.853963995532754e-11,6.624749858240804e-50,5.957921004677171e-34,3.357584727539622e-11,4.486472384589268e-11,1.96628683601223e-14,7.850017366623853e-11,1.9341756885758656e-17,6.827312540483711e-19,3.0473704850812655e-25,2.849490997848604e-21,5.783752427608419e-30,3.056758110832255e-37,8.479217869537446e-39,4.748518739459843e-40
