Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232)
2.037286005666009e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386813069325756,0.11866953573969444,0.022821346520145783,6.062062271403758e-32,4.309466381666223e-18,1.0212495809001755e-15,1.364680187596832e-38,4.0938571344049214e-19,2.810404474442298e-18,9.095334674211615e-23,6.169779243663246e-73,7.151372592881818e-28,7.425500382464474e-48,1.2984799025308687e-19,7.074227584994437e-43,1.6446680104646173e-40,3.772219294600367e-25,3.342478251883321e-24,2.168185372790778e-28,5.266545603146582e-10,1.4407934164761448e-37,3.0986355662076104e-23,4.2984637003814143e-07,4.4234474400673347e-07,8.047225626362165e-11,3.6175855885013416e-10,1.6535727114975566e-12,1.6453170371496132e-14,2.859307489951666e-21,1.072981108048434e-12,8.044386448201268e-18,1.101714664380736e-23,1.2558040807856379e-21
2.113854341194531e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386809785648957,0.11866951956891386,0.022821338207796714,8.492494784725579e-32,5.539035506985198e-18,1.170733131239599e-15,1.8419039592497243e-38,4.828081829242921e-19,3.3430916838120075e-18,1.0060237191085565e-22,1.0673679179295111e-72,7.984126926019816e-28,1.11990857413822e-47,1.7077555291179986e-19,1.049444340598124e-42,2.6090675354400656e-40,4.653177147342838e-25,4.234228776817692e-24,2.487698843691745e-28,5.679438265240476e-10,2.031775317823284e-37,4.0448892744469435e-23,4.4598466676324467e-07,4.589692391105005e-07,8.889623592625849e-11,3.855278050684831e-10,1.9407369735205272e-12,1.99296473420482e-14,3.427616324754463e-21,1.276015352637454e-12,9.82919357184604e-18,1.602069326587216e-23,1.812396702850232e-21
2.1904226767230526e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238680650180966,0.11866950339820806,0.02282132989545508,1.1767525016203726e-31,7.059315544878032e-18,1.3355546773423362e-15,2.462124605250955e-38,5.659908346875075e-19,3.952089644486919e-18,1.1087279322258392e-22,1.811206198480761e-72,8.881008853388156e-28,1.664676358823846e-47,2.224124572942357e-19,1.544356675548737e-42,4.094279178293805e-40,5.697465803311483e-25,5.3183016805029986e-24,2.8404512417453684e-28,6.10947735595409e-10,2.8350921295721446e-37,5.2363280732244817e-23,4.621217448724288e-07,4.755936902843246e-07,9.78434164194958e-11,4.0987960088318344e-10,2.2653860603683734e-12,2.3988207634646154e-14,4.083712649117022e-21,1.508109097574033e-12,1.1922997076644903e-17,2.3083068436688052e-23,2.582342715041589e-21
2.2669910122515744e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386803217806466,0.11866948722757707,0.02282132158312088,1.6139990223205592e-31,8.925983913123564e-18,1.5166471338085067e-15,3.2617694426820206e-38,6.597981430875557e-19,4.644998414475033e-18,1.217794739049858e-22,3.018430452701515e-72,9.844636260214092e-28,2.441079080884258e-47,2.870247303810917e-19,2.2539369111543753e-42,6.355386563138684e-40,6.928000691058611e-25,6.626904349304332e-24,3.228541519110395e-28,6.556802487133824e-10,3.917581561227487e-37,6.726601672887364e-23,4.782576044596819e-07,4.92218094634667e-07,1.0732378539069972e-10,4.3480042765930437e-10,2.6308884446663194e-12,2.870239017590967e-14,4.837563687044465e-21,1.7721553527440959e-12,1.436516035474398e-17,3.2953512930744176e-23,3.63554669466394e-21
2.343559347780096e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386799933638015,0.11866947105702084,0.022821313270794116,2.1927680391395975e-31,1.1203091329939616e-17,1.7149606237038347e-15,4.285125027229576e-38,7.651330503734712e-19,5.429853900223813e-18,1.3333693179571188e-22,4.945984726806347e-72,1.0877647913727767e-27,3.534387884807296e-47,3.672508118491876e-19,3.2620096634618607e-42,9.75899780453947e-40,8.369933478057246e-25,8.196148147610574e-24,3.6541176569423252e-28,7.021550317131803e-10,5.364626741672788e-37,8.579356702219643e-23,4.943922456191462e-07,5.088424491020832e-07,1.1734684263159152e-10,4.602770783755528e-10,3.0407822698947333e-12,3.415215436600804e-14,5.699889219595292e-21,2.0712130174589415e-12,1.7198363678351018e-17,4.6616879111798967e-23,5.061178677643918e-21
2.420127683308618e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386796649302963,0.11866945488653942,0.022821304958474786,2.952771453061977e-31,1.3964007436817267e-17,1.931461622003552e-15,5.585787948950954e-38,8.829367174706664e-19,6.3151333958276105e-18,1.4555934730380502e-22,7.976934916169459e-72,1.1982703017571703e-27,5.056711212612757e-47,4.661459095106769e-19,4.681242839451389e-42,1.4826086251446903e-39,1.0050777524357482e-24,1.0066341531192017e-23,4.119375525846749e-28,7.503854620725934e-10,7.284771125488081e-37,1.0869888994150947e-22,5.10525668445123e-07,5.254667504591148e-07,1.2792160565162856e-10,4.862966504382149e-10,3.4987766433929735e-12,4.042419506116495e-14,6.682191289046597e-21,2.408508987644261e-12,2.0468749210067963e-17,6.535614401844047e-23,6.972038951085423e-21
2.4966960188371397e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386793364800004,0.11866943871613278,0.022821296646162892,3.9433720394599993e-31,1.7292441142185195e-17,2.1671321088932536e-15,7.22835475732753e-38,1.0141882355077457e-18,7.309760600563806e-18,1.5846057118775737e-22,1.267488936886855e-71,1.3162480776750164e-27,7.154093701097255e-47,5.872296547150631e-19,6.661710675861664e-42,2.2289051404315473e-39,1.2000534843292042e-24,1.2282289952802636e-23,4.626557772569625e-28,8.003846357464369e-10,9.815397307767244e-37,1.3687059090621405e-22,5.266578730320777e-07,5.420909953083803e-07,1.390566152786956e-10,5.128465386607678e-10,4.008752734282861e-12,4.761225978044748e-14,7.796783932002934e-21,2.7874400643678014e-12,2.4226067385911938e-17,9.082852185521556e-23,9.509707772624642e-21
2.5732643543656614e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238679008012785,0.11866942254580089,0.022821288333858433,5.225632414315187e-31,2.1283539254786425e-17,2.4229687329906437e-15,9.290389169476717e-38,1.1599043013801658e-18,8.423110122605601e-18,1.7205413215420757e-22,1.985887610533525e-71,1.441967997289286e-27,1.0015155361851859e-46,7.345371432414903e-19,9.40160078369338e-42,3.3167000272602486e-39,1.4251824421093183e-24,1.4893601868529944e-23,5.17795273235079e-28,8.5216537384673e-10,1.3129706483244522e-36,1.7135513760192019e-22,5.427888594746449e-07,5.587151800808597e-07,1.507599412877084e-10,5.399144284055458e-10,4.574764679691372e-12,5.5817467778076524e-14,9.056822912401512e-21,3.2115746666886715e-12,2.8523824803010876e-17,1.2515750431075087e-22,1.2850585505801758e-20
2.6498326898941832e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386786795285251,0.11866940637554378,0.022821280021561408,6.874754617265807e-31,2.6045067022413843e-17,2.699981984545173e-15,1.1864710895475589e-37,1.3211388604716332e-18,9.665011476979528e-18,1.8635324428130396e-22,3.070529617423883e-71,1.5757018549606179e-27,1.3881535199164091e-46,9.126734416487009e-19,1.3160505189158404e-41,4.8864179125360764e-39,1.68400117494984e-24,1.7955000133726703e-23,5.77589336636431e-28,9.057402291719335e-10,1.7445287440103554e-36,2.133826289852514e-22,5.589186278676321e-07,5.753393010343745e-07,1.630391880576678e-10,5.674882888838201e-10,5.201040302725844e-12,6.514863062903428e-14,1.0476335425468364e-20,3.684654351895079e-12,3.3419433745739886e-17,1.7104344929111298e-22,1.7212937970939268e-20
2.726401025422705e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386783510270973,0.11866939020536145,0.022821271709271826,8.982980449924487e-31,3.169867423215838e-17,2.999195378661677e-15,1.5062057531254622e-37,1.4989827194744043e-18,1.1045752585919674e-17,2.0137081427084863e-22,4.688538694586897e-71,1.717723320768039e-27,1.906043702444941e-46,1.1268716333424786e-18,1.8275806319694952e-41,7.129758709053965e-39,1.9803339427689523e-24,2.1526638060267546e-23,6.4227562236577785e-28,9.611214925886285e-10,2.3034627416407422e-36,2.6439668560681164e-22,5.750471783060252e-07,5.919633542522545e-07,1.7590150025775451e-10,5.955563666105818e-10,5.891981645674393e-12,7.572257398211517e-14,1.2070249743701886e-20,4.210595146229155e-12,3.8974363483918257e-17,2.3189565354786463e-22,2.2865071448301387e-20
2.8029693609512267e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386780225083815,0.11866937403525385,0.022821263396989675,1.1663035003248446e-30,3.838125056302858e-17,3.3216446485940345e-15,1.9014179134248673e-37,1.6945631320669947e-18,1.2576082789748421e-17,2.1711944853325877e-22,7.0748855003902485e-71,1.8683079009925387e-27,2.593961159977558e-46,1.383054472831705e-18,2.518274818436242e-41,1.0306109998681771e-38,2.318305869225392e-24,2.5674419392447426e-23,7.120960427013935e-28,1.0183211992689833e-09,3.0237994200751406e-36,3.2608911117082935e-22,5.911745108849926e-07,6.085873356421923e-07,1.893535685629949e-10,6.241071790103783e-10,6.652165321889959e-12,8.76644601408828e-14,1.3854424775937935e-20,4.793488689189102e-12,4.525429347470399e-17,3.119891827056114e-22,3.013477171009974e-20
2.8795376964797484e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386776939722595,0.11866935786522102,0.02282125508471496,1.5052210143193688e-30,4.624637391085254e-17,3.668376949161312e-15,2.3877434430187753e-37,1.9090433600368504e-18,1.4267215376416433e-17,2.3361146010920715e-22,1.0556705034080555e-70,2.0277328995417272e-27,3.5005148476708995e-46,1.6878997108187603e-18,3.44388712368921e-41,1.476349507971782e-38,2.7023561736214256e-24,3.0470321447086456e-23,7.872966682182836e-28,1.0773511347871732e-09,3.947921230957591e-36,4.004400669433498e-22,6.07300625699889e-07,6.252112409352809e-07,2.034016353998631e-10,6.531295081707145e-10,7.48634268981506e-12,1.0110811113937835e-13,1.5845679510601432e-20,5.437603194499959e-12,5.2329268595986027e-17,4.166500936706981e-22,3.942015167355092e-20
2.9561060320082705e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386773654186164,0.11866934169526293,0.02282124677244769,1.9317201388562768e-30,5.546585542843185e-17,4.040450070342233e-15,2.983696822975934e-37,2.1436222122805062e-18,1.6130829637902742e-17,2.5085887543166993e-22,1.5585233656944644e-70,2.196277380294501e-27,4.686249307348716e-46,2.048909146909603e-18,4.67535871891576e-41,2.0965118010170771e-38,3.1372514680510765e-24,3.5992720654210225e-23,8.681276309951613e-28,1.1382228410778441e-09,5.128496922915098e-36,4.897646022060085e-22,6.2342552284626e-07,6.418350656852307e-07,2.1805150072203652e-10,6.82612394739652e-10,8.39943985262627e-12,1.1619633198588755e-13,1.8061822314404295e-20,6.147384230870242e-12,6.027385653351464e-17,5.5247306955195955e-22,5.1202062729031054e-20
3.032674367536792e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386770368473386,0.1186693255253796,0.022821238460187854,2.4659830928581336e-30,6.623138504061489e-17,4.4389316611024925e-15,3.711156169848477e-37,2.3995335639685787e-18,1.817907246175884e-17,2.688734409320466e-22,2.2777426170223974e-70,2.3742221303450004e-27,6.226114973066367e-46,2.4744814608279647e-18,6.302377796943862e-41,2.9522771551638364e-38,3.6280991063658864e-24,4.232671972788955e-23,9.548430300527713e-28,1.2009476222596232e-09,6.630842449449338e-36,5.9676649606265675e-22,6.39549202419846e-07,6.584588052677647e-07,2.333085278164344e-10,7.125451319642955e-10,9.396557487001984e-12,1.330812337545652e-13,2.0521680057959002e-20,6.92745532568326e-12,6.916730743697896e-17,7.275758961624956e-22,6.605823547339687e-20
3.109242703065314e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386767082583154,0.11866930935557098,0.02282123014793545,3.1323811842332526e-30,7.875628120422838e-17,4.8648984635074634e-15,4.595926076762166e-37,2.6780458580228275e-18,2.0424559466136283e-17,2.8766662949396613e-22,3.2969785863035885e-70,2.5618496241254117e-27,8.21235797740244e-46,2.9739888670918462e-18,8.437642170180021e-41,4.1238609585436504e-38,4.180360571767452e-24,4.9564475692356964e-23,1.0477008389719376e-27,1.2655365503266672e-09,8.535805943222344e-36,7.246004891787699e-22,6.556716645165854e-07,6.750824548801864e-07,2.491776491396007e-10,7.429172598668955e-10,1.0482970504530852e-11,1.5192455621121597e-13,2.3245127040002228e-20,7.782618394793168e-12,7.909371595193857e-17,9.518956419050964e-22,8.467932643540701e-20
3.185811038593836e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386763796514384,0.1186692931858371,0.022821221835690488,3.960273428359643e-30,9.327734868676938e-17,5.3194355571727954e-15,5.668390335239586e-37,2.9804615909176845e-18,2.288037568667249e-17,3.072496467583088e-22,4.7287502469581895e-70,2.75944398838758e-27,1.0757885505855153e-45,3.557857632186542e-18,1.1221937862717013e-40,5.715705576561142e-38,4.799864890075655e-24,5.780552798631696e-23,1.1469628156408589e-27,1.332000470711153e-09,1.0943290419416264e-35,8.769441191053745e-22,6.717929092326199e-07,6.917060095411186e-07,2.656633721844062e-10,7.737185595553866e-10,1.1664127549285392e-11,1.728979896660429e-13,2.625311368217046e-20,8.71785400160916e-12,9.014218572504404e-17,1.2375318592696337e-21,1.0788705838341929e-19
3.2623793741223575e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386760510266012,0.11866927701617797,0.022821213523452965,4.984948390426481e-30,1.1005684813545678e-16,5.803635614106333e-15,6.964268331909807e-37,3.308116784691544e-18,2.5560075823650045e-17,3.2763343728288e-22,6.723265806622611e-70,2.967290968024001e-27,1.4000168212664867e-45,4.23765248736628e-18,1.483016118961505e-40,7.862892854509347e-38,5.492822055962171e-24,6.715712586837807e-23,1.2528944140825815e-27,1.400350007719542e-09,1.397655176908356e-35,1.0580805203419787e-21,6.879129366642953e-07,7.083294640904094e-07,2.8276978537694e-10,8.049390476652442e-10,1.2945650335094966e-11,1.9618349575271354e-13,2.956769496655975e-20,9.738321448666692e-12,1.0240699646942697e-16,1.5991426060748998e-21,1.366546529191454e-19
3.338947709650879e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386757223837,0.11866926084659356,0.02282120521122288,6.248733656605423e-30,1.293845811995994e-16,6.318598163994931e-15,8.525490848571312e-37,3.662380446933851e-18,2.8477684057896134e-17,3.4882869056008024e-22,9.479604410056271e-70,3.1856778927091233e-27,1.8105747003896055e-45,5.026164964343966e-18,1.947842727342073e-40,1.073902131341299e-37,6.265836459680067e-24,7.773455434867592e-23,1.3657646983147992e-27,1.470595569845378e-09,1.7787438274643212e-35,1.2729937108509158e-21,7.040317469081676e-07,7.249528131892031e-07,3.005005640033609e-10,8.365689709296462e-10,1.4333332826065659e-11,2.2197362683965451e-13,3.321205858864006e-20,1.084935870490421e-11,1.1598777366562245e-16,2.0543995876444572e-21,1.7212976524748388e-19
3.415516045179401e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386753937226325,0.11866924467708384,0.022821196899000234,7.80230119315156e-30,1.5158009495419338e-16,6.865428869988952e-15,1.0401213153125559e-36,4.0446540204014305e-18,3.164769344394199e-17,3.7084584689585008e-22,1.3259805059521727e-69,3.414893644342377e-27,2.3275417617118774e-45,5.9375056752915205e-18,2.5432424719782816e-40,1.456583075148277e-37,7.125920302062674e-24,8.966145787593118e-23,1.4858462581951669e-27,1.542747354961319e-09,2.2562772206122415e-35,1.5274780609632836e-21,7.201493400610046e-07,7.415760513201716e-07,3.1885897616639777e-10,8.685988008749707e-10,1.5833140263907973e-11,2.5047184378607257e-13,3.721055279846873e-20,1.2056482171884147e-11,1.3098966096105671e-16,2.624509246875756e-21,2.1566014223228651e-19
3.492084380707923e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386750650432986,0.11866922850764886,0.022821188586785026,9.706201236973793e-30,1.769950093512462e-16,7.445238815036204e-15,1.2648985671449794e-36,4.45637082381044e-18,3.5085064889008394e-17,3.936951031530911e-22,1.84065159449976e-69,3.655228625274659e-27,2.9750172885260986e-45,6.987200552783116e-18,3.3017194317898895e-40,1.9624901664744212e-37,8.080506985809136e-24,1.0307016101531264e-22,1.6134151272063225e-27,1.6168153553930387e-09,2.85321150663891e-35,1.8282638291163155e-21,7.362657162197894e-07,7.581991727879028e-07,3.378478887711037e-10,9.010192286387353e-10,1.7451208045643853e-11,2.818928317618086e-13,4.158871390354962e-20,1.3365386292214598e-11,1.4752349531811168e-16,3.3348071770877685e-21,2.688222360614969e-19
3.5686527162364446e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386747363456008,0.11866921233828856,0.022821180274577257,1.2032662334013423e-29,2.0601547139761793e-16,8.059143798816351e-15,1.533610519589119e-36,4.89899548524876e-18,3.880522572642464e-17,4.17386418362697e-22,2.536498178504233e-69,3.90697472730042e-27,3.781798936818356e-45,8.192291059584017e-18,4.262852920325815e-40,2.6271807097851405e-37,9.137464471319739e-24,1.181019853604751e-22,1.748750702135865e-27,1.6928093628775917e-09,3.5977206940639103e-35,2.1831608522196806e-21,7.523808754817236e-07,7.748221717194446e-07,3.574697735393882e-10,9.338211599071457e-10,1.919384045527346e-11,3.1646281385675377e-13,4.63732934071152e-20,1.4781943003443776e-11,1.6570598494716645e-16,4.215433801943394e-21,3.334530170119089e-19
3.645221051764966e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386744076294424,0.11866919616900298,0.022821171962376926,1.4867700765323245e-29,2.3906473972425467e-16,8.708263645326036e-15,1.854117253507746e-36,5.374023369557532e-18,4.2824067892129025e-17,4.419295192052475e-22,3.4710290719703154e-69,4.1704253013979464e-27,4.7821552171571185e-45,9.571438372529302e-18,5.474621497364538e-40,3.4953150701805383e-37,1.0305108585590971e-23,1.3490756193294306e-22,1.8921356646076066e-27,1.7707389734087476e-09,4.5243428552707527e-35,2.6012226972306463e-21,7.684948179442294e-07,7.914450420649991e-07,3.777267130527675e-10,9.669957099694948e-10,2.106750925299053e-11,3.544198622122014e-13,5.1592284756069794e-20,1.6312201040715032e-11,1.8565989004690364e-16,5.302099856854065e-21,4.1168523988255866e-19
3.79835772282201e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386737501413712,0.1186691638306559,0.022821155337998583,2.249283781076665e-29,3.191450916664589e-16,1.0116643292771081e-14,2.6887834040922462e-36,6.427420471016529e-18,5.182367230774578e-17,4.936088544469522e-22,6.373898145608793e-69,4.733620391044655e-27,7.533676701302095e-45,1.293530996010762e-17,8.894038472758465e-40,6.0797312490247455e-37,1.3008038587750045e-23,1.7449086545910976e-22,2.2042004492639455e-27,1.932442436888125e-09,7.103261133435853e-35,3.6704923030070295e-21,8.007190528617669e-07,8.246903719203073e-07,4.2015217746478193e-10,1.0344281470619289e-09,2.5234670642141457e-11,4.4150853087224373e-13,6.345184294557794e-20,1.9738894421680655e-11,2.314043575985922e-16,8.269830129980098e-21,6.1921162326425405e-19
3.9361807267733494e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386731583380486,0.11866913472639895,0.022821140376083515,3.233750554034993e-29,4.1010117462277035e-16,1.1515912415145429e-14,3.726122019590508e-36,7.501907211677954e-18,6.111366002634962e-17,5.431263704568078e-22,1.0783034436527688e-68,5.283497011004514e-27,1.1161551634436855e-44,1.6782354556083723e-17,1.3541901471167187e-39,9.81774771620458e-37,1.5912284860030002e-23,2.178945267896316e-22,2.5154881068085255e-27,2.084687740720227e-09,1.0580300431822458e-34,4.97239626229464e-21,8.297167038154638e-07,8.546106647466633e-07,4.605201229727368e-10,1.096306688456325e-09,2.950155617476437e-11,5.341138745222801e-13,7.591831310207408e-20,2.3276044586950134e-11,2.79994610967867e-16,1.2150914636255617e-20,8.814247253970932e-19
4.074003730724689e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386725664735065,0.11866910562238395,0.02282112541419256,4.6109468105617674e-29,5.22691914188615e-16,1.3046806214220104e-14,5.1273926711074064e-36,8.705979789257652e-18,7.163948731774258e-17,5.955448746902212e-22,1.7903206363956496e-68,5.87592196138949e-27,1.6305589677802664e-44,2.156945570929441e-17,2.032196071277043e-39,1.5589531885335744e-36,1.9326346228451437e-23,2.6984503145322864e-22,2.857394261886115e-27,2.243345177894349e-09,1.5659164897099254e-34,6.699463593961276e-21,8.587104138644936e-07,8.845304388895612e-07,5.029608929984001e-10,1.1592634207374858e-09,3.4301124808161336e-11,6.419696418166478e-13,9.028713043811293e-20,2.7283632845063315e-11,3.3652973025484336e-16,1.7613613839735832e-20,1.2389684220322629e-18
4.2118267346760285e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386719745472502,0.11866907651861089,0.022821110452325707,6.525130337185013e-29,6.611191000997936e-16,1.4715913691289145e-14,7.010339531260571e-36,1.0049393899038968e-17,8.351025731707587e-17,6.509133694655816e-22,2.9206605060558824e-68,6.512655097669679e-27,2.3509198635983286e-44,2.7479190478986028e-17,3.008321009474468e-39,2.4365655050781007e-36,2.3316642166960513e-23,3.315963727301026e-22,3.2316765866206375e-27,2.408464233863966e-09,2.3042233860700618e-34,8.981077089121509e-21,8.877001835853308e-07,9.144496528160307e-07,5.474733686117213e-10,1.2232534957846623e-09,3.967694060776396e-11,7.669325930605306e-13,1.0676982068255956e-19,3.1803183796457423e-11,4.0196932407182407e-16,2.520995412210383e-20,1.7211284058982351e-18
4.349649738627368e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386713825588012,0.11866904741507969,0.02282109549048297,9.169844627967364e-29,8.302296922929114e-16,1.6529814612160816e-14,9.528271746416502e-36,1.154218137888276e-17,9.683967658936483e-17,7.092788135284021e-22,4.686908673516435e-68,7.1954694209966e-27,3.3480551641616435e-44,3.4720822665918754e-17,4.3964836714986047e-39,3.75200989485187e-36,2.795532694540028e-23,4.045228218842302e-22,3.640121573910558e-27,2.580092689139137e-09,3.3727654246747507e-34,1.1983296425150975e-20,9.166860135569434e-07,9.443682632408942e-07,5.940528368989946e-10,1.2882339089901122e-09,4.567416766387234e-11,9.11007553703103e-13,1.2559291761528294e-19,3.6877973461418645e-11,4.773519103308199e-16,3.5654349173549694e-20,2.364631748612826e-18
4.4874727425787076e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238670790507698,0.11866901831179037,0.02282108052866434,1.2803503519072276e-28,1.0355897214899295e-15,1.8495068266266965e-14,1.2880001570950246e-35,1.319463926763809e-17,1.117459609965903e-16,7.706862061350667e-22,7.406276290878679e-68,7.92615061932059e-27,4.713375275545034e-44,4.353293085144496e-17,6.347943290582163e-39,5.697394300134101e-36,3.3320524095482367e-23,4.9012347228402655e-22,4.084543333821554e-27,2.758276693688226e-09,4.91282913238277e-34,1.5918265846932624e-20,9.456679043608207e-07,9.742862251626098e-07,6.426911092047355e-10,1.354163423419844e-09,5.2339522412200286e-11,1.0763526652790692e-12,1.4699838198077933e-19,4.2552993358179455e-11,5.637987781097562e-16,4.9862661759511237e-20,3.2151504795274505e-18
4.625295746530047e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386701983934945,0.11866898920874289,0.022821065566869827,1.7769491936047665e-28,1.283563876491122e-15,2.0618202608542568e-14,1.7322340612725946e-35,1.5017318977446232e-17,1.2835173100313462e-16,8.351786676339501e-22,1.1535340073024697e-67,8.70649662879958e-27,6.563832135112019e-44,5.4186164531420356e-17,9.061614659073359e-39,8.538229809676066e-36,3.9496555644443194e-23,5.900263953855641e-22,4.5667824401312955e-27,2.9430608382327803e-09,7.1235972404572764e-34,2.1055753295501954e-20,9.746458565809997e-07,1.004203491903131e-06,6.933766400129149e-10,1.4210024971375931e-09,5.972122232372159e-11,1.2652844684149686e-12,1.7124399894858385e-19,4.887491055412396e-11,6.625179226452121e-16,6.899878012786233e-20,4.3290350729973984e-18
4.7631187504813867e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.1238669606215759,0.11866896010593721,0.022821050605099424,2.4521927243594476e-28,1.5814008400555284e-15,2.290570377730331e-14,2.3185663895373906e-35,1.7021015617470365e-17,1.4678389725904222e-16,9.02797516757772e-22,1.7723489427357667e-67,9.53831721425714e-27,9.047815882968813e-44,6.698612175032665e-17,1.2796704173234916e-38,1.263752444467305e-35,4.6574165733996817e-23,7.059923814598749e-22,5.088704823966638e-27,3.1344882226174033e-09,1.0284717933878426e-33,2.773716244789346e-20,1.0036198708040834e-06,1.03412001515147e-06,7.460946463449992e-10,1.4887132134985895e-09,6.786893128680949e-11,1.4802828106214198e-12,1.9860375329832405e-19,5.589202400958949e-11,7.748080451446967e-16,9.452958350018262e-20,5.775297761358598e-18
4.900941754432726e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386690139740754,0.11866893100337327,0.022821035643353135,3.365847303540903e-28,1.937324635757851e-15,2.536400599813272e-14,3.089321444766019e-35,1.9216757491124075e-17,1.671735366888025e-16,9.735823446704504e-22,2.688402947237281e-67,1.0423433568434587e-26,1.2352142441454956e-43,8.227634770330203e-17,1.7888098287810377e-38,1.8486537787325013e-35,5.465073806496315e-23,8.399182331984936e-22,5.652200713915636e-27,3.3326005212860215e-09,1.4787116109579443e-33,3.639246954712277e-20,1.0325899476192587e-06,1.064035745010876e-06,8.008272276214878e-10,1.5572592143738013e-09,7.683370178767547e-11,1.7239955654198668e-12,2.2936818101476644e-19,6.365421730064242e-11,9.020626072762773e-16,1.2828948068483667e-19,7.637870532467701e-18
5.038764758384066e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386684216680402,0.11866890190105107,0.022821020681630968,4.596189098378561e-28,2.3606320674232733e-15,2.7999481869421747e-14,4.0984896576580307e-35,2.1615795795934935e-17,1.8965575985335338e-16,1.0475710859677095e-21,4.028790574113126e-67,1.136367792887724e-26,1.6710278535338e-43,1.0044144788465763e-16,2.4764958052853835e-38,2.674370948412858e-35,6.383050672740598e-23,9.938395879716713e-22,6.259183619763732e-27,3.5374380460330655e-09,2.1174828192736997e-33,4.7560558563539856e-20,1.0615560876183076e-06,1.0939506300493336e-06,8.575534858771324e-10,1.6266056361244318e-09,8.666791418768907e-11,1.9992431540174055e-12,2.638446965055881e-19,7.221290801296801e-11,1.0457739266138594e-15,1.7255565794853557e-19,1.0018159690482382e-17
5.176587762335405e-11,0.04988683199999999,0.8585084662769803,0.0,0.0,0.12386678292972628,0.11866887279897059,0.022821005719932914,6.245234804095851e-28,2.86179638833464e-15,3.08184330303918e-14,5.414645255486149e-35,2.422959454699751e-17,2.1436957015305642e-16,1.1248000867670003e-21,5.968613873861669e-67,1.2360893211661443e-26,2.2411969397046513e-43,1.2191031109572e-16,3.397304769569936e-38,3.828352900893935e-35,7.422475995431496e-23,1.1699332452048347e-21,6.911589357914962e-27,3.749039806142527e-09,3.0201467130346913e-33,6.191350624947308e-20,1.0905182913956154e-06,1.1238646173531685e-06,9.162496462356465e-10,1.6967190482039607e-09,9.742521332416924e-11,2.3090228596288196e-12,3.0235789455028467e-19,8.162099402283942e-11,1.2075372991018085e-15,2.3013531581709494e-19,1.3037920850515853e-17
