Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246)
2.112790673312124e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999504,0.11866996602996242,0.02282156769305416,6.157198147131728e-80,5.6571989417127084e-52,2.2300806733920633e-29,6.576222493871695e-56,2.2792283868061848e-39,2.090756160174601e-41,1.8647053178165979e-16,1.2104429475817028e-81,1.864705316735363e-16,5.884246197359617e-54,2.6000429932322274e-53,2.2370213611702222e-58,2.96171159485492e-77,8.917383979200049e-41,7.891598144075447e-54,2.4982467927800797e-30,1.9050447411883257e-15,1.0860578249447108e-81,2.1484176604955734e-56,8.146917769468325e-16,2.5126510923008564e-16,2.6216888190991264e-23,1.9050446886464636e-15,1.6645552129066244e-30,5.782216558716462e-32,7.928493696800605e-39,5.132456502203059e-31,3.9670192168894963e-44,1.5546024403524117e-55,7.89430980736018e-66,4.2191319879258046e-67,1.506763123479497e-92
4.227416959720089e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951999015,0.11866996602995951,0.022821567693054035,7.894483971645872e-78,9.060279414091618e-51,8.949283398688678e-29,1.0530849867738275e-54,1.8252312032079787e-38,1.6739296926133545e-40,3.731030711971465e-16,7.758808084841129e-80,3.731030707643709e-16,9.425019948859191e-53,4.164911216958042e-52,3.5822595938354947e-57,9.48732743409715e-76,7.139330810189107e-40,2.5287487078221634e-52,9.999497774926481e-30,3.811744662198575e-15,1.3924947494606416e-79,6.883431306535857e-55,1.6300913600976592e-15,5.027485200320373e-16,1.049358679474955e-22,3.811744451894198e-15,1.3326561448708242e-29,4.629293900945321e-31,6.349402673800974e-38,2.0543207527959926e-30,3.176028328088146e-43,2.4894663847929966e-54,5.061246907755876e-64,2.7050048843170495e-65,3.865731696854402e-90
8.456669532536017e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199804,0.1186699660299537,0.022821567693053785,1.0113456847387236e-75,1.450346592561293e-49,3.599404242592244e-28,1.68572605976581e-53,1.460924671228854e-37,1.3397381203465448e-39,7.463681506924044e-16,4.969471898753067e-78,7.463681489607384e-16,1.508821690610193e-51,6.667737131801563e-51,5.73430296075911e-56,3.0384226320522757e-74,5.7136367984171064e-39,8.09791590666596e-51,4.001101592682241e-29,7.625144679535452e-15,1.783895642747921e-77,2.2040615730256896e-53,3.2608905085736357e-15,1.005715341635908e-15,4.1988009307619604e-22,7.625143838043997e-15,1.0665297031582902e-28,3.704849770626606e-30,5.082379668394479e-37,8.2199636506458e-30,2.5417892621319162e-42,3.985013914971752e-53,3.2420420637590826e-62,1.7327357721679227e-63,9.907475347973282e-88
1.6915174678167876e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951996084,0.11866996602994206,0.022821567693053282,1.2950718372283253e-73,2.3211181088813963e-48,1.4548186305069444e-27,2.6980442289395834e-52,1.1690356123926246e-36,1.0721310750562767e-38,1.4928983123400582e-15,3.1816894733198144e-76,1.4928983054122668e-15,2.414769529456031e-50,1.067149242615098e-49,9.177886856894921e-55,9.732685736750875e-73,4.571781319709193e-38,2.5923130297015783e-49,1.6007011634081669e-28,1.5251945415474855e-14,2.284355430887372e-75,7.055201209913965e-52,6.522488734222881e-15,2.01164898484352e-15,1.6797932696130978e-21,1.5251942048960947e-14,8.533854309726115e-28,2.964455055764059e-29,4.067388095050491e-36,3.2885245230232007e-29,2.0338197404999854e-41,6.378108447676071e-52,2.0758134417814808e-60,1.1094515721844752e-61,2.5379597511790078e-85
3.383218496943159e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795199218,0.11866996602991879,0.022821567693052276,1.6580537863834545e-71,3.71424593213618e-47,5.938338123893002e-27,4.3183779085498e-51,9.353467260032275e-36,8.580055621501442e-38,2.9859586462639137e-15,2.0366738733086694e-74,2.985958618550496e-15,3.864154665615086e-49,1.7076906386875004e-48,1.4689745860879827e-53,3.1197098001589755e-71,3.6577783820403094e-37,8.296990050271358e-48,6.40332568487934e-28,3.050554969241727e-14,2.9246131856316025e-73,2.25803100010333e-50,1.304568490031056e-14,4.0235162712582255e-15,6.7197158384860675e-21,3.050553622526468e-14,6.827725693494754e-27,2.3718089788189007e-28,3.255050025472241e-35,1.315519916384735e-28,1.6272137147835766e-40,1.0208536033456761e-50,1.3288056099106446e-58,7.102220483357057e-60,6.500366153214343e-83
6.766620555195901e-19,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795198437,0.11866996602987225,0.022821567693050264,2.1225664418116212e-69,5.943178426011566e-46,2.4703075929927936e-26,6.913173779236641e-50,7.483244724811558e-35,6.867878708182714e-37,5.972079356625807e-15,1.303596589550257e-72,5.972079245767646e-15,6.183064579241675e-48,2.7325153787429325e-47,2.3516414972504956e-52,1.0015124272555217e-69,2.9263713028381836e-36,2.6552889196644393e-46,2.5614344370852354e-27,6.101276946656455e-14,3.743959245263368e-71,7.226374668976986e-49,2.6092076091642764e-14,8.047250844085563e-15,2.6879924324758936e-20,6.101271559575422e-14,5.462430271603089e-26,1.8975688646542048e-27,2.6053690567101676e-34,5.262318184584792e-28,1.301838262024904e-39,1.6342566717311917e-49,8.505202100498124e-57,4.5461385722326386e-58,1.6650557974399121e-80
1.3533424671701386e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951968756,0.11866996602977917,0.02282156769304624,2.7171164545548676e-67,9.509455880193453e-45,1.0640449752234754e-25,1.107229616885137e-48,5.986780861977995e-34,5.500046852448571e-36,1.1944320947406221e-14,8.343414948402528e-71,1.1944320503964721e-14,9.893231748891449e-47,4.372220800742678e-46,3.766442517209032e-51,3.2251276534578755e-68,2.3411680985719503e-35,9.844372068543394e-45,1.0245945703704489e-26,1.2202725389611776e-13,4.792676011783913e-69,2.312604828106582e-47,5.218485391093549e-14,1.6094719989731937e-14,1.0752162256895682e-19,1.2202703840828462e-13,4.370032593538233e-25,1.51814168990408e-26,2.08622398811495e-33,2.104989617470874e-27,1.0415041157031726e-38,2.6174622727163692e-48,7.192751918334793e-55,3.845087926207225e-56,9.224888798014493e-78
2.706703290471236e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795193752,0.11866996602959301,0.02282156769303819,3.4782275040927806e-65,1.5215624345226372e-43,4.863439900424039e-25,1.7750897162560208e-47,4.789493459011551e-33,4.4090712988400775e-35,2.3888804809192764e-14,5.339907018577472e-69,2.388880303540998e-14,1.5829416640733406e-45,6.995800591637327e-45,6.038290106043239e-50,1.0450170428382685e-66,1.872981491501417e-34,3.1637059901150775e-43,4.098419573234027e-26,2.4405640228106496e-13,6.135186988345501e-67,7.400963215542159e-46,1.043703912960412e-13,3.218965828099151e-14,4.300887672025799e-19,2.4405554031973453e-13,3.496043005320465e-24,1.2146086700724095e-25,1.6719860748904596e-32,8.420200298772238e-27,8.3322724058931e-38,4.1962652493548466e-47,4.620783389193285e-53,2.4707613145929167e-54,2.3714044778700326e-75
5.413424937073431e-18,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951875053,0.1186699660292207,0.022821567693022096,4.4527710626511535e-63,2.4346031317657505e-42,2.431155052529897e-24,2.8513608868865818e-46,3.8316138519181927e-32,3.5416484066790076e-34,4.7777775253662303e-14,3.417572309991648e-67,4.7777768158505156e-14,2.532720922143914e-44,1.1193767583970257e-43,9.69942274807432e-49,3.427448990322268e-65,1.4984337554019562e-33,1.0125118232654484e-41,1.6393758479278326e-25,4.881154171619237e-13,7.854167974485794e-65,2.3686415414946933e-44,2.0874139305239e-13,6.43795348633779e-14,1.7203470336523149e-18,4.881119692896602e-13,2.7968117041173645e-23,9.718221468644855e-25,1.3423681857936482e-31,3.368222241428055e-26,6.666082521969558e-37,6.740538417644218e-46,2.957288215531317e-51,1.5820367789792252e-52,6.095613533207429e-73
1.0826868230277819e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795175012,0.11866996602847606,0.022821567692989906,5.70107271182228e-61,3.895651439383869e-41,1.3610702239340127e-23,4.598028750191654e-45,3.06528523829652e-31,2.8563192476397107e-33,9.555572702613584e-14,2.187247440385784e-65,9.555569864551578e-14,4.0523475778494165e-43,1.7911342393504423e-42,1.5641033639177118e-47,1.1506720161104263e-63,1.198814083309816e-32,3.239943889943894e-40,6.55751751098902e-25,9.762363194283053e-13,1.0056026243903524e-62,7.581676527063636e-43,4.17483104510088e-13,1.287592880276198e-13,6.881271354750478e-18,9.76222527829372e-13,2.237393128961109e-22,7.776671278249378e-24,1.0815286437233033e-30,1.3473923953194598e-25,5.3332421923721225e-36,1.0869601798049399e-44,1.892393897170928e-49,1.0133271404286283e-50,1.5731344413495007e-70
1.624031152348221e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951625186,0.11866996602773142,0.022821567692957716,3.7734533212593223e-60,1.4564569865001555e-40,3.463028487637546e-23,1.6996394109756082e-44,9.100045459237672e-31,8.211122398744103e-33,1.4333368968209404e-13,1.241853277957136e-64,1.4333362937334863e-13,1.533082789138406e-42,6.828950200598204e-42,5.78163395668151e-47,5.364007133768033e-63,3.4279790867505814e-32,1.4323339955021901e-39,1.3934731377625227e-24,1.464360094186731e-12,6.655930828200279e-62,3.547237507250649e-42,6.262245239132508e-13,1.931390411913307e-13,1.462251532778186e-17,1.4643307869806743e-12,6.397447579896844e-22,2.223983808403631e-23,3.223657864979456e-30,2.863379959713303e-25,1.525041949613209e-35,4.017894504685295e-44,9.390294765708355e-49,5.029873930050653e-50,8.48958566441399e-70
2.1653754816686598e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951500253,0.11866996602698678,0.022821567692925527,1.7039652942332735e-59,3.794674980489355e-40,6.803992630337281e-23,4.3302021127744286e-44,1.9828462194728962e-30,1.7421548430145822e-32,1.9111166322148406e-13,4.775910491946219e-64,1.91111560342005e-13,3.9905970854844845e-42,1.837453546358506e-41,1.4729974520744298e-46,1.644920209838008e-62,7.230841368762497e-32,4.8945823075659285e-39,2.377101576955797e-24,1.9524867415714064e-12,3.005595714038222e-61,1.1444860026033197e-41,8.349656512623437e-13,2.5751879435451066e-13,2.494399085592005e-17,1.9524367467553225e-12,1.3493877862959244e-21,4.691678770887139e-23,7.053916791955441e-30,4.884872721178998e-25,3.216892010501426e-35,1.0236458032050756e-43,3.972478070977605e-48,2.1283429334423477e-49,5.776628860877484e-69
3.248064140309538e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667951250375,0.11866996602549751,0.022821567692861148,1.970589299247564e-58,1.4232023646382602e-39,1.7184785630000923e-22,1.5292888913157578e-43,5.755552449277353e-30,4.8203158141741414e-32,2.86667635842851e-13,3.634828749596452e-63,2.866674228445206e-13,1.464485316554418e-41,7.432597981536808e-41,5.202156445729332e-46,7.818171181057509e-62,1.9750856010212093e-31,3.0094118723019645e-38,4.9214867314857636e-24,2.9287467785150828e-12,3.4758893097122876e-60,6.301262730257888e-41,1.2524472205289969e-12,3.862783006796244e-13,5.164231409909556e-17,2.9286432698447925e-12,3.685508259683849e-21,1.281739588071764e-22,2.0653816446724474e-29,1.011459270026068e-24,8.787006801707702e-35,3.615186866318236e-43,3.578279057318076e-47,1.9182214643138823e-48,1.176606320967918e-67
4.3307527989504157e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.412896679510005,0.11866996602400824,0.02282156769279677,8.867428079873828e-58,3.705457700746108e-39,3.4240047832523668e-22,3.854291815288435e-43,1.2586670671945486e-29,1.020330769702835e-31,3.8222364848605223e-13,1.3725066263607244e-62,3.822232862326438e-13,3.7975033815332683e-41,2.013428203906648e-40,1.3111081153547661e-45,2.4006872147545842e-61,4.132771437925041e-31,1.0102420502607316e-37,8.370158428461709e-24,3.90501737963748e-12,1.5641107188836785e-59,2.0225278502780733e-40,1.6699277158126253e-12,5.150378070027856e-13,8.782833708562412e-17,3.904841337403676e-12,7.711151214588916e-21,2.6823780796653376e-22,4.5497423361419963e-29,1.720410996342437e-24,1.838668258060693e-34,9.111409003885897e-43,1.4114179476450489e-46,7.569329168639369e-48,6.12927899661661e-67
5.4134414575912936e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966795075063,0.11866996602251897,0.02282156769273239,3.1589598420445286e-57,8.102123935992083e-39,6.015080816691709e-22,8.250106324676319e-43,2.361416294850161e-29,1.8794871170631872e-31,4.777797040094474e-13,4.198206675875756e-62,4.777791505696435e-13,8.303115053231532e-41,4.523447212387022e-40,2.806425360469557e-45,6.1560434696377365e-61,7.5239913535447875e-31,2.7300851254433182e-37,1.2787707441981931e-23,4.881299299928221e-12,5.572036111541105e-59,5.285611151772524e-40,2.0874070604032735e-12,6.437973133238545e-13,1.3417916373744658e-16,4.881030345543981e-12,1.4037549740192458e-20,4.884184980774947e-22,8.599347162632791e-29,2.6286872396672197e-24,3.3474764900105806e-34,1.9502946312406875e-42,4.4501196024333156e-46,2.3875455874076335e-47,2.6141203880525463e-66
6.496130116232171e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667950500747,0.11866996602102971,0.02282156769266801,9.81326039956115e-57,1.5767373558596877e-38,9.70799050555443e-22,1.585372127760175e-42,3.9974266337252724e-29,3.1550158027819615e-31,5.733358031939998e-13,1.1190936526322266e-61,5.733350158728227e-13,1.6186469148662003e-40,8.969626142605344e-40,5.392935278065726e-45,1.4065394911393254e-60,1.2480353211059087e-30,6.366371886532658e-37,1.8191787422278697e-23,5.857592746136169e-12,1.730944489141138e-58,1.2079694429851078e-39,2.5048852333365632e-12,7.72556819642793e-13,1.9087932638850554e-16,5.857210129276367e-12,2.3282706689276352e-20,8.102861891971062e-22,1.4668676639388636e-28,3.739990008911693e-24,5.552693884652235e-34,3.747758662904019e-42,1.2016633144644787e-45,6.450089800708884e-47,9.501788630963873e-66
8.661507433513927e-17,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667950000986,0.11866996601805116,0.022821567692539253,9.755541956802993e-56,4.964528109745935e-38,2.1573564290203177e-21,5.0094651295026073e-42,9.487558666911775e-29,7.51047144096409e-31,7.644481324616134e-13,7.303357305481746e-61,7.644467493759686e-13,5.167281189838152e-40,2.8759879587810546e-39,1.704062273565769e-44,6.85679754584105e-60,2.890350436768546e-30,2.8024484898683136e-36,3.19576662520175e-23,7.810214197281023e-12,1.720763626235784e-57,5.32573653688269e-39,3.3398380664690288e-12,1.0300758322742827e-12,3.3530401621284945e-16,7.809542041509641e-12,5.39093706204841e-20,1.877309393148671e-21,3.5450210711855123e-28,6.571700924016627e-24,1.2860168482422193e-33,1.184215964209223e-41,7.387581504143643e-45,3.973551120827423e-46,1.2106636549817367e-64
1.2992262068077438e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966794900147,0.11866996601209408,0.022821567692281733,2.285764267545455e-54,2.6491201132894427e-37,6.972047489070133e-21,2.808518751849602e-41,3.275850905310677e-28,2.687046446760816e-30,1.1466733135175779e-12,1.055659721476544e-59,1.1466702279463694e-12,2.8310192790948227e-39,1.5410390515028192e-38,9.553702163517586e-44,7.717181216893508e-59,9.784660462416217e-30,2.3385160609847217e-35,7.129630177550235e-23,1.1715595070104335e-11,4.0318210971230207e-56,4.529485195122062e-38,5.009729710366322e-12,1.5451138575117607e-12,7.479770112743002e-16,1.1714095472039951e-11,1.8241006348355931e-19,6.36107167827059e-21,1.2705913922849469e-27,1.4668901870542513e-23,4.353970253056799e-33,6.63918633089335e-41,9.74500419265512e-44,5.2664036366114714e-45,4.327485607116971e-63
2.165377133720446e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966794700235,0.11866996600017991,0.022821567691766693,1.0916611017321575e-52,2.2218311127451828e-36,3.183500904545312e-20,2.6426495594270904e-40,1.5722742672770589e-27,1.4156619204074833e-29,1.9111257652933434e-12,2.9038450335684483e-58,1.9111172313402926e-12,2.444640227398242e-38,1.2793156279724563e-37,8.989478151999227e-43,1.82322417453256e-57,4.6486078408786495e-29,3.3235991344376442e-34,1.9719374190283812e-22,1.9526908746682208e-11,1.9255626102877803e-54,6.679647716700664e-37,8.349456917980442e-12,2.5751899078847058e-12,2.068355249313205e-15,1.9522760847840412e-11,8.657053374309142e-19,3.028128718851706e-20,6.556191871729665e-27,4.061637261606079e-23,2.068980462385326e-32,6.247020740029687e-40,2.431401159985302e-42,1.3270933575502098e-43,3.7941394412284354e-61
3.8976789875458506e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128966794300391,0.11866996597635159,0.022821567690736618,8.207764874808341e-51,2.507334804364067e-35,1.8599912559774915e-19,3.6110447304284204e-39,9.468861923301533e-27,1.0163154864826672e-28,3.440039025612609e-12,1.185478134573648e-56,3.440011423146332e-12,2.8166592438342016e-37,1.4241854200607622e-36,1.2283686011137942e-41,7.338882185521915e-56,2.792241423289266e-28,6.743397455562671e-33,6.378435857818489e-22,3.515174459456776e-11,1.4477537727558658e-52,1.4089052131515933e-35,1.5028687047562213e-11,4.635342008222428e-12,6.687497425990914e-15,3.5138326072627386e-11,5.188650440295485e-18,1.826311299252097e-19,4.501040796960329e-26,1.3167677331142773e-22,1.2433149034912202e-31,8.536104059636298e-39,9.236691546636076e-41,5.142830785243816e-42,6.2116444050024e-59
5.629980841371255e-16,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41289667939005176,0.11866996595252326,0.022821567689706543,6.361212962077105e-50,9.869678747762853e-35,5.362026391170476e-19,1.548943044809746e-38,2.7565644098428777e-26,3.3412046654423826e-28,4.968963427075271e-12,7.539006000005109e-56,4.968905861678466e-12,1.0962476990036813e-36,5.658732457329444e-36,5.269042506407511e-41,4.738652909598363e-55,8.131049751850352e-28,3.637302843860959e-32,1.3302947496946935e-21,5.077952643865699e-11,1.122043593424181e-51,7.253993894822002e-35,2.1707618141834934e-11,6.6954941080157e-12,1.3942508066845997e-14,5.075153753820598e-11,1.5085975989851653e-17,5.333395873178702e-19,1.437834587629924e-25,2.7517032574664684e-22,3.6217158884412025e-31,3.6615126292664793e-38,6.333578802953619e-40,3.5528411387853763e-41,6.299882780141125e-58
