Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246)
2.8845908501415325e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287960161743725,0.11866599839411773,0.02282139617328531,2.9386041373352697e-18,6.732138392078101e-13,1.1189978391331952e-07,3.9707589241715034e-17,2.127824881748462e-14,1.000080114235406e-12,2.68429988560876e-07,1.1248711124759318e-29,2.727713311522141e-07,5.960320228658545e-20,8.408440412456041e-16,2.111891875755048e-18,4.972468712085394e-24,3.131781357368543e-11,1.5956547948920943e-14,1.206270586263055e-12,1.3034123070945078e-05,5.1747340095174233e-20,1.4428653870067474e-12,2.680163105031553e-07,3.4273894363634233e-07,2.2587538154189224e-08,1.2602937917662002e-07,3.577274954932394e-08,3.246791376386364e-06,1.5780054426893835e-09,2.589530771694915e-10,1.3110719560725345e-14,2.5950287255769608e-15,1.4813264998179055e-16,4.777850161034825e-12,3.661366956870769e-18
2.909544742531606e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128794462806511,0.11866596407285719,0.02282139468957697,3.0730994934682788e-18,6.947305106598195e-13,1.1297891569359451e-07,4.1145070778091315e-17,2.148593185084296e-14,1.017728897190574e-12,2.7076008687829875e-07,1.1664369384628262e-29,2.7530855994180784e-07,6.07139705811792e-20,8.601731637119402e-16,2.1657472491974527e-18,5.1004386687379874e-24,3.2033734638054995e-11,1.6112437367702255e-14,1.219342468622908e-12,1.315447281971332e-05,5.411488803723921e-20,1.4827768030061028e-12,2.693057127129656e-07,3.457020811524531e-07,2.258767374918911e-08,1.2603194612285974e-07,3.579350842569901e-08,3.2774694783227322e-06,1.6074417709443659e-09,2.6228552491524454e-10,1.3380955885186344e-14,2.634103252615153e-15,1.5013865120586028e-16,4.903085780882066e-12,3.7569532987138236e-18
2.934498634921679e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128792909474498,0.11866592975162696,0.02282139320586984,3.2124879376794386e-18,7.167191909494092e-13,1.1405897497012198e-07,4.262143238623711e-17,2.16936516509483e-14,1.0355301560749604e-12,2.730901717688909e-07,1.2091395101922846e-29,2.7784886560226915e-07,6.183454996152444e-20,8.7975010290420565e-16,2.2203986880580054e-18,5.2303278135020335e-24,3.275881607848852e-11,1.6268328527820247e-14,1.2324185735158953e-12,1.327481874176208e-05,5.656852333188855e-20,1.5234231643672271e-12,2.7059472223400394e-07,3.4866519684582153e-07,2.2587790487814648e-08,1.260344122604684e-07,3.58144251438531e-08,3.3081479151184715e-06,1.6371518962907599e-09,2.6562498544122107e-10,1.3654086051163925e-14,2.673336841018833e-15,1.521519857768854e-16,5.030186969487366e-12,3.853969644477247e-18
2.9594525273117525e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128791356179418,0.11866589543042706,0.02282139172216392,3.3569022801842852e-18,7.391854195332711e-13,1.1513996928245994e-07,4.4137374689419365e-17,2.1901408146707096e-14,1.0534838777500378e-12,2.7542024313871625e-07,1.2529990393281845e-29,2.803922479191791e-07,6.296492448583048e-20,8.995753694005347e-16,2.27584914873499e-18,5.3621438927212274e-24,3.349307690855564e-11,1.6424221176403553e-14,1.2454987242285125e-12,1.3395160728517385e-05,5.911058047242263e-20,1.5648112907432934e-12,2.718833573830566e-07,3.5162829079939107e-07,2.258788942877408e-08,1.2603678323271125e-07,3.5835501428594145e-08,3.3388266601208223e-06,1.6671358526248892e-09,2.689713402081884e-10,1.3930111323901548e-14,2.7127286065006095e-15,1.5417263134181948e-16,5.159158016091006e-12,3.952421775105563e-18
2.984406419701826e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287898029223036,0.11866586110925748,0.022821390238459197,3.506477727095058e-18,7.621347409431613e-13,1.1622190621533234e-07,4.5693604681494064e-17,2.2109201284916363e-14,1.0715900495000773e-12,2.777503008994663e-07,1.2980359016922708e-29,2.829387066753359e-07,6.410507823865296e-20,9.196494654207904e-16,2.332101568124464e-18,5.495894612472871e-24,3.4236535819776434e-11,1.6580115074762246e-14,1.2585827512875919e-12,1.3515498676556609e-05,6.17434359893289e-20,1.6069480029117299e-12,2.7317163546328833e-07,3.5459136309374825e-07,2.258797156933526e-08,1.2603906435603633e-07,3.585673890321457e-08,3.369505688174881e-06,1.6973936744044244e-09,2.7232447346103417e-10,1.4209032944136185e-14,2.7522777087080756e-15,1.562005670182013e-16,5.29000309975386e-12,4.05231548153506e-18
3.009360312091899e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128788249704139,0.11866582678811817,0.022821388754755687,3.661351902098318e-18,7.855727046728849e-13,1.1730479339592543e-07,4.7290835727962974e-17,2.2317031029229516e-14,1.0898486590130131e-12,2.800803449681345e-07,1.344270636900178e-29,2.854882416508856e-07,6.525499533183658e-20,9.39972885019601e-16,2.389158864535842e-18,5.6315876406459866e-24,3.498921118917664e-11,1.673600999756648e-14,1.2716704921640612e-12,1.3635832487310806e-05,6.446950882853759e-20,1.6498401227471734e-12,2.744595728220939e-07,3.5755441380718226e-07,2.2588037849033032e-08,1.2604126063975358e-07,3.587813909564075e-08,3.4001849755365317e-06,1.727925396627194e-09,2.756842721578183e-10,1.4490852129468162e-14,2.791983350004349e-15,1.5823577335666498e-16,5.422726292720048e-12,4.153656566354963e-18
3.034314204481972e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287866965258646,0.11866579246700917,0.022821387271053383,3.821664868134115e-18,8.09504865069443e-13,1.1838863849134722e-07,4.892978756700454e-17,2.252489735918437e-14,1.108259694362169e-12,2.8241037526671e-07,1.3917239479989237e-29,2.880408526234473e-07,6.641465990539887e-20,9.605461142744855e-16,2.4470239385819635e-18,5.7692306089608986e-24,3.575112108665087e-11,1.689190573207461e-14,1.28476179098881e-12,1.3756162066784975e-05,6.729126072966633e-20,1.6934944731951768e-12,2.7574718490551636e-07,3.6051744301574416e-07,2.2588089153144525e-08,1.2604337680448365e-07,3.589970344419532e-08,3.4308644997906495e-06,1.758731054810716e-09,2.790506259008308e-10,1.477557007567906e-14,2.831844774289439e-15,1.6027823230415735e-16,5.557331563689296e-12,4.2564508454089095e-18
3.0592680968720454e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287851433883765,0.11866575814593044,0.022821385787352287,3.987559149076606e-18,8.33936781228202e-13,1.1947344920623933e-07,5.0611186310479957e-17,2.273280026928927e-14,1.1268231439888095e-12,2.847403917218903e-07,1.4404167011058621e-29,2.905965393682294e-07,6.758405612835865e-20,9.81369631469209e-16,2.5056996740444994e-18,5.9088311149323975e-24,3.652228328213891e-11,1.704780207740757e-14,1.2978564982801413e-12,1.3876487325295019e-05,7.021119660425263e-20,1.7379178782466606e-12,2.7703448630945037e-07,3.634804507933027e-07,2.258812631594751e-08,1.2604541729945758e-07,3.592143330299859e-08,3.461544239774217e-06,1.7898106849724318e-09,2.8242342686959016e-10,1.5063187957999497e-14,2.871861265860691e-15,1.6232792716946762e-16,5.693822781000978e-12,4.360704149339508e-18
3.0842219892621186e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287835902925285,0.11866572382488198,0.0228213843036524,4.159179751416129e-18,8.588740168919403e-13,1.205592332805321e-07,5.2335764444914753e-17,2.294073976816378e-14,1.1455389966854829e-12,2.8707039426481055e-07,1.4903699250490905e-29,2.931553016581405e-07,6.876316819951234e-20,1.0024439072725237e-15,2.5651889387155106e-18,6.050396723778468e-24,3.7302715252620675e-11,1.720369884386669e-14,1.3109544706823597e-12,1.39968081772205e-05,7.323186491397359e-20,1.7831171629130844e-12,2.7832149082782576e-07,3.6644343721160034e-07,2.2588150123775593e-08,1.260473863187407e-07,3.59433299470324e-08,3.4922241755040735e-06,1.8211643236106346e-09,2.858025697557194e-10,1.5353706932328454e-14,2.9120321483110355e-15,1.6438484258935005e-16,5.832203715731656e-12,4.466422325078415e-18
3.109175881652192e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287820372391393,0.11866568950386382,0.022821382819953717,4.336674185942643e-18,8.843221403536513e-13,1.2164599848733384e-07,5.4104260832456974e-17,2.3148715877730594e-14,1.164407241580121e-12,2.8940038283078934e-07,1.5416048110092955e-29,2.9571713926389306e-07,6.995198034816127e-20,1.0237694049124173e-15,2.625494585215918e-18,6.193934970276385e-24,3.8092434188934505e-11,1.735959585229222e-14,1.3240555707150356e-12,1.4117124540772074e-05,7.635585804885169e-20,1.829099153202328e-12,2.796082114979512e-07,3.6940640234030607e-07,2.2588161317883202e-08,1.2604928781644786e-07,3.596539457688704e-08,3.522904288108992e-06,1.8527920076860731e-09,2.8918795169964283e-10,1.5647128136405683e-14,2.9523567834636842e-15,1.664489644947674e-16,5.9724780447079445e-12,4.5736112372843345e-18
3.134129774042265e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287804842289894,0.11866565518287589,0.022821381336256243,4.520192489430495e-18,9.10286724362969e-13,1.2273375263094647e-07,5.591742071181232e-17,2.3356728632455628e-14,1.1834278681208618e-12,2.917303573590892e-07,1.594142712163039e-29,2.98282051954102e-07,7.115047683479278e-20,1.045346580346007e-15,2.686619451791658e-18,6.339453360568065e-24,3.8891457002423906e-11,1.7515492933460262e-14,1.337159666532525e-12,1.423743633777284e-05,7.9585812705446e-20,1.8758706760952664e-12,2.808946606431924e-07,3.7236934624706813e-07,2.258816059713241e-08,1.2605112552101552e-07,3.5987628323211816e-08,3.5535845597658298e-06,1.884693774604219e-09,2.9257947222904253e-10,1.59434526909389e-14,2.992834570341675e-15,1.6852028007933779e-16,6.1146493534365865e-12,4.682276769731268e-18
3.159083666432338e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128778931262826,0.1186656208619182,0.022821379852559977,4.709887246324479e-18,9.367733460360953e-13,1.2382250354499887e-07,5.777599569915723e-17,2.356477807863315e-14,1.2026008660615627e-12,2.9406031779269204e-07,1.6480051433274673e-29,3.008500394953763e-07,7.235864195171814e-20,1.0671758824252064e-15,2.7485663630882317e-18,6.486959373916337e-24,3.969980033141728e-11,1.7671389927515454e-14,1.350266631693315e-12,1.435774349345264e-05,8.292441026502779e-20,1.9234385595230227e-12,2.8218084991314817e-07,3.7533226899756365e-07,2.2588148620513495e-08,1.2605290294859157e-07,3.60100322508887e-08,3.584264973639492e-06,1.9168696621981737e-09,2.959770331990212e-10,1.624268170068738e-14,3.0334649441710512e-15,1.7059877776872465e-16,6.258721138953576e-12,4.792424826649183e-18
3.1840375588224115e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287773783413634,0.11866558654099078,0.022821378368864918,4.905913610427137e-18,9.637875867691095e-13,1.2491225909069154e-07,5.968074378903025e-17,2.3772864273713244e-14,1.2219262254479767e-12,2.9639026407808725e-07,1.7032137806064386e-29,3.0342110165240746e-07,7.357646002366948e-20,1.0892577530582807e-15,2.8113381309043757e-18,6.636460464413897e-24,4.0517480547545665e-11,1.7827286683437374e-14,1.3633763449388006e-12,1.4478045936254586e-05,8.637437717174012e-20,1.9718096323448768e-12,2.8346679032147684e-07,3.7829517065554913e-07,2.2588126009509808e-08,1.2605462341560064e-07,3.60326073629472e-08,3.6149455138264676e-06,1.9493197087122074e-09,2.993805387339139e-10,1.6544816255503362e-14,3.0742473754165062e-15,1.7268444718963928e-16,6.404696812594207e-12,4.904061334019249e-18
3.208991451212485e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287758254652857,0.1186655522200936,0.022821376885171066,5.1084293265872494e-18,9.913350321545398e-13,1.260030271551446e-07,6.163242935520263e-17,2.3980987285668983e-14,1.2414039366045568e-12,2.987201961650727e-07,1.759790461038058e-29,3.0599523818805063e-07,7.480391540835847e-20,1.11159262736742e-15,2.8749375549255127e-18,6.787964062646494e-24,4.1344513761902495e-11,1.798318305853848e-14,1.3764886899810951e-12,1.4598343597652935e-05,8.993848531074035e-20,2.0209907243268372e-12,2.8475249228151727e-07,3.812580512829068e-07,2.2588093350317077e-08,1.260562900505368e-07,3.6055354604237466e-08,3.645626165301725e-06,1.9820439527859016e-09,3.0278989517069936e-10,1.684985743133284e-14,3.1151813688480335e-15,1.7477727914074746e-16,6.552579702685865e-12,5.017192240825554e-18
3.233945343602558e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.412877427263525,0.11866551789922664,0.02282137540147842,5.317594752389511e-18,1.019421271901094e-12,1.2709481564984392e-07,6.36318231515286e-17,2.418914719240086e-14,1.2610339901218659e-12,3.010501140065677e-07,1.81775718224362e-29,3.0857244886340276e-07,7.6040992496999e-20,1.1341809338424344e-15,2.9393674234376383e-18,6.941477577311909e-24,4.218091583105013e-11,1.813907891799172e-14,1.389603555299523e-12,1.4718636411981811e-05,9.361955238632504e-20,2.0709886661208235e-12,2.86037965639837e-07,3.842209109396925e-07,2.2588051195926192e-08,1.2605790580503293e-07,3.6078274864876466e-08,3.676306913868743e-06,2.0150424334388938e-09,3.0620501100395777e-10,1.7157806291176976e-14,3.1562664626374414e-15,1.7687726556498674e-16,6.702373057165356e-12,5.1318235202650586e-18
3.258899235992631e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128772719851887,0.11866548357838991,0.022821373917786984,5.533572879845305e-18,1.0480518997564333e-12,1.2818763250917805e-07,6.567970231277601e-17,2.439734408117623e-14,1.2808163768445608e-12,3.0338001755843555e-07,1.877136102077934e-29,3.111527334378762e-07,7.728767571479567e-20,1.1570230944906803e-15,3.0046305140222637e-18,7.097008396796155e-24,4.30267023628771e-11,1.8294974134385936e-14,1.4027208339454266e-12,1.4838924316273893e-05,9.74204423000368e-20,2.1218102892444847e-12,2.8732321970783244e-07,3.871837496841796e-07,2.2588000068078374e-08,1.260594734642533e-07,3.610136898348194e-08,3.7069877461125144e-06,2.048315190056185e-09,3.096257968323298e-10,1.746866388601553e-14,3.197502227483823e-15,1.7898439952115361e-16,6.85408004612253e-12,5.247961170917535e-18
3.2838531283827044e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128771167115797,0.11866544925758338,0.022821372434096755,5.7565293570845854e-18,1.0772325134328886e-12,1.2928148568906227e-07,6.77768503554379e-17,2.460557804810168e-14,1.3007510878599259e-12,3.057099067793189e-07,1.9379495382810477e-29,3.137360916692672e-07,7.854394952140064e-20,1.180119524983332e-15,3.0707295942330066e-18,7.254563890708392e-24,4.3881888722310027e-11,1.845086858730745e-14,1.4158404233549601e-12,1.4959207250108636e-05,1.0134406552875193e-19,2.173462426061614e-12,2.886082632914972e-07,3.9014656757290426e-07,2.2587940459100712e-08,1.2606099565665114e-07,3.612463775020773e-08,3.7376686493553052e-06,2.081862262374015e-09,3.13052165306428e-10,1.77824312556936e-14,3.2388882657666746e-15,1.810986751568885e-16,7.007703764271988e-12,5.365611217877173e-18
3.3088070207727776e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128769614427561,0.11866541493680705,0.022821370950407732,5.986632510048814e-18,1.1069687145360222e-12,1.3037638316564194e-07,6.992405717852569e-17,2.481384919762615e-14,1.320838114486935e-12,3.080397816304826e-07,2.0002199681313347e-29,3.163225233138211e-07,7.980979841134002e-20,1.2034706347980858e-15,3.1376674222544263e-18,7.414151411375785e-24,4.474649003688444e-11,1.8606762162946107e-14,1.4289622251695341e-12,1.5079485155469356e-05,1.0539337950274893e-19,2.225951909763156e-12,2.898931047194725e-07,3.9310936466070706e-07,2.2587872833629712e-08,1.260624748631324e-07,3.614808190959316e-08,3.7683496116150235e-06,2.1156836904662784e-09,3.1648403107815744e-10,1.809910942977285e-14,3.280424210725535e-15,1.8322008768357095e-16,7.163247233354585e-12,5.484779713847333e-18
3.333760913162851e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287680617877365,0.11866538061606094,0.022821369466719924,6.224053364184925e-18,1.1372661084959303e-12,1.3147233293407258e-07,7.212211906434424e-17,2.5022157642073177e-14,1.341077448265813e-12,3.103696420756671e-07,2.063970028099968e-29,3.189120281262947e-07,8.108520691441215e-20,1.2270768273584097e-15,3.205446747543633e-18,7.575778295299736e-24,4.562052120217809e-11,1.876265475372447e-14,1.4420861450636062e-12,1.519975797660865e-05,1.0957138898375681e-19,2.2792855743487778e-12,2.9117775186947777e-07,3.9607214100077515e-07,2.2587797630230002e-08,1.2606391342566342e-07,3.6171702163238256e-08,3.7990306215660352e-06,2.1497795147314538e-09,3.199213107513997e-10,1.8418699428348577e-14,3.322109725665444e-15,1.8534863335037262e-16,7.320713404470436e-12,5.60547274019992e-18
3.358714805552924e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287665091968584,0.118665346295345,0.02282136798303332,6.4689656661402765e-18,1.1681303045011962e-12,1.3256934300737093e-07,7.437183867924989e-17,2.5230503501200297e-14,1.3614690809480748e-12,3.126994880809494e-07,2.1292225135067434e-29,3.215046058600138e-07,8.237015959605937e-20,1.2509385001694233e-15,3.2740703114552336e-18,7.739451864574656e-24,4.6503996887110605e-11,1.891854625794851e-14,1.4552120925795126e-12,1.5320025659921673e-05,1.13881146442983e-19,2.3334702546090204e-12,2.924622121932237e-07,3.99034896644683e-07,2.2587715262914757e-08,1.260653135553566e-07,3.619549917231606e-08,3.829711668502267e-06,2.1841497758800586e-09,3.233639228340207e-10,1.8741202262833515e-14,3.3639445031870844e-15,1.8748430941902414e-16,7.480105160345143e-12,5.7276964080008366e-18
3.383668697942997e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128764956655442,0.11866531197465924,0.022821366499347923,6.7215459054585826e-18,1.1995669154354048e-12,1.3366742141533228e-07,7.66740250743914e-17,2.5438886901784023e-14,1.3820130044870245e-12,3.1502931961461277e-07,2.1960003781772667e-29,3.24100256266928e-07,8.366464105771423e-20,1.2750560449505003e-15,3.3435408478501153e-18,7.905179428270481e-24,4.739693153911281e-11,1.907443657947874e-14,1.4683399809690583e-12,1.5440288153826752e-05,1.1832575243912027e-19,2.3885127861079838e-12,2.937464927398938e-07,4.0199763164243104e-07,2.2587626122574032e-08,1.26066677340068e-07,3.6219473559932013e-08,3.860392742302468e-06,2.2187945149225745e-09,3.268117876911612e-10,1.9066618936709788e-14,3.4059282644405016e-15,1.8962711414092087e-16,7.641425317530834e-12,5.85145685900269e-18
3.4086225903330705e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128763404163985,0.11866527765400367,0.022821365015663734,6.981973336276797e-18,1.2315815578161257e-12,1.347665762035114e-07,7.90294936864349e-17,2.564730797722893e-14,1.4027092110286884e-12,3.173591366470239e-07,2.264326734101486e-29,3.266989790976629e-07,8.496863593712257e-20,1.2994298477646876e-15,3.41386108368855e-18,8.072968283780125e-24,4.829933938916952e-11,1.92303256274204e-14,1.4814697270415843e-12,1.5560545408652947e-05,1.2290835599633193e-19,2.444420005166549e-12,2.95030600178282e-07,4.0496034604248503e-07,2.2587530578316836e-08,1.2606800675153587e-07,3.624362591334012e-08,3.891073833397503e-06,2.2537137731578572e-09,3.3026482749977067e-10,1.9394950446249815e-14,3.4480607584018504e-15,1.9177704673355736e-16,7.804676628543712e-12,5.9767602666060746e-18
3.433576482723144e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287618517229624,0.11866524333337827,0.022821363531980752,7.250429999022896e-18,1.264179851736285e-12,1.3586681543226174e-07,8.143906633827291e-17,2.585576686719931e-14,1.4235576929031655e-12,3.19688939150517e-07,2.3342248510935705e-29,3.2930077410156906e-07,8.628212890864398e-20,1.3240602891450223e-15,3.485033739608129e-18,8.2428257181329e-24,4.921123445673896e-11,1.9386213315831618e-14,1.4946012510182513e-12,1.5680797376534103e-05,1.2763215498221578e-19,2.5011987488461246e-12,2.963145408176665e-07,4.0792303989181227e-07,2.258742897873226e-08,1.2606930365209126e-07,3.626795678602517e-08,3.92175493273953e-06,2.288907592162003e-09,3.337229662043479e-10,1.972619778120736e-14,3.490341761172231e-15,1.9393410735687497e-16,7.969861783939647e-12,6.103612836790624e-18
3.458530375113217e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128760299332838,0.11866520901278305,0.022821362048298984,7.527100742114555e-18,1.297367420807837e-12,1.3696814717583048e-07,8.390357123971801e-17,2.6064263717272085e-14,1.4445584426163748e-12,3.220187270992847e-07,2.405718156453121e-29,3.3190564102676796e-07,8.760510468353138e-20,1.3489477442178264e-15,3.557061530486954e-18,8.414759009275039e-24,5.0132630554552066e-11,1.954209956344841e-14,1.5077344763922864e-12,1.5801044011309022e-05,1.3250039648574514e-19,2.5588558549329004e-12,2.975983206274933e-07,4.108857132359187e-07,2.2587321653074842e-08,1.2607056980096456e-07,3.629246669965912e-08,3.952436031772978e-06,2.3243760137776578e-09,3.3718612947385107e-10,2.0060361925479724e-14,3.5327710752975408e-15,1.9609829709219937e-16,8.136983414329448e-12,6.232020809016901e-18
3.48348426750329e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128758746994057,0.11866517469221795,0.02282136056461842,7.812173243658742e-18,1.331149892107662e-12,1.3807057952150532e-07,8.642384298818211e-17,2.6272798678609666e-14,1.4657114528421825e-12,3.24348500469275e-07,2.4788302346277087e-29,3.3451357962019584e-07,8.893754801019091e-20,1.3740925828230655e-15,3.629947165992543e-18,8.588775427318276e-24,5.1063541293295024e-11,1.9697984293425564e-14,1.5208693297949477e-12,1.592128526842737e-05,1.3751637719518739e-19,2.6173981619225915e-12,2.98881945255941e-07,4.1384836611888416e-07,2.2587208912378802e-08,1.2607180686021567e-07,3.631715614593971e-08,3.983117122407208e-06,2.3601190801037454e-09,3.406542446597431e-10,2.039744385774193e-14,3.575348529108834e-15,1.9826961792096947e-16,8.306044092335282e-12,6.36199045710017e-18
3.5084381598933634e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287571947070467,0.11866514037168302,0.022821359080939064,8.1058380331521e-18,1.3655328961256102e-12,1.3917412056881085e-07,8.900072256934104e-17,2.6481371907651632e-14,1.4870167164148921e-12,3.266782592380947e-07,2.553584826876742e-29,3.3712458962764513e-07,9.02794436744231e-20,1.3994951696318434e-15,3.703693351116894e-18,8.764882235757513e-24,5.200398008617789e-11,1.985386743309243e-14,1.5340057408669694e-12,1.6041521104860974e-05,1.4268344377599983e-19,2.6768325090056735e-12,3.0016542004743165e-07,4.168109985833966e-07,2.258709105050565e-08,1.2607301640030933e-07,3.634202558831853e-08,4.0137981969907366e-06,2.396136833485616e-09,3.441272407551386e-10,2.073744455205405e-14,3.618073976082526e-15,2.0044807270256396e-16,8.477046334489815e-12,6.4935280900571355e-18
3.5333920522834366e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287556424722255,0.1186651060511782,0.022821357597260915,8.408288513182233e-18,1.4005220667146174e-12,1.4027877842875e-07,9.163505735778554e-17,2.6689983565824038e-14,1.5084742263220737e-12,3.2900800338491757e-07,2.6300058309366443e-29,3.3973867079380343e-07,9.163077649964661e-20,1.425155864261111e-15,3.7783027866980666e-18,8.943086692658461e-24,5.2953960153392354e-11,2.0009748913722708e-14,1.5471436421352743e-12,1.6161751479020277e-05,1.4800499324870168e-19,2.737165736053085e-12,3.0144875005915176e-07,4.197736106707856e-07,2.2586968345129175e-08,1.2607419990535858e-07,3.636707546362565e-08,4.044479248286956e-06,2.4324293165055903e-09,3.476050483550186e-10,2.108036497844229e-14,3.660947294219363e-15,2.026336651546963e-16,8.649992603079538e-12,6.6266400529265875e-18
3.55834594467351e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4128754090289993,0.11866507173070352,0.02282135611358398,8.719720981129747e-18,1.4361230410428197e-12,1.4138456122308967e-07,9.432770111765884e-17,2.6898633819265347e-14,1.5300839756977323e-12,3.313377328903988e-07,2.708117300687342e-29,3.423558228622902e-07,9.299153134710525e-20,1.4510750213856604e-15,3.853778169928753e-18,9.123396051816215e-24,5.3913494526461736e-11,2.0165628670317463e-14,1.5602829688947273e-12,1.628197635067546e-05,1.5348447336672286e-19,2.7984046836023784e-12,3.027319400766398e-07,4.227362024210553e-07,2.2586841058661867e-08,1.2607535877805685e-07,3.63923061835969e-08,4.0751602694512536e-06,2.4689965719738737e-09,3.5108759961748427e-10,2.1426206103454994e-14,3.703968385441659e-15,2.0482639983431902e-16,8.824885307933695e-12,6.7613327275647706e-18
3.583299837063583e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287525381607393,0.11866503741025895,0.02282135462990825,9.040334650871135e-18,1.472341459547598e-12,1.424914770836865e-07,9.707951400328122e-17,2.7107322838568012e-14,1.5518459578157822e-12,3.3366744773659303e-07,2.7879434458200623e-29,3.4497604557569193e-07,9.436169311605972e-20,1.4772529908474705e-15,3.930122194852134e-18,9.305817563885575e-24,5.4882596052485645e-11,2.0321506641400492e-14,1.5734236590947293e-12,1.6402195680882152e-05,1.5912538299422868e-19,2.860556192844337e-12,3.040149946284949e-07,4.25698773872916e-07,2.2586709439126257e-08,1.260764943443172e-07,3.641771813631012e-08,4.105841254009419e-06,2.505838642919857e-09,3.5457482822601533e-10,2.1774968890694212e-14,3.747137175008416e-15,2.0702628211692203e-16,9.001726808160327e-12,6.897612533416469e-18
3.6082537294536563e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287509860848415,0.11866500308984453,0.022821353146233726,9.370331674482448e-18,1.5091829658914847e-12,1.4359953415185127e-07,9.989136255976213e-17,2.7316050798534705e-14,1.5737601660838239e-12,3.3599714790687833e-07,2.86950863150642e-29,3.4759933867559485e-07,9.574124674396428e-20,1.5036901177624838e-15,4.007337552845475e-18,9.490358477484016e-24,5.5861277398282413e-11,2.0477382768825387e-14,1.5865656532304524e-12,1.65224094319113e-05,1.6493127248392017e-19,2.923627105610011e-12,3.052979180002595e-07,4.286613250638154e-07,2.2586573720974578e-08,1.2607760785763703e-07,3.644331168753605e-08,4.136522195837315e-06,2.542955572583755e-09,3.5806666935270764e-10,2.2126654301323758e-14,3.79045361094724e-15,2.092333181780382e-16,9.180519413830686e-12,7.035485928262633e-18
3.6332076218437295e-11,0.16628943999999996,0.8585084662769803,0.0,0.0,0.41287494340626646,0.11866496876946019,0.02282135166256041,9.7099171639437e-18,1.5466532069198676e-12,1.4470874057774904e-07,1.0276411972360037e-16,2.7524817877948447e-14,1.5958265940372085e-12,3.383268333858839e-07,2.9528373780688035e-29,3.5022570190261594e-07,9.71301772066299e-20,1.5303867426248647e-15,4.085426933091741e-18,9.677026040268045e-24,5.68495510544316e-11,2.0633256997593564e-14,1.5997088942385308e-12,1.6642617567183076e-05,1.709057440548103e-19,2.9876242643581786e-12,3.065807142475233e-07,4.316238560299682e-07,2.258643412586006e-08,1.260787005032061e-07,3.6469087182008784e-08,4.1672030891416936e-06,2.5803474044085965e-09,3.6156305962245954e-10,2.248126329455451e-14,3.833917663502573e-15,2.1144751497614679e-16,9.36126538761354e-12,7.174959408945241e-18
