Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH3OO(20),HX(21),CO2X(22),COX(23),CH4X(24),OX(25),CH2X(26),CH3X(27),CHX(28),CX(29),H2X(30),OHX(31),H2OX(32),CHOX(33),CH2OX(232),CHOX(231),C2HOX(246),C2H3X(241)
1.7582801687748465e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385599657,0.2012865879456896,0.1676987576445234,8.506216421512249e-94,1.8072417532931886e-54,4.6612361590716435e-43,9.057801353910279e-90,2.185559987592947e-47,9.64829054614138e-54,2.2527845200555302e-41,7.434283442351915e-140,2.6929561021710043e-43,8.038710785500298e-88,2.061008622516458e-57,3.404886506435664e-92,1.9689793643934694e-103,3.1591813281371435e-53,1.8421645351363922e-67,7.269604580719654e-55,5.626182284945244e-20,1.8424858161842726e-99,1.7264293391497027e-68,6.298825667674889e-16,2.805353130160464e-15,2.0100313346517485e-29,5.626182280928381e-20,2.734231645080195e-40,4.6612332422894546e-43,6.636009261038686e-51,3.201144322896581e-32,1.5674646119841836e-45,1.569048117879519e-68,2.1981491849879427e-77,1.1176711619191564e-78,4.0617595780651307e-116,2.9796111732220187e-68
3.518087948469567e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385599313,0.20128658794568896,0.167698757644522,1.0906279218388395e-91,2.8939491077169707e-53,3.731823194184817e-42,2.91065444150341e-88,1.7502205957779905e-46,1.5455230225600362e-52,8.963129456157306e-41,9.453675426849446e-138,5.390878446460221e-43,1.2875908022152825e-86,3.301451445252201e-56,1.0910238846744616e-90,2.5244532246790204e-101,2.5292659806622896e-52,1.486044936900449e-66,5.779624400816049e-54,1.125725279270536e-19,2.3623505183702964e-97,5.531394605446853e-67,1.2603123816366875e-15,5.6131435784181356e-15,8.045363712720242e-29,1.1257252776627445e-19,2.189047895976064e-39,3.73182090813886e-42,5.314191303817438e-50,1.2812919718029107e-31,1.2549247740676369e-44,5.0269918613479734e-67,1.4092913181332617e-75,7.165696194017373e-77,2.0850752567132e-113,9.546527584898726e-67
7.037703507859008e-20,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385598625,0.2012865879456877,0.1676987576445192,1.3971776309109577e-89,4.6322093551200824e-52,2.9865927891627515e-41,9.375228910906091e-87,1.4008859117340858e-45,2.4742750426604875e-51,3.5756434268168752e-40,1.2060785901173921e-135,1.0794606284304067e-42,2.0612636480482163e-85,5.285394524278916e-55,3.494334957708802e-89,3.233965069313462e-99,2.0241814811487073e-51,1.2282590558153916e-65,4.609260817095729e-53,2.2519394231106746e-19,3.026351367275508e-95,1.7711384522054675e-65,2.521172011370653e-15,1.1228724474932759e-14,3.219193507284331e-28,2.251939416677414e-19,1.7519036931828553e-38,2.9865910390324394e-41,4.2535098810122435e-49,5.126836850152467e-31,1.004321214738034e-43,1.6096041580699737e-65,9.027394163682198e-74,4.590093023274598e-75,1.068957212798602e-110,3.0567738487871512e-65
1.407693462663789e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385597249,0.20128658794568519,0.16769875764451359,1.7891391706435282e-87,7.41304795579651e-51,2.3897280894230175e-40,3.036529027028271e-85,1.1209926468443172e-44,3.95999112666352e-50,1.4283350743911539e-39,1.5412225175742163e-133,2.1633594559421297e-42,3.2989169944788564e-84,8.459090069629983e-54,1.11913793607706e-87,4.1411819245720983e-97,1.6196527305438543e-50,1.1087940661276268e-64,3.681630262691716e-52,4.504367879943412e-19,3.875358194594507e-93,5.6693915610735465e-64,5.04289127082086e-15,2.245988626795913e-14,1.28788707624904e-27,4.504367854206181e-19,1.4017892580866164e-37,2.3897268164092828e-40,3.4036744149794325e-48,2.0510685819163825e-30,8.036095604589075e-43,5.152280812703814e-64,5.780069978601476e-72,2.93896971916275e-73,5.476644917136023e-108,9.784694374592942e-64
2.8155396864195653e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385594499,0.20128658794568013,0.16769875764450234,2.290579728301058e-85,1.1862087216112878e-49,1.911964142342966e-39,9.945935463621544e-84,8.96907816890468e-44,6.33690717197312e-49,5.709495382702417e-39,1.971126879671342e-131,4.343770152631679e-42,5.2789840946016274e-83,1.3536512317425133e-52,3.585714801558463e-86,5.301805927932706e-95,1.2958452178505134e-49,1.290885745532553e-63,2.942992417503586e-51,9.009225470218736e-19,4.961501645900458e-91,1.8144853601782546e-62,1.0086329789650373e-14,4.49222098540004e-14,5.151967993832459e-27,9.00922536726143e-19,1.1215380930293386e-36,1.9119633277410574e-39,2.7232918814256822e-47,8.204942072659661e-30,6.429486869483626e-42,1.6489775967582629e-62,3.70005570150206e-70,1.881378358635623e-71,2.8049604674600104e-105,3.1315857634825444e-62
5.631232133931118e-19,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385588998,0.20128658794567006,0.1676987576444799,2.932251104931257e-83,1.898030782099725e-48,1.5296441591562728e-38,3.328602624715794e-82,7.175719257639494e-43,1.0139789820599042e-47,2.2830293803017167e-38,2.5219945883031608e-129,8.755043727829508e-42,8.446950276097852e-82,2.1659997023089076e-51,1.150033841483822e-84,6.7870126241960394e-93,1.0367253935117983e-48,2.3251147511880536e-62,2.353469362900153e-50,1.801894335720879e-18,6.351391557041352e-89,5.8068028713766015e-61,2.0173206827025795e-14,8.984685702603701e-14,2.0608713881325036e-26,1.801894294536275e-18,8.972733973531826e-36,1.529643833755152e-38,2.1787835785963234e-46,3.2821103938040295e-29,5.143833608441888e-41,5.2771253128140654e-61,2.368293439943337e-68,1.2042457646230353e-69,1.4363752813610297e-102,1.002185196325563e-60
1.1262617028954224e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385577995,0.20128658794564988,0.16769875764443495,3.7534812562660018e-81,3.0369266598611835e-47,1.2237447431443552e-37,1.1584215780102757e-80,5.740761136075446e-42,1.6224258220360472e-46,9.130582125139898e-38,3.2274844445346943e-127,1.777939972673462e-41,1.3515587953684125e-80,3.465726552952407e-50,3.696368328787488e-83,8.687828401039339e-91,8.294000082065456e-48,5.995928841693634e-61,1.882406064219652e-49,3.603838995694676e-18,8.130214131185041e-87,1.8582498887605103e-59,4.0346960900642235e-14,1.7969615136992651e-13,8.243655935486843e-26,3.603838830952852e-18,7.178362811587512e-35,1.223745004946951e-37,1.7431014943684202e-45,1.3128708797343722e-28,4.115164447285851e-40,1.688744000809872e-59,1.5157880801562188e-66,7.707997574071026e-68,7.354848494404814e-100,3.20711943543659e-59
2.2525386819000433e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385555989,0.20128658794560952,0.1676987576443451,4.804589121572544e-79,4.859144404549629e-46,9.790080040878153e-37,4.303695118404691e-79,4.592688058617964e-41,2.5959300950278052e-45,3.651927537230329e-37,4.130757472763507e-125,3.663534808845895e-41,2.1625336872605567e-79,5.545266794631326e-49,1.1931782711660647e-81,1.1120718886576044e-88,6.635278923157515e-47,1.8031654285242287e-59,1.5057777584438966e-48,7.20773264594556e-18,1.040696260044672e-84,5.9465228729158416e-58,8.069446904333744e-14,3.593947400569705e-13,3.2974980501022413e-25,7.207731986971081e-18,5.742766801678072e-34,9.790090489589715e-37,1.394534409132513e-44,5.251537034155524e-28,3.292170443016367e-39,5.404085461427775e-58,9.701272201083469e-65,4.933767736773653e-66,3.7658419950501086e-97,1.0263000438579831e-57
4.5050926399092854e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385511979,0.2012865879455288,0.16769875764416542,6.149972608757849e-77,7.774679873906065e-45,7.832119960732926e-36,1.7590735481102958e-77,3.674189877688243e-40,4.15353107452671e-44,1.4607113701165856e-36,5.2871127542651374e-123,7.757619802657514e-41,3.4600926734276735e-78,8.872518910385915e-48,3.884243538241592e-80,1.4234734507570376e-86,5.308254814334706e-46,5.677749434037605e-58,1.204564460348538e-47,1.4415537267661445e-17,1.3321126022917906e-82,1.9029111797781086e-56,1.6138948531057716e-13,7.187919174281186e-13,1.3190076344661934e-24,1.4415534631746832e-17,4.594254139929518e-33,7.832141686743108e-36,1.1156861900313442e-43,2.100625573012162e-27,2.6337516853233683e-38,1.7293256391532093e-56,6.208850959953811e-63,3.1583124140889116e-64,1.9281562031375116e-94,3.2842048834124156e-56
9.010200555927769e-18,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385423957,0.2012865879453674,0.167698757643806,7.872062149279602e-75,1.2439525026922524e-43,6.265729682948735e-35,8.073114740658368e-76,2.939380107608743e-39,6.645696531877417e-43,5.842737537909944e-36,6.767374970892409e-121,1.7237377283357204e-40,5.5362019584859166e-77,1.419613137698138e-46,1.285227943913492e-78,1.8220656911250611e-84,4.246616734025363e-45,1.809502000066679e-56,9.636302162924123e-47,2.8831215795958917e-17,1.7051253066364393e-80,6.089380471446261e-55,3.2277951777245406e-13,1.4375862721586562e-12,5.276057600455495e-24,2.8831205252246684e-17,3.675435715362312e-32,6.265768451251364e-35,8.926322208953109e-43,8.402524260949477e-27,2.1070071234320405e-37,5.533881205613272e-55,3.973629827955159e-61,2.0221756785132783e-62,9.872318759991188e-92,1.0509590086772415e-54
1.8020416387964737e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900385247915,0.20128658794504461,0.16769875764308723,1.0076389186643952e-72,1.990326396185271e-42,5.012615381051904e-34,4.14762738406627e-74,2.351535261314687e-38,1.0633191819543555e-41,2.3370825047138488e-35,8.662246795909049e-119,4.1363291874755455e-40,8.858038596637052e-76,2.271397906477457e-45,4.383232368675546e-77,2.3322719255041676e-82,3.397298879880295e-44,5.7845581590008e-55,7.708984270306664e-46,5.766284999209025e-17,2.182593110309494e-78,1.9486290747904597e-53,6.455595824057973e-13,2.8751749815726937e-12,2.1104366396690827e-23,5.76628078169665e-17,2.9403873321099375e-31,5.012680616285387e-34,7.142347710681644e-42,3.361014458420215e-26,1.6856074373412614e-36,1.7708545834789993e-53,2.5430523825967845e-59,1.2952744092088184e-60,5.054712492926837e-89,3.363130579123015e-53
3.604084805203867e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.1238690038489583,0.201286587944399,0.16769875764164963,1.2898097728507086e-70,3.184522271287148e-41,4.010133997000564e-33,2.328381845969105e-72,1.88127250826541e-37,1.7013296544832425e-40,9.348377622876939e-35,1.108790970533829e-116,1.1028111683924154e-39,1.4173186185323106e-74,3.6342783087020734e-44,1.5757543737965716e-75,2.9853649214643343e-80,2.7178418447636237e-43,1.8506210848238827e-53,6.167209149412205e-45,1.1532722694306336e-16,2.793789184988785e-76,6.235765384277252e-52,1.2911197105108422e-12,5.750352400212625e-12,8.441839253338965e-23,1.1532705824070588e-16,2.3523666475433074e-30,4.010240940000752e-33,5.715925159560751e-41,1.3444070225935548e-25,1.3484857311418232e-35,5.6667953483129394e-52,1.627454653245117e-57,8.30356162562621e-59,2.5880802845863e-86,1.0762374183901192e-51
7.208171138018655e-17,0.049886832000000006,0.631014654409785,0.0,0.0,0.1238690038419166,0.20128658794310775,0.16769875763877445,1.6510342578225513e-68,5.095229663208668e-40,3.208170335669045e-32,1.3858565953809795e-70,1.5050866537320263e-36,2.7221834942042524e-39,3.7394186698777166e-34,1.4193261426082114e-114,3.307839279921114e-39,2.2678100046258066e-73,5.814968702183159e-43,6.150406614384307e-74,3.8214034281329663e-78,2.174275443466632e-42,5.9218248082271875e-52,4.933847560319212e-44,2.3066041508444027e-16,3.576220569789935e-74,1.9955388223819417e-50,2.5822399620743648e-12,1.1500707236739902e-11,3.3768066367624805e-22,2.306597402608059e-16,1.8819820767915657e-29,3.2083435037214263e-32,4.576008625130179e-40,5.377632879561078e-25,1.078787035370617e-34,1.8134101563172907e-50,1.0414417748232016e-55,5.331933485885763e-57,1.3251611346253458e-83,3.4441815788292864e-50
1.441634380364823e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900382783318,0.20128658794052529,0.1676987576330241,2.113520300465184e-66,8.152343499908121e-39,2.5666358615135042e-31,8.536264030730246e-69,1.2041782684203953e-35,4.3556692323386025e-38,1.495827471944315e-33,1.8169350053546713e-112,1.1024836200214713e-38,3.628813820982299e-72,9.304336933515392e-42,2.6772845283558545e-72,4.891739492255284e-76,1.7394225399023262e-41,1.8950897528166311e-50,3.947224620402517e-43,4.613445283615035e-16,4.577992986162798e-72,6.386319466132419e-49,5.1644804466151435e-12,2.300141690678413e-11,1.3507787588859504e-21,4.613418289546754e-16,1.5057268427957188e-28,2.5669145968510896e-31,3.6660340746078295e-39,2.1510559636827763e-24,8.630266711859174e-34,5.8031355207685276e-49,6.663565842925037e-54,3.435021954339222e-55,6.785467698245179e-81,1.1022791002195104e-48
2.883268913490738e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900379966635,0.20128658793536033,0.1676987576215234,2.705807309820833e-64,1.3043671823895712e-37,2.0534674662811592e-30,5.3573050434173905e-67,9.63516584497416e-35,6.969629855349667e-37,5.9838017330251875e-33,3.3518512816722563e-110,3.968862682445688e-38,5.807116894575773e-71,1.4888550824147087e-40,1.3106412069599908e-70,6.262710289069728e-74,1.3915411556114099e-40,7.026865719522842e-49,3.1580214857880384e-42,9.227837031865124e-16,5.860930075285423e-70,2.0440023151988785e-47,1.0328961341351628e-11,4.600283623483125e-11,5.403562579166081e-21,9.227729046620655e-16,1.204807044931295e-27,2.0539148369235517e-30,2.941190590905502e-38,8.604244397777804e-24,6.904164208111967e-33,1.8571452816698678e-47,5.632412729830138e-52,2.9429362918332754e-53,8.592469885031921e-78,3.5283566961422866e-47
5.766537979742568e-16,0.049886832000000006,0.631014654409785,0.0,0.0,0.1238690037433327,0.20128658792503046,0.16769875759852199,3.464716083833851e-62,2.08696197515707e-36,1.6430277859831457e-29,3.3957154861787944e-65,7.710915118273455e-34,1.1153194449805671e-35,2.393916529617676e-32,4.3028279815137025e-108,1.499516672991296e-37,9.294632906678102e-70,2.3826265624699793e-39,7.099735927230342e-69,8.019033887887402e-72,1.1132378140859338e-39,2.2589472068696715e-47,2.5268069590520623e-41,1.8459458482649347e-15,7.504802640208068e-68,6.543239241207533e-46,2.0657922833444333e-11,9.200567484276014e-11,2.161782806144769e-20,1.845902646997078e-15,9.642064647262645e-27,1.6437448893416928e-29,2.366336346549449e-37,3.44171394249182e-23,5.523252173079398e-32,5.943771837058621e-46,3.614938886596035e-50,1.9397522404013597e-51,4.4067739971845237e-75,1.1297044180913412e-45
1.1533076112246228e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900363066541,0.20128658790437068,0.16769875755251915,4.438121729422059e-60,3.339057754810679e-35,1.3148282319999965e-28,2.163901446867306e-63,6.173184613155031e-33,1.7850826513026354e-34,9.578837490969906e-32,5.513372682761891e-106,5.8234976403224464e-37,1.4881800772494598e-68,3.813664051184403e-38,4.13239717549694e-67,1.0271435961031474e-69,8.905981616445734e-39,7.234302428228711e-46,2.022070355355523e-40,3.693405338899337e-15,9.613349509770903e-66,2.095393663649699e-44,4.131584462810874e-11,1.8401135186595657e-10,8.649992860414218e-20,3.693232476480239e-15,7.719426031499546e-26,1.315977269991282e-28,1.9144926393759365e-36,1.3766986965700983e-22,4.418475467656234e-31,1.9025871998984755e-44,2.3092461928902626e-48,1.3041018643113572e-49,2.2586436902664688e-72,3.619085617520693e-44
1.7299614244749888e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900351799812,0.2012865878837109,0.1676987575065163,2.9379164626801184e-59,1.2293140747632191e-34,3.7602539239802996e-28,1.2121910207317675e-62,1.8334155828634758e-32,6.806617133460931e-34,2.0359688896600792e-31,3.0744015098641558e-105,1.2267500575727047e-36,5.631978574557455e-68,1.4541398626418544e-37,2.284398686872357e-66,6.813643283512294e-69,2.5465688908095615e-38,3.1987324188841766e-45,5.7828840270658285e-40,5.5420000487504874e-15,6.363793973345024e-65,9.80551940878048e-44,6.197376523325222e-11,2.7601702869649177e-10,1.8385437653679502e-19,5.541632631902591e-15,2.208311613008092e-25,3.7644853438287797e-28,5.714460896523323e-36,2.9255071282344497e-22,1.2633879751833708e-30,8.930582847928728e-44,1.1449817143124855e-47,6.590881708102893e-49,1.2894476626912758e-71,1.693644501332345e-43
2.3066152377253548e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900340533083,0.20128658786305112,0.16769875746051346,1.3268561627600764e-58,3.119266794200938e-34,7.932740604145506e-28,4.423505158361708e-62,3.9966538137525234e-32,1.8316568868468742e-33,3.4738552905394977e-31,1.5916403960732807e-104,2.0832827310906153e-36,1.4665025155054917e-67,3.913408186795298e-37,8.053027221897705e-66,3.0282379854639477e-68,5.371481583235682e-38,1.0934755059708545e-44,1.2199741638730911e-39,7.391729996605063e-15,2.8740963169971208e-64,3.164273648632625e-43,8.263168464887482e-11,3.680227053343656e-10,3.1369994929433335e-19,7.39110309440306e-15,4.660222495145221e-25,7.943477354860056e-28,1.2509315089036675e-35,4.990608895191133e-22,2.6648141557455e-30,2.7842803969726766e-43,4.843429376242097e-47,2.8098809919598954e-48,1.0727253003699274e-70,5.466807058157441e-43
3.4599228642260867e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900317999625,0.2012865878217316,0.16769875736850778,1.535070552923793e-57,1.0922305886274984e-33,2.1672579561234855e-27,2.880206552154835e-61,1.1611494362909277e-31,7.410967616291042e-33,7.194705501402304e-31,2.119351419346069e-103,4.2946136281601435e-36,5.38568226712333e-67,1.5837724221625385e-36,4.715227700706013e-65,3.140663452944791e-67,1.4671335302444531e-37,6.729168294024971e-44,3.333021453765417e-39,1.1093854284639051e-14,3.3251158233911643e-63,1.742907480969071e-42,1.2394752068838763e-10,5.520340581579489e-10,6.497040221749868e-19,1.1092555906069862e-14,1.2741075589777156e-24,2.1710158443503314e-27,3.6562489249998115e-35,1.0332571101282242e-21,7.278273494834638e-30,1.3722271738215478e-42,4.3631494295077684e-46,2.5774015989628906e-47,3.3916969171567104e-69,3.0131829727043766e-42
4.613230490726819e-15,0.049886832000000006,0.631014654409785,0.0,0.0,0.12386900295466163,0.20128658778041206,0.1676987572765021,6.908975733391341e-57,2.7313652230149584e-33,4.535705867492917e-27,1.0588654021538274e-60,2.541233236739088e-31,2.007902634789131e-32,1.224040288781974e-30,9.728526332008183e-103,7.287112419885218e-36,1.397364381479901e-66,4.2917644984553776e-36,1.6649376158337085e-64,1.367132563086618e-66,3.069764579930998e-37,2.26005075492453e-43,6.97545437408448e-39,1.4800153403559228e-14,1.4965580702988227e-62,5.59567306660229e-42,1.6526335235360847e-10,7.360454102730478e-10,1.1053455291626446e-18,1.4797944461866185e-14,2.668230108316664e-24,4.545102508980202e-27,8.042057996386868e-35,1.7573255345181966e-21,1.5228295168902418e-29,4.306531928860236e-42,1.7202134314729345e-45,1.0351687659263752e-46,2.0448152761295214e-68,9.677747590157412e-42
